registry_row_id,candidate_id,registry_label,candidate_group,theta_cluster,changed_field_for_smoke_pair,materialization_family,bounded_updateparams,full_only_field_varied,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g549_registry_000152,repair5g549_theta_549000152,lambda_flow_lambda_cong_sweep_0151,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.0482489035,0.683374633251,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000153,repair5g549_theta_549000153,alpha_flow_wait_progress_sweep_0152,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.419825410349,0.95,1,1,0.198416603167,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000154,repair5g549_theta_549000154,edge_cost_clamp_sweep_0153,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.535427679145,11.1208937582,1,0,0,False,False,False,False,False
g549_registry_000155,repair5g549_theta_549000155,goal_projection_mode_ablation_0154,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.992624514751,0.35,0.75,1,11,0,1,0,False,False,False,False,False
g549_registry_000156,repair5g549_theta_549000156,alpha_cong_commit_nonprogress_sweep_0155,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.69927635145,1.25,0.75,0.75,1,1,0.95,1,0.637211725577,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000157,repair5g549_theta_549000157,g543_true_near_signal_neighborhood_0156,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.533197533605,0.293357313285,0.818289613421,1,11,1,0,0,False,False,False,False,False
g549_registry_000158,repair5g549_theta_549000158,g546_g548_safe_no_gain_neighborhood_0157,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.332967534065,0.95,1,0.950416049168,1,0.35,0.75,0.268998062004,11,1,0,0,False,False,False,False,False
g549_registry_000159,repair5g549_theta_549000159,surrogate_guided_theta_if_model_exists_0158,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,0.975562948874,1.25,0.75,0.75,1,1,0.95,1,1.31492027016,1.13513922972,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000160,repair5g549_theta_549000160,negative_control_0159,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.21782656435,0.872440255119,0.35,0.75,1,11.7673324653,0,0,1,False,False,False,False,False
g549_registry_000161,repair5g549_theta_549000161,static_flow_local_perturbation_fulltheta_0160,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.03837172326,0.95,1,0.989388421223,0.949929500141,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000162,repair5g549_theta_549000162,lambda_flow_lambda_cong_sweep_0161,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.03053693893,0.320802858394,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000163,repair5g549_theta_549000163,alpha_flow_wait_progress_sweep_0162,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.0386161727677,0.95,1,1,0.804475391049,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000164,repair5g549_theta_549000164,edge_cost_clamp_sweep_0163,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.857991534017,11.8357683285,1,0,0,False,False,False,False,False
g549_registry_000165,repair5g549_theta_549000165,goal_projection_mode_ablation_0164,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.864416771166,0.35,0.75,1,11,0,0,1,False,False,False,False,False
g549_registry_000166,repair5g549_theta_549000166,alpha_cong_commit_nonprogress_sweep_0165,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.49892175216,1.25,0.75,0.75,1,1,0.95,1,1.16752866494,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000167,repair5g549_theta_549000167,g543_true_near_signal_neighborhood_0166,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.317237965524,0.4583999832,1.03317243366,1,11,1,0,0,False,False,False,False,False
g549_registry_000168,repair5g549_theta_549000168,g546_g548_safe_no_gain_neighborhood_0167,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.398470303059,0.95,1,1.09570895858,1,0.35,0.75,0.295416159168,11,1,0,0,False,False,False,False,False
g549_registry_000169,repair5g549_theta_549000169,surrogate_guided_theta_if_model_exists_0168,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,0.899636850726,1.25,0.75,0.75,1,1,0.95,1,1.39969130062,0.71943486113,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000170,repair5g549_theta_549000170,negative_control_0169,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.863629272741,0.622251255497,0.35,0.75,1,9.50346899306,0,0,1,False,False,False,False,False
g549_registry_000171,repair5g549_theta_549000171,static_flow_local_perturbation_fulltheta_0170,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.751757696485,0.95,1,1.12098435803,0.859023081954,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000172,repair5g549_theta_549000172,lambda_flow_lambda_cong_sweep_0171,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.988134023732,1.14960670079,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000173,repair5g549_theta_549000173,alpha_flow_wait_progress_sweep_0172,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.803360893278,0.95,1,1,0.493376013248,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000174,repair5g549_theta_549000174,edge_cost_clamp_sweep_0173,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.848808552383,11.9460321079,1,0,0,False,False,False,False,False
g549_registry_000175,repair5g549_theta_549000175,goal_projection_mode_ablation_0174,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.01571396857,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000176,repair5g549_theta_549000176,alpha_cong_commit_nonprogress_sweep_0175,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,0.750756998486,1.25,0.75,0.75,1,1,0.95,1,1.08045383909,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000177,repair5g549_theta_549000177,g543_true_near_signal_neighborhood_0176,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.613583772832,0.429631040738,1.18492413015,1,11,1,0,0,False,False,False,False,False
g549_registry_000178,repair5g549_theta_549000178,g546_g548_safe_no_gain_neighborhood_0177,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.748827002346,0.95,1,0.820256409487,1,0.35,0.75,0.532851784296,11,1,0,0,False,False,False,False,False
g549_registry_000179,repair5g549_theta_549000179,surrogate_guided_theta_if_model_exists_0178,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.17208595583,1.25,0.75,0.75,1,1,0.95,1,1.24607640785,1.1517975964,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000180,repair5g549_theta_549000180,negative_control_0179,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.28724242552,0.26489497021,0.35,0.75,1,8.54620290759,0,0,1,False,False,False,False,False
g549_registry_000181,repair5g549_theta_549000181,static_flow_local_perturbation_fulltheta_0180,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.05531328937,0.95,1,1.23895672209,1.09742720515,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000182,repair5g549_theta_549000182,lambda_flow_lambda_cong_sweep_0181,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.910611178778,0.0447194105612,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000183,repair5g549_theta_549000183,alpha_flow_wait_progress_sweep_0182,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.12760649479,0.95,1,1,0.735310529379,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000184,repair5g549_theta_549000184,edge_cost_clamp_sweep_0183,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.616321017358,9.41586916826,1,0,0,False,False,False,False,False
g549_registry_000185,repair5g549_theta_549000185,goal_projection_mode_ablation_0184,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.116248267503,0.35,0.75,1,11,0,1,0,False,False,False,False,False
g549_registry_000186,repair5g549_theta_549000186,alpha_cong_commit_nonprogress_sweep_0185,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,0.534567430865,1.25,0.75,0.75,1,1,0.95,1,0.691739616521,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000187,repair5g549_theta_549000187,g543_true_near_signal_neighborhood_0186,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.602882194236,0.562918274163,0.614170771658,1,11,1,0,0,False,False,False,False,False
g549_registry_000188,repair5g549_theta_549000188,g546_g548_safe_no_gain_neighborhood_0187,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.29110501779,0.95,1,0.785751878496,1,0.35,0.75,0.50103984792,11,1,0,0,False,False,False,False,False
g549_registry_000189,repair5g549_theta_549000189,surrogate_guided_theta_if_model_exists_0188,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.07895419209,1.25,0.75,0.75,1,1,0.95,1,0.860049179902,0.820599458801,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000190,repair5g549_theta_549000190,negative_control_0189,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.04343291313,0.417251165498,0.35,0.75,1,11.3529492941,0,0,1,False,False,False,False,False
g549_registry_000191,repair5g549_theta_549000191,static_flow_local_perturbation_fulltheta_0190,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.04016091968,0.95,1,1.05192389615,0.793641812716,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000192,repair5g549_theta_549000192,lambda_flow_lambda_cong_sweep_0191,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.42521014958,0.484878530243,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000193,repair5g549_theta_549000193,alpha_flow_wait_progress_sweep_0192,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.809098381803,0.95,1,1,0.708493583013,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000194,repair5g549_theta_549000194,edge_cost_clamp_sweep_0193,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.49996475007,10.837982324,1,0,0,False,False,False,False,False
g549_registry_000195,repair5g549_theta_549000195,goal_projection_mode_ablation_0194,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.21238457523,0.35,0.75,1,11,0,0,1,False,False,False,False,False
g549_registry_000196,repair5g549_theta_549000196,alpha_cong_commit_nonprogress_sweep_0195,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.5368991762,1.25,0.75,0.75,1,1,0.95,1,0.921028157944,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000197,repair5g549_theta_549000197,g543_true_near_signal_neighborhood_0196,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.116694366611,0.632623134754,1.21308132384,1,11,1,0,0,False,False,False,False,False
g549_registry_000198,repair5g549_theta_549000198,g546_g548_safe_no_gain_neighborhood_0197,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.94695980608,0.95,1,1.27533154934,1,0.35,0.75,0.59177481645,11,1,0,0,False,False,False,False,False
g549_registry_000199,repair5g549_theta_549000199,surrogate_guided_theta_if_model_exists_0198,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,0.838033223934,1.25,0.75,0.75,1,1,0.95,1,1.4341016318,0.986951526097,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000200,repair5g549_theta_549000200,negative_control_0199,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.41898816202,0.645471209058,0.35,0.75,1,11.53501693,0,0,1,False,False,False,False,False
g549_registry_000201,repair5g549_theta_549000201,static_flow_local_perturbation_fulltheta_0200,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.19209681581,0.95,1,0.811998176004,0.978219443561,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000202,repair5g549_theta_549000202,lambda_flow_lambda_cong_sweep_0201,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.05601588797,0.221566056868,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000203,repair5g549_theta_549000203,alpha_flow_wait_progress_sweep_0202,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.0529011441977,0.95,1,1,1.26047597905,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000204,repair5g549_theta_549000204,edge_cost_clamp_sweep_0203,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.702999094002,9.60188879622,1,0,0,False,False,False,False,False
g549_registry_000205,repair5g549_theta_549000205,goal_projection_mode_ablation_0204,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.458318083364,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000206,repair5g549_theta_549000206,alpha_cong_commit_nonprogress_sweep_0205,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.19684235632,1.25,0.75,0.75,1,1,0.95,1,1.25093649813,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000207,repair5g549_theta_549000207,g543_true_near_signal_neighborhood_0206,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.359289081422,0.522685354629,0.776702946594,1,11,1,0,0,False,False,False,False,False
g549_registry_000208,repair5g549_theta_549000208,g546_g548_safe_no_gain_neighborhood_0207,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.309945580109,0.95,1,0.792573614853,1,0.35,0.75,0.779895340209,11,1,0,0,False,False,False,False,False
g549_registry_000209,repair5g549_theta_549000209,surrogate_guided_theta_if_model_exists_0208,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,1.07404120192,1.25,0.75,0.75,1,1,0.95,1,0.766022967954,1.18175433649,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000210,repair5g549_theta_549000210,negative_control_0209,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.956128087744,0.970261059478,0.35,0.75,1,11.123989752,0,0,1,False,False,False,False,False
g549_registry_000211,repair5g549_theta_549000211,static_flow_local_perturbation_fulltheta_0210,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.16465707069,0.95,1,0.733328733343,0.85762988474,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000212,repair5g549_theta_549000212,lambda_flow_lambda_cong_sweep_0211,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.902419195162,0.0675913648173,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000213,repair5g549_theta_549000213,alpha_flow_wait_progress_sweep_0212,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1.12176150648,0.95,1,1,0.69418511163,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000214,repair5g549_theta_549000214,edge_cost_clamp_sweep_0213,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.649514450971,11.712012576,1,0,0,False,False,False,False,False
g549_registry_000215,repair5g549_theta_549000215,goal_projection_mode_ablation_0214,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.220976558047,0.35,0.75,1,11,0,1,0,False,False,False,False,False
g549_registry_000216,repair5g549_theta_549000216,alpha_cong_commit_nonprogress_sweep_0215,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.07439260121,1.25,0.75,0.75,1,1,0.95,1,1.28423643153,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000217,repair5g549_theta_549000217,g543_true_near_signal_neighborhood_0216,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,g543_true_near_signal_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.444672910654,0.684623030754,1.04092141816,1,11,1,0,0,False,False,False,False,False
g549_registry_000218,repair5g549_theta_549000218,g546_g548_safe_no_gain_neighborhood_0217,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,g546_g548_safe_no_gain_neighborhood,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.429638140724,0.95,1,1.38309548381,1,0.35,0.75,0.549043751912,11,1,0,0,False,False,False,False,False
g549_registry_000219,repair5g549_theta_549000219,surrogate_guided_theta_if_model_exists_0218,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,surrogate_guided_theta_if_model_exists,repair5g549_fulltheta_registry,True,True,1.25,0.989771520457,1.25,0.75,0.75,1,1,0.95,1,0.775401349197,0.935721228558,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000220,repair5g549_theta_549000220,negative_control_0219,negative_control,negative_control,negative_control,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.922016155968,1.32706234588,0.35,0.75,1,10.8369503261,0,0,1,False,False,False,False,False
g549_registry_000221,repair5g549_theta_549000221,static_flow_local_perturbation_fulltheta_0220,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,static_flow_local_perturbation_fulltheta,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.710789178422,0.95,1,0.762327875344,1.11815476369,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000222,repair5g549_theta_549000222,lambda_flow_lambda_cong_sweep_0221,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,lambda_flow_lambda_cong_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.42926314147,0.113263273473,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000223,repair5g549_theta_549000223,alpha_flow_wait_progress_sweep_0222,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,alpha_flow_wait_progress_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,0.10142979714,0.95,1,1,1.22987904024,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g549_registry_000224,repair5g549_theta_549000224,edge_cost_clamp_sweep_0223,edge_cost_clamp_sweep,edge_cost_clamp_sweep,edge_cost_clamp_sweep,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.809063131874,9.26598546803,1,0,0,False,False,False,False,False
g549_registry_000225,repair5g549_theta_549000225,goal_projection_mode_ablation_0224,goal_projection_mode_ablation,goal_projection_mode_ablation,goal_projection_mode_ablation,repair5g549_fulltheta_registry,True,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.25949648101,0.35,0.75,1,11,0,0,1,False,False,False,False,False
g549_registry_000226,repair5g549_theta_549000226,alpha_cong_commit_nonprogress_sweep_0225,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,alpha_cong_commit_nonprogress_sweep,repair5g549_fulltheta_registry,True,True,1.25,0.839618070764,1.25,0.75,0.75,1,1,0.95,1,1.20475759048,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
