topology_id,map,map_family,graph_cache_path,free_cells,directed_edge_count_proxy,node_feature_count,edge_feature_count,node_features,edge_features,bottleneck_score_proxy,structural_positional_encoding,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_topology_047_qd_room,room-64-64-16,qd_room,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_047_qd_room_graph_features.parquet,3276,13104,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.364801430397,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_048_qd_warehouse,warehouse-10-20-10-2-1,qd_warehouse,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_048_qd_warehouse_graph_features.parquet,9996,39984,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.435291689417,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_049_qd_warehouse,warehouse-10-20-10-2-2,qd_warehouse,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_049_qd_warehouse_graph_features.parquet,9996,39984,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.391617026766,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_050_qd_warehouse,warehouse-20-40-10-2-1,qd_warehouse,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_050_qd_warehouse_graph_features.parquet,37916,151664,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.357405295189,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_051_qd_warehouse,warehouse-20-40-10-2-2,qd_warehouse,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_051_qd_warehouse_graph_features.parquet,37916,151664,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.336246437507,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_052_qd_bottleneck,connector,qd_bottleneck,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_052_qd_bottleneck_graph_features.parquet,2662,10648,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.356606596787,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_053_qd_bottleneck,corners,qd_bottleneck,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_053_qd_bottleneck_graph_features.parquet,2662,10648,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.429194001612,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_054_qd_bottleneck,tunnel,qd_bottleneck,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_054_qd_bottleneck_graph_features.parquet,2539,10156,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.357251995496,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_055_qd_bottleneck,loop-chain,qd_bottleneck,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_055_qd_bottleneck_graph_features.parquet,3072,12288,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.373827962344,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_056_qd_bottleneck,string,qd_bottleneck,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_056_qd_bottleneck_graph_features.parquet,3072,12288,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.397936964126,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_057_qd_bottleneck,tree,qd_bottleneck,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_057_qd_bottleneck_graph_features.parquet,3072,12288,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.453982002036,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_058_qd_irregular,Berlin_1_256,qd_irregular,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_058_qd_irregular_graph_features.parquet,52428,209712,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.214222981554,grid_xy_degree_betweenness_proxy,False,False,False,False,False
g557_topology_059_qd_irregular,Boston_0_256,qd_irregular,/root/shared-nvme/czr004_g557_remote_artifacts/features/g557_topology_059_qd_irregular_graph_features.parquet,52428,209712,13,7,x_norm;y_norm;degree;is_dead_end;is_corridor_cell;is_room_interior;is_door_candidate;is_articulation_or_near_cut;local_obstacle_density;static_betweenness_approx;start_density;goal_density;pre_run_node_flow_prior,orientation;undirected_edge_betweenness_approx;shortest_path_flow_prior;opposing_flow_prior;flow_imbalance;corridor_axis_alignment;potential_head_on_conflict_prior,0.386043937912,grid_xy_degree_betweenness_proxy,False,False,False,False,False
