method,map,agents,seed,scen,iteration,selected_rule_before_guard,selected_rule_after_guard,selected_rule_source,ood_guard_triggered,ood_z_threshold,logged_feature_max_abs_z,logged_feature_mean_abs_z,computed_feature_max_abs_z,computed_feature_mean_abs_z,feature_outside_3sigma_count,feature_outside_5sigma_count,top_feature_by_abs_z,top_feature_abs_z
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,100,6,warehouse-10-20-10-2-1-random-6.scen,1,wait_light,additive_ltm,ood_guard,True,5,5729,251.330725267,5729.0,251.3307252672477,4,3,nonzero_edges_before,5729.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,7,warehouse-10-20-10-2-1-random-7.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,9500,794.514089392,9500.0,794.5140893923808,10,9,committed_count,9500.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,7,warehouse-10-20-10-2-1-random-7.scen,2,commit_heavy,additive_ltm,ood_guard,True,5,5925,258.958542699,5925.0,258.95854269881903,4,3,nonzero_edges_before,5925.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,100,7,warehouse-10-20-10-2-1-random-7.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,5844,255.552078733,5844.0,255.55207873345122,4,3,nonzero_edges_before,5844.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,8,warehouse-10-20-10-2-1-random-8.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,3536,154.881285064,3536.0,154.88128506423203,4,3,nonzero_edges_before,3536.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,100,8,warehouse-10-20-10-2-1-random-8.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,5652,247.287407432,5652.0,247.28740743207692,4,3,nonzero_edges_before,5652.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,9,warehouse-10-20-10-2-1-random-9.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,10800,915.926417175,10800.0,915.9264171749196,11,10,committed_count,10800.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,9,warehouse-10-20-10-2-1-random-9.scen,2,commit_heavy,additive_ltm,ood_guard,True,5,5683,248.909625188,5683.0,248.9096251875975,4,3,nonzero_edges_before,5683.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,100,9,warehouse-10-20-10-2-1-random-9.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,5608,245.807202526,5608.0,245.80720252571746,4,3,nonzero_edges_before,5608.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,10,warehouse-10-20-10-2-1-random-10.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,10550,904.320241642,10550.0,904.3202416421818,11,10,committed_count,10550.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,10,warehouse-10-20-10-2-1-random-10.scen,2,commit_heavy,additive_ltm,ood_guard,True,5,5578,244.167486541,5578.0,244.16748654103122,4,3,nonzero_edges_before,5578.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,100,10,warehouse-10-20-10-2-1-random-10.scen,1,wait_light,additive_ltm,ood_guard,True,5,5903,258.200763822,5903.0,258.2007638221846,4,3,nonzero_edges_before,5903.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,11,warehouse-10-20-10-2-1-random-11.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,8900,744.09194064,8900.0,744.0919406397466,11,10,committed_count,8900.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,11,warehouse-10-20-10-2-1-random-11.scen,2,commit_heavy,additive_ltm,ood_guard,True,5,5913,258.521636968,5913.0,258.52163696775744,4,3,nonzero_edges_before,5913.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,100,11,warehouse-10-20-10-2-1-random-11.scen,1,wait_light,additive_ltm,ood_guard,True,5,5279,231.152105541,5279.0,231.15210554101313,4,3,nonzero_edges_before,5279.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,12,warehouse-10-20-10-2-1-random-12.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,9500,800.195065793,9500.0,800.1950657925686,10,9,committed_count,9500.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,12,warehouse-10-20-10-2-1-random-12.scen,2,commit_heavy,additive_ltm,ood_guard,True,5,5553,242.778541612,5553.0,242.77854161163347,4,3,nonzero_edges_before,5553.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,100,12,warehouse-10-20-10-2-1-random-12.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,5690,248.983142169,5690.0,248.98314216907914,4,3,nonzero_edges_before,5690.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,13,warehouse-10-20-10-2-1-random-13.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,9000,763.112338382,9000.0,763.1123383823527,11,10,committed_count,9000.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,50,13,warehouse-10-20-10-2-1-random-13.scen,2,commit_heavy,additive_ltm,ood_guard,True,5,6119,267.739049714,6119.0,267.73904971405807,4,3,nonzero_edges_before,6119.0
repair5e3_split_guarded_selector,warehouse-10-20-10-2-1,100,13,warehouse-10-20-10-2-1-random-13.scen,1,commit_heavy,additive_ltm,ood_guard,True,5,5653,247.551925535,5653.0,247.55192553495974,4,3,nonzero_edges_before,5653.0
