instance_index,map,map_family,solver_seed,solver_scenario_path,solver_scenario_sha256,solver_scenario_pair_count,start_goal_assignment_sha256,actual_solver_scenario_from_instance_assignment,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
1441,empty-16-16,empty,8441,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-8441.scen,1ae3a4bf4e049f1cf0b813c0f9283067eef67edc6d31912c499d5e7e44f01513,32,770c6e98c38ea00346ec3c884490803cda9a306134d4e9292035b96ddd00bc8c,True,False,False,False,False,False
1442,empty-32-32,empty,8442,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-8442.scen,969b962fcbed14ae8b79e047db86a9875b936ce8cfcfc3da43ab1f569b125fc5,64,5bf718d5733fbc0daa8f19ff2a677d2f5a1ef3d3c8cf7e420bfb9cb009468c62,True,False,False,False,False,False
1443,random-8-8-20,random,8443,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-8443.scen,c8ce78f638f104c44957afa4544491c6578402fd39fad4704392c1dd003ba555,32,c7d7909b5d6c528fbf9fcfb55a0a5d041ffacb047f83a94d21e40f6c3ee41f7f,True,False,False,False,False,False
1444,random-32-32-10,random,8444,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-8444.scen,9b0e78e9e8f3203a547b05cfd4bd9380b20e8596466e2ddebd7b87d7496689ee,128,140ef039490988001f56e5120744d457db69eeaee2201bfe04906dedbde03754,True,False,False,False,False,False
1445,random-32-32-20,random,8445,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-8445.scen,04c325a2b18780d537fbc31edde47ba6eae4a86a484ec2c909fcea054f771b02,256,af684b5046e8aee21a4dd400eb5d8c2f9297927a0dade12fc850d9b7469079f8,True,False,False,False,False,False
1446,maze-32-32-2,maze,8446,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-8446.scen,08b882eeb6c58845603f8c1be697fc7f5a530acbb4d11acd165a1c7935e052b1,16,c0ab7cfff98623216c153b4e2c1bd1d09fc3a71fb01dfbc701eab3f700b0d9f1,True,False,False,False,False,False
1447,maze-36-32-4,maze,8447,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-8447.scen,11d57dfa2e92cc43684ae8c5394784645e69c4478229c05f58f9684b383ec1c1,32,17ebd0d22131c0480977a4ca23b339b4c21beef4ed94560a17e04136ced33610,True,False,False,False,False,False
1448,room-32-32-4,room,8448,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-8448.scen,564d4fe82a4913b715d07d475301d57a92dcd421e4b8f1e5bf1939c0f2753c81,64,943787b31d01babae5d0f9ec1badce6ebd417ff003a30b47c4786051d677e4ac,True,False,False,False,False,False
1449,room-40-32-8,room,8449,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-8449.scen,32c52de87d86f58b32220805a4572d84ef963ea956957267152d7a735e2e7906,96,afeaf35e54372767c275a5a11b337134ae7cc3bfe536b8843da0a8304040fb57,True,False,False,False,False,False
1450,g559-synth-warehouse-a-32,warehouse,8450,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-8450.scen,20d29247a9893f2b334852b438dac7c0e1a98780d6cca057284e6d6b52d0b375,128,7a9101ab19554fe4637ee892ce44da424c7f204cafe07bd502cb798da1dee2ee,True,False,False,False,False,False
1451,g559-synth-warehouse-b-36,warehouse,8451,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-8451.scen,ad82885fbf2b2ebd7f82f3180dea12bd2d9fd76920f53337232188b4b6fe8caa,256,7ad15ecf5a422e7c12ad26c065ec3f28c329a7d36acf5d1410da6954fc231ecc,True,False,False,False,False,False
1452,g559-synth-connector-32,irregular_bottleneck,8452,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-8452.scen,8b1e9058aea0fd39f9921e7312e03b0958535a5e001442f4802d0ecf5dda1656,16,a87407602694bb8655c09424d3ca1db7458814a1b7a3fd0a66ae7a35d1357db8,True,False,False,False,False,False
1453,g559-synth-corners-34,irregular_bottleneck,8453,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-8453.scen,cde245f3be2b5b45cbdbe815bc117a19ad670690ce2e465627a4534567916459,32,fc3df7ea4e533964111e28e9b0d353a9ddbe3238fca409e878225d0e64ab544c,True,False,False,False,False,False
1454,g559-synth-loop-chain-36,irregular_bottleneck,8454,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-8454.scen,51d7b388aa81740f04e939a97ebbb2b3fc3cd1721ffe3457e4f445d69a728a97,64,4da061516cbec2acdb26f7ce31f7539254c3174ea34a5ec57bc48943491f9bf3,True,False,False,False,False,False
1455,g559-synth-tunnel-38,irregular_bottleneck,8455,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-8455.scen,2864195490e1a4add2f1dfac5e28eec2e1bd802fcd544e622da612d277da416c,96,8694b5ed6f0ceaab9aaf8fcaaaca38fcd097227b9dcc9a9beaf3ebe594db8b8c,True,False,False,False,False,False
1456,g559-synth-string-40,irregular_bottleneck,8456,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-8456.scen,f2fd233a8d88c3cdad0b77ca1da18a73b5024a5acf152ae1e560fd563c27995a,128,ef45d8d71f6d14d8d5f442397e6d4a0fc5e26f005b5ea0e713fe010f6da9a1c5,True,False,False,False,False,False
1457,g559-synth-tree-42,irregular_bottleneck,8457,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-8457.scen,7e3e6baaab62b08d12cd1542016f6691a796963eda0e67ee411e217e7e9a21bb,256,215e81f77fcc659681c753fd651678760eb0c15a067f771618d46bca1acb06d7,True,False,False,False,False,False
1458,g559-synth-game-den-32,game,8458,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-8458.scen,6171b4c99d93f0751aa6e42421c9b260d4e2a571664825d41f0ab0cd68dcdc61,16,896d8c4e72b1578347c6a116994ff3a66bc113760bc0198af86a48a65f155a11,True,False,False,False,False,False
1459,g559-synth-game-brc-32,game,8459,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-8459.scen,3a5bd4e064b12529e577586f213d35772ffa84896e23a7ecfa611a9ce5b24c35,32,208c9d2ecdd690a4ffd8477242f6023848ae5314d995e4e6074ff0562a9b64d5,True,False,False,False,False,False
1460,g559-synth-city-berlin-32,city,8460,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-8460.scen,25955f19f970b789ffd2de48b8f84c5da0a6331ce6221f7838cf7dfb91b95ef4,64,e3ef2e7503c66bb0224d707a98eb7ee6359251fb323cee4493c577b20391e3f5,True,False,False,False,False,False
1461,g559-synth-city-boston-32,city,8461,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-8461.scen,bd12b848e629d70be01b61da339a4aca27f3c1460d796e2b682b3e97728dff8b,96,4079a2b847cb0d93b2095c1867c60518c1d428d7e7f5a1a4a0232e636ba181dc,True,False,False,False,False,False
1462,g559-synth-city-paris-32,city,8462,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-8462.scen,c89f20a2eb7a8530e5caec6df37ae155e2259a98ed1b9ca96c2a83bf7c704050,128,8c278224f276b7674108be61b3fcc641ff7fb5366b8d72c0cdfb61ce46c63ea9,True,False,False,False,False,False
1463,g559-synth-game-lak-32,game,8463,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-8463.scen,2bb7703818b4d02a7b04d67a086b86f50bf31cbe1ce1ede63dc9bffe583e1680,256,9c205006319a6cb8fd6f716c95a22110bd61d0b1fe322c42cc4eb2d1631e4275,True,False,False,False,False,False
1464,g565-synth-open-cross-40,open_cross,8464,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-cross-40-random-8464.scen,d12a17e0dd7d9d02944cdb92186c25b5a2771d6866ec4aa3d021bfa75f695c4a,16,a456ae202bb8e8ea754c7e7727de4411947dc6a875e60219f4bd5f094b8670f0,True,False,False,False,False,False
1465,g565-synth-open-halls-44,open_cross,8465,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-halls-44-random-8465.scen,bc37c3309f850c9422c17272bfb034742971cc8fbdb3c7f3a65e4d30dcc4434b,32,f5e9b179a14518163602e0c3838330148b466d45104ce244f07d202333900c5a,True,False,False,False,False,False
1466,g565-synth-ring-a-40,ring,8466,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-a-40-random-8466.scen,5801a0cdc4cdb79ccfe1943bafc3903fa8cf112906aed36031b3a37d8c12f3cf,64,91bcfca00097028452956c7598e91ccf94cbb6ea92ad946168657fd6d2274718,True,False,False,False,False,False
1467,g565-synth-ring-b-48,ring,8467,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-b-48-random-8467.scen,44d50adac79b79fc05351fd42962fbaa1c2b88544bf5dc1de2e046f18c092a9f,96,05a1d3b904d26fd380793a82f5a2581decf370fb17d6691ca63d9a631865a5cc,True,False,False,False,False,False
1468,g565-synth-islands-a-40,islands,8468,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-a-40-random-8468.scen,8d0e18ad05f3744839477b21a18708c34753d6c9977f7f1935013941aedceffa,128,0802564d622a4167c5288c2d1a0de8280294ef67a4c88800ae4fa27105feadde,True,False,False,False,False,False
1469,g565-synth-islands-b-48,islands,8469,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-b-48-random-8469.scen,28f2ba2fbf403bf000ad9f5cd4bc486d6abc9eefda9e3175109d047e05a6238e,256,c89687a8658f3b9d14b718a3254f7b82f048ff5106e16fb4d8d800c2b70427ac,True,False,False,False,False,False
1470,g565-synth-bridge-a-40,narrow_bridge,8470,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-a-40-random-8470.scen,98181c9b8b8ffe065784b0bef9d2fd1b93e3e7ed16cc0152f0dd94ce89935feb,16,3c530129ecc12d3c1a1fa8f5d975721944698576874feafbdcd376cfc92de2a0,True,False,False,False,False,False
1471,g565-synth-bridge-b-48,narrow_bridge,8471,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-b-48-random-8471.scen,bbd07c01d46e2c5948679cdf59d7ad482a7b943c14a5504f5d95ee88d86501fd,32,6d9598b74b98799054c15b4deb09b54d95f1b82ab59f08df9ca79f4b11fdbaae,True,False,False,False,False,False
1472,g565-synth-labyrinth-a-40,labyrinth,8472,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-a-40-random-8472.scen,34d1aa9488e49709577cf0baee543200bceeefe5c5b80e7aec1e0b45d588c4ad,64,c9009d1a95bff26ed5f156a26243cbd4c91e33547a35a494d25cb07a157b13dc,True,False,False,False,False,False
1473,g565-synth-labyrinth-b-48,labyrinth,8473,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-b-48-random-8473.scen,65173c8a46462657660a9bb4167f735e269fcb13d9f6511fcad609b87f617470,96,3ab683d80aac51823b901ff3b292eeff2004db6dece7a8c71328b9fa1403ca6b,True,False,False,False,False,False
1474,g565-synth-checker-a-40,checker,8474,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-a-40-random-8474.scen,7fe834e50be595731df97f80e02121944b5fbcce027358d9774f2c465ed8dbc6,128,62e8ab7c469252c67ac5caabfbf5d6e7ae70e1ca5d6112c941dcad078cee5d0d,True,False,False,False,False,False
1475,g565-synth-checker-b-48,checker,8475,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-b-48-random-8475.scen,a214376ff8387098fa62e922adb629ab9432ae7fbc0b7bb045f0f29244e4fcf2,256,2fc767bb40a240e892ca96200061d935aff344e17012e9c23dd0d0c5adae2973,True,False,False,False,False,False
1476,g565-synth-corridor-grid-a-44,corridor_grid,8476,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-a-44-random-8476.scen,e8e0f79050cb814e9711e3f0b439b90cc58838438a01d5a6d45e13941d619b30,16,48f583814d4863fddad6fe7db6fca2acf73d1699841db7f319e5b25fbb5a2f4e,True,False,False,False,False,False
1477,g565-synth-corridor-grid-b-52,corridor_grid,8477,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-b-52-random-8477.scen,1db8db59800d9c53744cc7a8a224759082c3b0d17bf74b95a92292be6e05a393,32,82cc289b816c04bc184b496b3ab7a5828bec3129f07a3059cf60f4c883d0c266,True,False,False,False,False,False
1478,g565-synth-hub-spoke-a-44,hub_spoke,8478,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-a-44-random-8478.scen,56ef5256d4d6c83ca9e5960cbaad78213ee13ecb1d0f51d4a70bee954327763f,64,8333717a93c7d0ae9de6b0aa353cbc414e8928809ffb1fcb358f845ac766799b,True,False,False,False,False,False
1479,g565-synth-hub-spoke-b-52,hub_spoke,8479,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-b-52-random-8479.scen,b7595dd2f3be6598814578c496b17a37aaf622143eee748a250ad116508b67f7,96,44fb2bd6260bb6ed894f9f2a8a3c8db6cb18e0bb0d22c1afd85e062468b2bcba,True,False,False,False,False,False
1480,empty-8-8,empty,8480,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-8480.scen,b03a1816ff7495066ac138c66dbc7f72f79b1ca884a9d13ea64e7f70612dc362,64,fe80e6b8b0078a831a50c875fcd2bb5a2173954ae1b87049988d5d05e4f0ce7c,True,False,False,False,False,False
1481,empty-16-16,empty,8481,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-8481.scen,aae74b9dfb6db61a42810627a7cdf629cebda2e430485af288771ab0410de070,256,34478ba92d990250a763e35f6fb50333a0d6fb993f0925292fd0659378576d55,True,False,False,False,False,False
1482,empty-32-32,empty,8482,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-8482.scen,a726f9ddf1da8a3e35e553d2a0609835f7a6de061b21ee6e9b40e68060266ebe,16,821904b3bcaa8863ff3aace99387306bcd39f88bafee388a58676bc7f26d9172,True,False,False,False,False,False
1483,random-8-8-20,random,8483,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-8483.scen,84f0cc49f41df0249f6c797d9f0760124fdfbd5440911b3803b35790e7094a8c,32,f9d4212f9d2e639649d8068515d21bb5b96d10829c82a0bab3d2f8efca136730,True,False,False,False,False,False
1484,random-32-32-10,random,8484,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-8484.scen,10c87bbff1ae27853a09fd4afcad01b6e96b08de1331ecabd058643bfe775cd0,64,fc71e73edd213f49d1d53c9f14a54fd9efbb0aac5f01bdc40c2e7d99547be79b,True,False,False,False,False,False
1485,random-32-32-20,random,8485,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-8485.scen,8998baf8cc00f64c8ea63ced1ff51c8d46fce53b4283bf48bdcb447ffdfd526f,96,fcf774b2f3b150a442b3658ec6c4c745fee2803a3859671858e13bdf3667b874,True,False,False,False,False,False
1486,maze-32-32-2,maze,8486,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-8486.scen,7f2247fe222823020897d459f6d7d6191bf24fdc779b7a066d7333a02ff36559,128,3d9ed9adac23ba9cb97db63dfe8a173c3971a014ba4ef57c2756fe7e9f1ff791,True,False,False,False,False,False
1487,maze-36-32-4,maze,8487,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-8487.scen,2016da52e80da08bb85040f474f0e15f7e5290dc76f2e5ecdadabbabeccfdbd7,256,ef9f826ba00ece0d1b176abc9026a34fd11937938c703a60fd461c476a6e8c2f,True,False,False,False,False,False
1488,room-32-32-4,room,8488,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-8488.scen,a71067083f155344e1aa316613b25f02aafea6ade1cbf46540fc39f592bfbe14,16,197db02bdde41d9f3188443c1ee63db9aa290e57feeeaf0f28fc44018dd8e9a0,True,False,False,False,False,False
1489,room-40-32-8,room,8489,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-8489.scen,08117418c33bed987e6ef2a4e43f80b3edb2cec4222c59a0bc8d1e5c102134a3,32,ad7192ebcae6347b560812bf9773f7312253280f9de8e47c9930762aa306f155,True,False,False,False,False,False
1490,g559-synth-warehouse-a-32,warehouse,8490,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-8490.scen,7c8bf2d0def336ac8a848bbcf2f20c8eac7765ccbe665fc74d5c6faf598d66e9,64,e1f3c8e733647928861ac3133b1cb80f52ab1b7f39c19bec04fdd8db188ba833,True,False,False,False,False,False
1491,g559-synth-warehouse-b-36,warehouse,8491,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-8491.scen,49a942df12ad2bf15a4293ce9c34274a447bba9aea06dfd2ae7c973fb76f98c4,96,397e8c1b6c15d92572f31bd4f4183ec00c5ae5720848fecbf6108baf14d5060b,True,False,False,False,False,False
1492,g559-synth-connector-32,irregular_bottleneck,8492,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-8492.scen,fca4a673739ea47e6cd46ca13193826a51eeabbabff968081c2e211f7be6508e,128,018276355c6000602f333df47801536a8684a917b6ca738d81c7fe0a1158c22b,True,False,False,False,False,False
1493,g559-synth-corners-34,irregular_bottleneck,8493,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-8493.scen,1a7042c50ef8e99ee6c780f45a270bd005c34b45f4cf090c7ed75975b68d76be,256,1b3b5fd7596abcb2ccf3b0fd0f09bd66a0cdd45fe34ac23f07e82324f5b2c763,True,False,False,False,False,False
1494,g559-synth-loop-chain-36,irregular_bottleneck,8494,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-8494.scen,92c59824c8970da363121459cb7900820b2e704090aac77b64e62d5a2a37192a,16,842c4a25589a85cc458abf93cf7b6edc2ee71760918a0acf0615bbaac510a33d,True,False,False,False,False,False
1495,g559-synth-tunnel-38,irregular_bottleneck,8495,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-8495.scen,15a2847e1dc4bc9a88d704714f34481311c025a5aeb9738ff569ffcc349e3a15,32,90c93fb8d45b1587a236b2a6eebc50560f86e86069a609fcfbbe0a496a947bf4,True,False,False,False,False,False
1496,g559-synth-string-40,irregular_bottleneck,8496,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-8496.scen,bbd3940fe81087846e801ac289f6c92a373ea9e361c6a1e76a2f94c022a9d8df,64,0a145428d017963497d87db751735c59b4b57d97628d2447ad39976bc4f7fcf8,True,False,False,False,False,False
1497,g559-synth-tree-42,irregular_bottleneck,8497,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-8497.scen,d6c25697815f5b0fd9961ae8548bd1ca01f55c00b94ccb292b55cc5a3654d25f,96,d6eaf412f079926c0fd9a5f1e25e6c9a750980b5ba7ac417c846454eafe3feaf,True,False,False,False,False,False
1498,g559-synth-game-den-32,game,8498,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-8498.scen,4d8d1a6cd22dd0096db7bc4a24e0d073717582d8c6f4350f2b6ae07106bcc8f5,128,634d23a2c45e875aa4a5cb3ba0acb605f279baed6776c5f12130781f8cafccdc,True,False,False,False,False,False
1499,g559-synth-game-brc-32,game,8499,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-8499.scen,1b9990451aad6a63069796b4a63331d3c1aa378fa9e93872a3ae48222fd27656,256,43da26bd0be488b69463fa1f31ff1135fbc861c5c0aaae03e186b64bda4d642d,True,False,False,False,False,False
1500,g559-synth-city-berlin-32,city,8500,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-8500.scen,b96b8c4a30a230f8fc17950bc2df25ed75c41b4c29fa6153618837d16a51da79,16,5bc42b4e4fc4d25bdc1bba26817adf5c541ca6577bf6855639b08c21a6955cdb,True,False,False,False,False,False
1501,g559-synth-city-boston-32,city,8501,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-8501.scen,5af3723c7be1950bfbff6502fe9188f1d9a0c1d076acb206ca73eb8a78692c02,32,30d9409b0ee5db110ce973b9bb214ff079f2bb32a385839f9aafd94dd9d316d9,True,False,False,False,False,False
1502,g559-synth-city-paris-32,city,8502,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-8502.scen,bde4f196b32f00e86f592e3205103ee335e1b8417d85722888a0f4e79e81ed72,64,41103eb7f5b2fa3e6d25d4dd8b51e7b07afa295b6722b315be98b57db903221a,True,False,False,False,False,False
1503,g559-synth-game-lak-32,game,8503,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-8503.scen,84d0cc568e54ec76620ad90eaa96e776a667fa27654f03352ab116098b98e569,96,0bb1f2a02ca97c78c4bdab274015bd32b9bcca5846cc738b2dee695f8770685d,True,False,False,False,False,False
1504,g565-synth-open-cross-40,open_cross,8504,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-cross-40-random-8504.scen,c334a6f5ea9206c999978aeca9eb7fd73d2152ee880aa375aeefaa9ff9881a54,128,57c43d05529cde69eb995ed1779725e5bdec10ea8ab9754ce22c563b0768a814,True,False,False,False,False,False
1505,g565-synth-open-halls-44,open_cross,8505,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-halls-44-random-8505.scen,4ae6691f80e6336506b7b02d5e94c40f445fa317b9e0488d2920d7e158116373,256,fc96fef0667c25347aae97a2421f2e18687aced55067765417326a706e07646f,True,False,False,False,False,False
1506,g565-synth-ring-a-40,ring,8506,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-a-40-random-8506.scen,c35539865de6323668a69fea3c5b066e87de54d9ee290a746cbc5df71a7c616b,16,960081b801736b8e46496d583cc2ffd2c17cf95326a79c87b85479efb3c3b2b3,True,False,False,False,False,False
1507,g565-synth-ring-b-48,ring,8507,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-b-48-random-8507.scen,1b5c12545dff3fdcff4b4308c14cd80b051e7bfc015a1d38c9b874ba0394e8d8,32,0e79c0ac27c7fdf4299f044a6cbd1ba953ef9abacc6616df9f854e9fb49850de,True,False,False,False,False,False
1508,g565-synth-islands-a-40,islands,8508,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-a-40-random-8508.scen,07734eb36812e8e99a6b9be9c1378d5a865353e1cc8e152444223f59e0bc7cd2,64,770e7e2c6c1e3f027463f46ec153bac3fc0c5b02c75bba494bea654baf35b872,True,False,False,False,False,False
1509,g565-synth-islands-b-48,islands,8509,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-b-48-random-8509.scen,7317bea44f1e7105c77119430efb93add789871d9af680a4a60e75b771a6119f,96,75dd5143a1dd4b4262ea0862e27415b99b684e798270cb214d522e910354d9f7,True,False,False,False,False,False
1510,g565-synth-bridge-a-40,narrow_bridge,8510,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-a-40-random-8510.scen,88c4b2c980f56adf7d21fb2228e551a2f9fb27de6fbc537038d7b3e3c8d616cf,128,48eae735ecc5a4f40d1567dcdd9c13292f211ade88b778fee00d24aeb6c3d7b6,True,False,False,False,False,False
1511,g565-synth-bridge-b-48,narrow_bridge,8511,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-b-48-random-8511.scen,1d37f47635db46ca71126ada2af778e001aae11a9173b98ffd54479fa6d79333,256,85cb1c6e69a37d32f025f84a609ca77fbbcf705a28d4400667afa5927be896d2,True,False,False,False,False,False
1512,g565-synth-labyrinth-a-40,labyrinth,8512,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-a-40-random-8512.scen,ecc2b624fe921a6dacf657e2ca28385ab7516cfd79e30cc0078c39258b2f87e5,16,c39cc6c1896ad0036abf92fbad3f1b81952bd626260c7a638794e3ea7463fb8c,True,False,False,False,False,False
1513,g565-synth-labyrinth-b-48,labyrinth,8513,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-b-48-random-8513.scen,777ef9094419f00be09f09d184e263bc8f4ea9262911dca024d2ffa3584fa0cd,32,d3c30738c6d15920896532b693b3371ccee35ebbae239440963371fe4ebcd829,True,False,False,False,False,False
1514,g565-synth-checker-a-40,checker,8514,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-a-40-random-8514.scen,e12a8c577abe3e24fffca4d67419e08e323602a3e0a377bf24dc4ccfb822fac0,64,0f686fce2ba304bc32f7467a25ebfb80badf72c2b4ce2599b5dd856c5aa2a09c,True,False,False,False,False,False
1515,g565-synth-checker-b-48,checker,8515,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-b-48-random-8515.scen,17589b34516ac1c4628866b2a3cd8d3650a595471afcfa031b2716c56ed97e81,96,f950efaf8699fd986691c2b9777ddb8c8d040c8461d2a0d9ee27841dbe56f13d,True,False,False,False,False,False
1516,g565-synth-corridor-grid-a-44,corridor_grid,8516,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-a-44-random-8516.scen,9b4525e6929da474a70153563d9f008687c802f10c16771eb94a14bf8702c9f6,128,6324c610a5aade63ea96f16a659648246d7cccb0bc16624a6ed3427610091b01,True,False,False,False,False,False
1517,g565-synth-corridor-grid-b-52,corridor_grid,8517,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-b-52-random-8517.scen,3daf712939f456166dd1a614eda2ede779c2cf0ee95986226f1e504508f002d5,256,4ed7e8c0e8eff2a578c278aa8cb0c812cd07553de7ea1c734b8100d9f3cf2c87,True,False,False,False,False,False
1518,g565-synth-hub-spoke-a-44,hub_spoke,8518,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-a-44-random-8518.scen,b17b4945a7bc0035e3a77647e2798e07b4c912260b1e93834aef0ece93122bfa,16,9eb26446a98a7476685f700d3875d8f2d042272201a5545ff7815492ee47d3fb,True,False,False,False,False,False
