instance_index,map,map_family,solver_seed,solver_scenario_path,solver_scenario_sha256,solver_scenario_pair_count,start_goal_assignment_sha256,actual_solver_scenario_from_instance_assignment,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
78,g565-synth-hub-spoke-a-44,hub_spoke,7078,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-a-44-random-7078.scen,474757a265073b85ea5584be3c97b3d7c4b51a903b1b31e31adbcb8e24e4a5a6,16,eaec570b7c9712da83fbfa245c18a9b5d77d7fc51fd5baad6e7c3a413f8b4ab2,True,False,False,False,False,False
79,g565-synth-hub-spoke-b-52,hub_spoke,7079,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-b-52-random-7079.scen,c97275f6020bb0ac2848f972040fb789fc0c4048899f61714dbd7a0aade776b3,32,cef4dad5ca59e40e4162ea78bfaf203c782c156f51d0f9d5e9bb0bffbf6a5dcc,True,False,False,False,False,False
80,empty-8-8,empty,7080,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-7080.scen,30783e1070afb34921a4b400d04af13d6bd1a02dee2b2b3278cb56c014a1f8cf,64,3d7b6c1eca3093b5a07011a63edbcfa8306049ed5f202f30e9cd0eaaffa2c24e,True,False,False,False,False,False
81,empty-16-16,empty,7081,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-7081.scen,140a283df21d8dd32d5e8e95d1fe3eeab368810cb89b03c40a41a016d50317eb,96,f6c8f8c43bb9645213c32b1f03a50c75d46eb7b55969c32b93501caeb2ab635a,True,False,False,False,False,False
82,empty-32-32,empty,7082,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-7082.scen,976c6da9d65d58bcca20a431b00931402bcd94d79c4f3d230d8b64bbb4cfa924,128,332b55aa7365ae20b14e6b3af195cead6fe78b1514d89e314986902c77ab93b8,True,False,False,False,False,False
83,random-8-8-20,random,7083,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-7083.scen,bbb1b3888bbfd9cf2a1afb6f0e42b4a04ba84684053f74d2b298db4bcdda4d15,32,3bda4f9f165f8907ba79cd390a3fc21cdbb5252075e62acd18f1094ed4e25598,True,False,False,False,False,False
84,random-32-32-10,random,7084,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-7084.scen,14228c94c624143c93e1a812f30cc6a913d050123134dd8512b27cad383e601a,16,ae64e8e3296f9ee9004c871e6788994624c330d416ac40babf7cebecdae728e0,True,False,False,False,False,False
85,random-32-32-20,random,7085,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-7085.scen,b7c895e61ee836205ca5f7ae98fba2603ffe58522906634fde29d6de692cad6b,32,e93b470e05e85d246ccb5b0abbd80400c4a0522b567a365c93751625a93dd0a5,True,False,False,False,False,False
86,maze-32-32-2,maze,7086,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-7086.scen,41abab02f8d6cffb7de16b1e0e887d562895c9e1c0c30756a267a389b79dd87b,64,4304695f523ecac94481d96bc46d202a3d29c3038e46c7e5cd7ae9b98b3dd718,True,False,False,False,False,False
87,maze-36-32-4,maze,7087,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-7087.scen,9914fabccbeb676ae0b255265e1c1305b67d93f75b4448570837bddee8b4cbd3,96,3b93a6672423502c279909dc8d665ef627219ac5cd8086c3457da3680a8646c3,True,False,False,False,False,False
88,room-32-32-4,room,7088,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-7088.scen,aae69e639d5f752a5d141bf9256dda384acb6fbc3813e1b3784e24b333ee4689,128,ac2a149a942da3e0f05e1324c81513616343ed781b1c8bc4cfde754e9d50800f,True,False,False,False,False,False
89,room-40-32-8,room,7089,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-7089.scen,5e72982d98625b4fd6d04d65923e33175355ef63af4dc180785d7583e9909b56,256,d1d3b7e2dd84acf59dbd6d2b9675cb431f6d0c2bc666fa727d56c9ffac125c05,True,False,False,False,False,False
90,g559-synth-warehouse-a-32,warehouse,7090,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-7090.scen,09272464751081a6818f1ba52188c8b8b20657d134b8f6310be92a7a362f3fd4,16,9adfe92269d461b53195289474c010151317e7b9c0f52dd3490ca5f3f1f45a5d,True,False,False,False,False,False
91,g559-synth-warehouse-b-36,warehouse,7091,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-7091.scen,0d04d6987caec4ec33f753e748a957b73f590ff2c703f93a76d7b7553ced6190,32,dc1fd981fac4a72c6cae74e6a7bba9dd531044252125c904702601596dc19793,True,False,False,False,False,False
92,g559-synth-connector-32,irregular_bottleneck,7092,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-7092.scen,8a2c35600c0fb414d05c019e47c09f177b4e9419f930f3bf6c29e6c3a57c970f,64,5d416f20acc5bce9b69325570a30b95a4b890656c1348bba388f3b346b9f5f33,True,False,False,False,False,False
93,g559-synth-corners-34,irregular_bottleneck,7093,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7093.scen,18048f63411b60d5f1085be4d4e4dd80a6c7c363f8c6616ab7924f3cd831a70b,96,701876a666a099543975cffb400e24c6d066fed4e74832da0bdf3d2be139ed14,True,False,False,False,False,False
94,g559-synth-loop-chain-36,irregular_bottleneck,7094,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-7094.scen,a16500f938ff76687d1246465f1e655239f785d3985c95bce14bfba721aac26d,128,5a5e3ec3093693fb53ef8ea4330218f5cebc48d780de8c3f306396ad2ca00015,True,False,False,False,False,False
95,g559-synth-tunnel-38,irregular_bottleneck,7095,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-7095.scen,5e01d510ef815c730ea18ae4dddd2bcc23a07b0066215c6690125368abb28cf3,256,4201ee36a65168588629c5f849982ba7ab7c7a5a15eeb98793a5684392b15b19,True,False,False,False,False,False
96,g559-synth-string-40,irregular_bottleneck,7096,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-7096.scen,8e5cac53ca822acac4b934351713774aefaf3100c7a039689af461bbb2b2f5f7,16,2dd29b48c567447c3c9bba1f571cd2eb7a10511abd80c512a3d9a9d52f621594,True,False,False,False,False,False
97,g559-synth-tree-42,irregular_bottleneck,7097,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-7097.scen,b5686d30b31e18de2572274806608ce1427d0af6b2ade319ad7623acc495853a,32,f8f2e8fbb6768e6f30690f7f25475b11bb42b5bc8bd84e7a990d91d5c7bfc881,True,False,False,False,False,False
98,g559-synth-game-den-32,game,7098,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-7098.scen,7fa5050b19bcb541caebc081260f3f16ec105e235ff3cd87bf34160258b6b989,64,b089441d9fd72910ed5b8545aecbfc8d8c985142bf3acf6ec6115c0b7a2c21d0,True,False,False,False,False,False
99,g559-synth-game-brc-32,game,7099,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-7099.scen,5978584b149016d42d8100f61d5539f78490b03c64514a66d9004d746f686b64,96,d4fece01898736778290e96b8c24e7cfb87956babdb5f1edc816ecd0d9da6729,True,False,False,False,False,False
100,g559-synth-city-berlin-32,city,7100,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-7100.scen,ee2e771b0140c7e4a020210d222cd0fce2b1d23a388e1f200737a05d9ae68c2d,128,e3e0f5c1029bc0d5b0d9daedb5af71610651172ea071ca13e88a0122463002da,True,False,False,False,False,False
101,g559-synth-city-boston-32,city,7101,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-7101.scen,89a3d1c64d0f99460be8b21509527eeb742861bd1d0d6678a59caa32ba2a2a4c,256,57f6af236e7be2b9c4ca3cbbb557f2225fa84a6ab4f3e9fe33b295e9c80e599a,True,False,False,False,False,False
102,g559-synth-city-paris-32,city,7102,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-7102.scen,67cd0d359fb786993a11adbeaecc0a809044bd0c4afcf2fd28e53f4e2d9fdcf9,16,cf4cf6a1ad6a86517149af40469da3b41c0158394e31843fd48a77cc99684c71,True,False,False,False,False,False
103,g559-synth-game-lak-32,game,7103,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-7103.scen,38836064e4f623cb4196626b57faeee531d06de46ea06470eb27138cc8fdcf61,32,4aef44e7fbd97fb395fde5bf9d6682d55bbc16d0f8c43637f90fd957f455afb0,True,False,False,False,False,False
104,g565-synth-open-cross-40,open_cross,7104,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-cross-40-random-7104.scen,935cc571c8fbc343b7163a01e7d9fd28b80f3de0bbaabe77da889904f3eb0577,64,83368778e79fda5e662d9653b28e767558bb8fa3530ddc5bac5c2508ae87ab96,True,False,False,False,False,False
105,g565-synth-open-halls-44,open_cross,7105,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-halls-44-random-7105.scen,06adb5e37520a980acbdf38d16e72afeb7c66933ccfd5739c9afdef1ac9eb4f8,96,a4b53bd4bec3cee57cc8e2b7717668e4bc374622f202f80c061cd149112099ad,True,False,False,False,False,False
106,g565-synth-ring-a-40,ring,7106,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-a-40-random-7106.scen,c0ad8715186cf557e579911f81888e7385d119b9035d56b741c6f4c67db85838,128,2f6f41b449322330858eeba5ec46a61dc395c968d1c156514f1b9af7f4172fa3,True,False,False,False,False,False
107,g565-synth-ring-b-48,ring,7107,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-b-48-random-7107.scen,33cdccbbe2e003ce93ba43e1613e22869de38390513f619e326506c575335ff7,256,2160a61dd98cdf184a19cf187b7f22a66a6437308939fd69e5d6413062913320,True,False,False,False,False,False
108,g565-synth-islands-a-40,islands,7108,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-a-40-random-7108.scen,64430ca02b80b10a6a9641b539c98ce6aba5eabc7f2b045e6a0fb86b3b9a20b3,16,c1dbcf6138a92153af03038eecbf2641bd1366356f35e8663d330681401c9903,True,False,False,False,False,False
109,g565-synth-islands-b-48,islands,7109,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-b-48-random-7109.scen,3110377b97b1665052be25a535f613ed700644e1baacd942f8d2abfd9b757066,32,e3d88ab7a5a6595bdf11e784367807693b4bf367fda8b56d0343144260a7f77c,True,False,False,False,False,False
110,g565-synth-bridge-a-40,narrow_bridge,7110,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-a-40-random-7110.scen,556e8a78f65eecf1d100e8768063c2f2b536c8c83414ee9886a3326edc833287,64,70b6f1eaca91ef08bf13ca05e4257c845a3f15567892d16d546f71fdf34b231e,True,False,False,False,False,False
111,g565-synth-bridge-b-48,narrow_bridge,7111,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-b-48-random-7111.scen,424a681ca2bedd69a7f32a017c66e68871af483722887023a0826dad7179fe6d,96,4000f7524c3912fce7ce7e1e7fcd257a9ebf000af6cc5e6558f13aa83078e84b,True,False,False,False,False,False
112,g565-synth-labyrinth-a-40,labyrinth,7112,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-a-40-random-7112.scen,0b5d7ae01d827db7d8b2f71aacb775017647bdb68666751747c8f362497373cf,128,d1b7a3cc6349a606423c4b1d25ba3957edbd65ad6361106ef9a9dfbeec96cac3,True,False,False,False,False,False
113,g565-synth-labyrinth-b-48,labyrinth,7113,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-b-48-random-7113.scen,66a379c9deb07c4d5c21e3ec0dd31df40fb515e43f7dbc0442d948665cd874c8,256,c30aa6e3e759499f2b0b52dafedaa0315bbbd20c47b4d361811cb36ac869a803,True,False,False,False,False,False
114,g565-synth-checker-a-40,checker,7114,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-a-40-random-7114.scen,6ec14cc6f2e90e5b2d102f453dd30c5b9269675b73c0b36004e07fbc66fea6dd,16,3ea8e639961ce657ada4ef858a6bc249a54c539230c5a967952be0a4f2eaa0ce,True,False,False,False,False,False
115,g565-synth-checker-b-48,checker,7115,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-b-48-random-7115.scen,d944e31312216e0b643bf65d7ebd8c6a6a1228023e73fee79f09a43197b72d32,32,9d1db11bb68cdb3281111b4f2037c687eb211b5b2629cd508915011acf93f0d8,True,False,False,False,False,False
116,g565-synth-corridor-grid-a-44,corridor_grid,7116,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-a-44-random-7116.scen,cc96fc01485ede008c36fda8c140a39eaef01347644424dff229f7c764069c12,64,9ad8fedcf64d368601a5de8f7400e7e7fb54c3611ab3951ed9d2d7bbf9db7212,True,False,False,False,False,False
117,g565-synth-corridor-grid-b-52,corridor_grid,7117,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-b-52-random-7117.scen,15abbf8e26365fb4824df7e3b7acfa878ca4b892a7693cb59e06910ad36f46d0,96,2d7ca909e0094ce0512697d1fa921ec9341c0b910e80a9e00f29c9de635e9250,True,False,False,False,False,False
118,g565-synth-hub-spoke-a-44,hub_spoke,7118,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-a-44-random-7118.scen,ffb214257240b1a85f78a3499937377532f742b2b605ce92f9c81ebf3f8b7cff,128,3437fc2a7f86be9fea7284ff7fb0e9332b0168cd704e5ec1b204024118a7ef43,True,False,False,False,False,False
119,g565-synth-hub-spoke-b-52,hub_spoke,7119,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-b-52-random-7119.scen,676cadf25cb71505a55638bae272e810bb59c7f791e70906d26e764221069f70,256,e25110ac19e9f746c89a71abbd900d8909d2a89cb3c492b4610e81324f9662e0,True,False,False,False,False,False
120,empty-8-8,empty,7120,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-7120.scen,477f2842512ff796f61eb1041136bc4027481fdbd92b01e70b3bae16331f5494,16,68155da40ee60372406084a0be0d30c8bfbffc99044303248d74b924c529d70d,True,False,False,False,False,False
121,empty-16-16,empty,7121,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-7121.scen,469ff4094247c971c8af64577f799cbca804396c8ae4a1670df6f24cb3eae76c,32,d886c7c422d333eabab43369002653d851f3484e4a2253e64d714226c9d05ea2,True,False,False,False,False,False
122,empty-32-32,empty,7122,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-7122.scen,c88bfe720995c47ba30f8b6dfe8a293da89cd4a4c6973f90a489e0539089deb4,64,098944aee7c5a921a20228c44cfdb928be43f8177e588dd914e19ade6237f3b0,True,False,False,False,False,False
123,random-8-8-20,random,7123,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-7123.scen,3a1cc8e21af131e212b6c44e76b10160a6b79e77c53b5023c01f4c8a64a5962e,32,3001a705f93b932c9a121a915bcfbb9e89a7c161b3e88bd5bbe73b9946d7c7ed,True,False,False,False,False,False
124,random-32-32-10,random,7124,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-7124.scen,74ff7ca6b75dc0365ffed2e9abf89b0ffa570378a08b3fc190fc9e57c8a54676,128,dc47af756e47cb5962d50516e2ff5fd7c47b850255d576870f3d6e947cd6557c,True,False,False,False,False,False
125,random-32-32-20,random,7125,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-7125.scen,b4a90c3e74787c61b08bde27f6cbfe7c632813fa3d2958f49ab44fa479f08643,256,0a574e91a87892d1e0cdef448c2fa7d606787015068cb05fd3e7ea406d64bf50,True,False,False,False,False,False
126,maze-32-32-2,maze,7126,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-7126.scen,cd1bff27741d003d3cc96452d3ef625f03215d5ba502726003cbe38300cea5ab,16,614682246c8571b970851557b74f352fca50e9ac5dc598d96de3ec8bd9eb7155,True,False,False,False,False,False
127,maze-36-32-4,maze,7127,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-7127.scen,3d38f005a4b51ce523a48d7224510936e5e5b26d0c93bd143f70608fd50bf0e1,32,40c871ac83059b143b740001ba206451c65a0432013a73fe81635d0cfe3b7c36,True,False,False,False,False,False
128,room-32-32-4,room,7128,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-7128.scen,2ff5bc322323e653d0f0733cacdd0559a07666ad8149f2655c00e17d1497104d,64,c46718fed39fd32d72cff76f6b372a9dc85cec17d824f02ff8972ae0f05869e3,True,False,False,False,False,False
129,room-40-32-8,room,7129,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-7129.scen,c1b527acf11acb6bf46f7e3cb476bc615418f9423ebbc4bdfbc3915fec9a1429,96,9174a045c39ee6bd21b4dd6b867047cae830b825ca062d17559d4551eeff7ba5,True,False,False,False,False,False
130,g559-synth-warehouse-a-32,warehouse,7130,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-7130.scen,b27e9e00b580179d89d96af2321290a20d4d048293f79e24da525f67cf2c69d5,128,5e7fdd5b5dd91b4046efbde592490cf3926e0406a41a4afbd1540d5a30b1f928,True,False,False,False,False,False
131,g559-synth-warehouse-b-36,warehouse,7131,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-7131.scen,0479195d0641c7d2707e4b04c4e3b547d90b7b4a506f95de251dee30a86448e2,256,0a6c86afcec680199a9b6e36f4e35a2d99ef707e529be158ed3e4b13ff4ea6fb,True,False,False,False,False,False
132,g559-synth-connector-32,irregular_bottleneck,7132,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-7132.scen,c8c317a56fa0d3fd905361ab9fd2af19966fd853d7c7d488840cb180e813b0e1,16,3eea4b57a9a9a17f6e1bed6a08be12f26d6eae55a461244694bb4eba83c323ba,True,False,False,False,False,False
133,g559-synth-corners-34,irregular_bottleneck,7133,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7133.scen,2a0da625d5a8008e80c6aa35682489d4ef3ce6a7734e36109bcdd3441a04a47b,32,a81f567c81b3e9992b78245892c14434a8f29385d00baf0ea55e1f2ff9658f59,True,False,False,False,False,False
134,g559-synth-loop-chain-36,irregular_bottleneck,7134,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-7134.scen,14b4078b9606d916edc87bfa16ebeb265115b9da56314dd80cca18daae67f766,64,d34617187aa890a81165611707d6bc52d8884d0e5bd4e5b25358e44c099f26a1,True,False,False,False,False,False
135,g559-synth-tunnel-38,irregular_bottleneck,7135,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-7135.scen,eaf454a92fe05580dd9b9dc1ca156f4a67e9d28b891c94eefe0d1afbb2177f95,96,1b3d586eac681858ad4d027b12fb9edb1ef67dcfc4461e96b1a627371538e9c6,True,False,False,False,False,False
136,g559-synth-string-40,irregular_bottleneck,7136,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-7136.scen,b3217cf3554ec1b754d67cc75b4137860d0cc0d6b668ee36544bc0810a5e5563,128,0cef55ae5c9dd370e403619242adbd7ae3556e15c88980f8534b84b6e6aee45e,True,False,False,False,False,False
137,g559-synth-tree-42,irregular_bottleneck,7137,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-7137.scen,bd48f40e8db33ab6afeafa345b61bb99b308405b062d3226d276d6070e976dea,256,c373063d8b520e23134992219dec4bd2d1a94e8b8edb1963cd51041adc696b6c,True,False,False,False,False,False
138,g559-synth-game-den-32,game,7138,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-7138.scen,2d2c72ca6023b4d16b94a5205f3b50b626bc3076b7f74463acb4573a785b4e18,16,9ba464ad3bfdac2e496c931c8f1c48aedddb71216f676faaa613a8433a641b30,True,False,False,False,False,False
139,g559-synth-game-brc-32,game,7139,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-7139.scen,1b3921e34df7d2ae78ca1bbb537db3a5a986dd8543cdbac10dc49034b7c2bd43,32,a1a18635423a0bca57559d00f40ab7a5e4b99f265d125c66783051079e3682b4,True,False,False,False,False,False
140,g559-synth-city-berlin-32,city,7140,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-7140.scen,8b4a5a84f27cd8db2b913a35be0fe454664f5057f997ab35aa97c8cdac431ac1,64,b2cf376921cfcd216bef4dbdad26ea223e3644a6424b0163c46a10b7898d919e,True,False,False,False,False,False
141,g559-synth-city-boston-32,city,7141,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-7141.scen,1e948ce742da178b7602e2660832a832e1356739fd1dd1a87745f3619c52ec25,96,f1053f95cce19bc9369f601474984c312894e26b20714ac5ff13e4c02d97449b,True,False,False,False,False,False
142,g559-synth-city-paris-32,city,7142,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-7142.scen,913ca2fc23e2c21d6d5b3dde7e8129d139e48da90f730d762440bbd6ca2937ee,128,4f01e819475bc9e4c1b33547d8145e8082b0ac10d9946fbccc91da8e21b9ea86,True,False,False,False,False,False
143,g559-synth-game-lak-32,game,7143,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-7143.scen,91c9edd57322004c3451428022358e0330c224bf6cf7e40243a87e96a49acb8e,256,95ca08c880879add6f6727166cbf334296001fe7857f994584d80fb9263fc6aa,True,False,False,False,False,False
