agents,better,bootstrap,component,equal,map,mean_delta_ratio_vs_ltm,median_delta_ratio_vs_ltm,method,ratio_worse_than_ltm_groups,rows,success_worse_than_ltm_groups,worse
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",control,20,warehouse-10-20-10-2-1,0.0,0.0,laur_disable,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",control,20,warehouse-10-20-10-2-1,0.0,0.0,laur_force_additive_direct,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",c_equiv_baseline,20,warehouse-10-20-10-2-1,0.0,0.0,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",control,20,warehouse-10-20-10-2-1,0.0,0.0,repair5f_candidate_additive_ltm,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",c_equiv_baseline,20,warehouse-10-20-10-2-1,0.0,0.0,repair5f_static_c100_b100_w075_d090,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",flow_shield,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",flow_shield,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",flow_shield,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",frozen_static,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g2_best_frozen_static_candidate,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",c_equiv_baseline,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g2_c_equiv_best_frozen_baseline,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",frozen_selector,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g2_frozen_static_or_selector,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",flow_shield,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g2_g1_top_diagnostic_candidate,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",synthetic,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g2_random_candidate_diagnostic,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",synthetic,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g2_shuffled_flow_shield_diagnostic,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",synthetic,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g2_shuffled_goal_progress_diagnostic,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",control,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g_dual_additive_parity,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",control,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g_dual_c_equiv_additive,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",c_equiv_baseline,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,0,20,0,0
100,0,"{'mean': 0.0, 'ci_low': 0.0, 'ci_high': 0.0, 'prob_mean_lt_0': 0.0, 'samples': 2000}",c_equiv_baseline,20,warehouse-10-20-10-2-1,0.0,0.0,repair5g_dual_c_equiv_c100_b100_w075_d100,0,20,0,0
