pool_id,source,source_id,distance_from_current_static_flow,distance_from_legacy_helper,active_field_deltas,global_fixed_candidate,context_dependent,theta_family,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,support_rows_existing,success_regression_count_existing,quality_delta_existing,support_strata_existing
g554_pool_618798000178,g553_zero_regression_low_support,repair5g549_theta_549000122,1.96759866481,0.50093199814,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.41849116302,1.12366125268,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.029636664013,4
g554_pool_657305428041,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000122_t035,0.688659532685,1.0709509481,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.14647190706,0.393281438438,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.029636664013,
g554_pool_042302972716,g553_zero_regression_low_support,repair5g549_theta_549000525,1.60212439575,0.864542270915,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.453186593627,0.35,0.75,1,11,0,0,1,False,False,False,False,False,30,0,0.02998823825,4
g554_pool_493277760709,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000525_t035,0.385743538513,1.08092312815,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.158615307769,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.02998823825,
g554_pool_102908981389,g553_zero_regression_low_support,repair5g549_theta_549000435,1.75520808958,0.711458577083,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.682812134376,0.35,0.75,1,11,0,0,1,False,False,False,False,False,30,0,0.030501934346,4
g554_pool_343729750355,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000435_t035,0.439322831355,1.02734383531,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.238984247032,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.030501934346,
g554_pool_773683279294,g553_zero_regression_low_support,repair5g549_theta_549000401,1.77603216794,0.309365501269,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.18516502967,0.95,1,1.13977872044,1.03218213564,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.031726978761,4
g554_pool_346194957520,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000401_t035,0.621611258774,0.942900512193,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.414807760385,0.95,1,1.04892255215,0.361263747474,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.031726978761,
g554_pool_416547417813,g553_zero_regression_low_support,repair5g549_theta_549000376,2.15476249048,0.688095823811,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,0.903962942074,1.25,0.75,0.75,1,1,0.95,1,1.41126617747,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.032073889135,4
g554_pool_786644048019,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000376_t035,0.754166871659,1.19416687166,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.12888702973,1.25,0.75,0.75,1,0.35,0.95,1,1.14394316211,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.032073889135,
g554_pool_700939257388,g553_zero_regression_low_support,repair5g549_theta_549000582,1.8947508105,0.42808414383,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.36151527697,1.09985330029,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0322263564855,4
g554_pool_989747735429,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000582_t035,0.663162783674,1.05656457687,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.12653034694,0.384948655101,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0322263564855,
g554_pool_603214177723,g553_zero_regression_low_support,repair5g549_theta_549000181,1.81482549035,0.348158823686,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.05531328937,0.95,1,1.23895672209,1.09742720515,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0323493158682,4
g554_pool_124745095192,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000181_t035,0.635188921622,0.998747450505,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.369359651279,0.95,1,1.08363485273,0.384099521803,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0323493158682,
g554_pool_567525114454,g553_zero_regression_low_support,repair5g549_theta_549000357,1.26165256836,0.81135213563,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.237725324549,0.243438913122,0.537540424919,1,11,1,0,0,False,False,False,False,False,30,0,0.032735077164,4
g554_pool_189966178505,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000357_t035,0.441578398926,1.2373065808,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.0832038635921,0.312703619593,0.675639148722,1,11,1,0,0,False,False,False,False,False,30,0,0.032735077164,
g554_pool_505521252933,g553_zero_regression_low_support,repair5g549_theta_549000590,1.74827860344,0.984548530896,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.954204091592,0.472797554405,0.35,0.75,1,10.6508626983,0,0,1,False,False,False,False,False,30,0,0.0333385900327,4
g554_pool_390967961188,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000590_t035,0.436897511204,1.12292531915,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.983971432057,0.165479144042,0.35,0.75,1,10.8778019444,1,0,0,False,False,False,False,False,30,0,0.0333385900327,
g554_pool_020765763433,g553_zero_regression_low_support,repair5g549_theta_549000458,2.67088674823,1.32788655423,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.922708454583,0.95,1,1.28140708719,1,0.35,0.75,0.261515326969,11,1,0,0,False,False,False,False,False,30,0,0.033912119414,4
g554_pool_274674310329,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000458_t035,0.934810361885,1.41809362732,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.322947959104,0.95,1,1.09849248052,0.35,0.35,0.75,0.741530364439,11,1,0,0,False,False,False,False,False,30,0,0.033912119414,
g554_pool_432380406646,g553_zero_regression_low_support,repair5g549_theta_549000540,1.73894862211,1.28311593378,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.762594474811,0.241874516251,0.35,0.75,1,10.8388263223,0,0,1,False,False,False,False,False,30,0,0.0339252478262,4
g554_pool_158554148710,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000540_t035,0.433632017741,1.22742391016,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.916908066184,0.0846560806878,0.35,0.75,1,10.9435892128,1,0,0,False,False,False,False,False,30,0,0.0339252478262,
g554_pool_824538580381,g553_zero_regression_low_support,repair5g549_theta_549000597,1.53973004554,0.937140850719,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.351941896116,0.62152515695,0.542880414239,1,11,1,0,0,False,False,False,False,False,30,0,0.0344902906655,4
g554_pool_898726813031,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000597_t035,0.538905515938,1.28133263108,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.123179663641,0.445033804932,0.677508144984,1,11,1,0,0,False,False,False,False,False,30,0,0.0344902906655,
g554_pool_811921235726,g553_zero_regression_low_support,repair5g549_theta_549000900,1.76308857381,1.38503972991,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.720714558571,0.183536632927,0.35,0.75,1,10.7542184916,0,0,1,False,False,False,False,False,30,0,0.0370046297944,4
g554_pool_653062487704,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000900_t035,0.442081000825,1.26309723879,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.9022500955,0.0642378215244,0.35,0.75,1,10.9139764721,1,0,0,False,False,False,False,False,30,0,0.0370046297944,
g554_pool_913672652483,g553_zero_regression_low_support,repair5g549_theta_549000562,1.81876096248,0.553933892131,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.45301409397,0.848620302759,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.037202550463,4
g554_pool_988851365214,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000562_t035,0.636566336867,1.14721019558,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.15855493289,0.297017105966,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.037202550463,
g554_pool_216247907468,g553_zero_regression_low_support,repair5g549_theta_549000222,1.30477199045,1.02042095915,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.42926314147,0.113263273473,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0376904791856,4
g554_pool_012747847229,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000222_t035,0.456670196654,1.31048066903,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.15024209951,0.0396421457155,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0376904791856,
g554_pool_704661272661,g553_zero_regression_low_support,repair5g549_theta_549000242,1.56749046502,0.495365009269,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.29809440381,0.704094091812,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0378687360567,4
g554_pool_441280140554,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000242_t035,0.548621662753,1.12671108657,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.10433304133,0.246432932134,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0378687360567,
g554_pool_766530649044,g553_zero_regression_low_support,repair5g549_theta_549000405,1.68183923632,0.784827430345,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.572758854482,0.35,0.75,1,11,0,0,1,False,False,False,False,False,30,0,0.038077742414,4
g554_pool_029463242981,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000405_t035,0.413643732713,1.05302293395,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.200465599069,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.038077742414,
g554_pool_357546790636,g553_zero_regression_low_support,repair5g549_theta_549000245,1.63891332217,0.827753344493,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.50836998326,0.35,0.75,1,11,0,1,0,False,False,False,False,False,30,0,0.0383041075656,4
g554_pool_494287939850,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000245_t035,0.398619662761,1.06804700391,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.177929494141,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0383041075656,
g554_pool_670283809539,g553_zero_regression_low_support,repair5g549_theta_549000580,2.67722474555,1.58124333751,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.16650866698,0.721986056028,0.35,0.75,1,8.08243183514,0,0,1,False,False,False,False,False,30,0,0.038896536671,4
g554_pool_997924783887,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000580_t035,0.762028660938,1.33176850146,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.05827803344,0.25269511961,0.35,0.75,1,9.9788511423,1,0,0,False,False,False,False,False,30,0,0.038896536671,
g554_pool_367612715561,g553_zero_regression_low_support,repair5g549_theta_549000882,2.07039045921,0.603723792547,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.44098811802,1.24410351179,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.04110737158,4
g554_pool_265743831873,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000882_t035,0.724636660727,1.05072168856,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.15434584131,0.435436229126,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.04110737158,
g554_pool_577892674068,g553_zero_regression_low_support,repair5g549_theta_549000459,1.59285623428,0.696239227517,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.34458971082,1.25,0.75,0.75,1,1,0.95,1,1.33554262891,0.572462755074,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.041736766243,4
g554_pool_919215486193,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000459_t035,0.557499682003,1.19701706297,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.28310639879,1.25,0.75,0.75,1,0.35,0.95,1,1.11743992012,0.200361964276,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.041736766243,
g554_pool_875988058667,g553_zero_regression_low_support,repair5g549_theta_549000135,1.59757940484,0.869087261825,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.446369107262,0.35,0.75,1,11,0,0,1,False,False,False,False,False,30,0,0.048469789241,4
g554_pool_196157975967,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000135_t035,0.384152791695,1.08251387497,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.156229187542,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.048469789241,
g554_pool_031398382556,g553_zero_regression_low_support,repair5g549_theta_549000390,2.70185569628,1.23518902961,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.47588204824,1.0250499499,0.35,0.75,1,11.9704280591,0,0,1,False,False,False,False,False,30,0,0.0489773364155,4
g554_pool_109357489450,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000390_t035,0.770649493698,1.19895951708,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.16655871688,0.358767482465,0.35,0.75,1,11.3396498207,1,0,0,False,False,False,False,False,30,0,0.0489773364155,
g554_pool_311719613848,g553_zero_regression_low_support,repair5g549_theta_549000290,1.74149161701,1.44018861961,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.775975448049,0.125977248046,0.35,0.75,1,10.4660710679,0,0,1,False,False,False,False,False,30,0,0.0493570530111,4
g554_pool_777085811924,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000290_t035,0.434522065944,1.28239935019,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.921591406817,0.0440920368161,0.35,0.75,1,10.8131248738,1,0,0,False,False,False,False,False,30,0,0.0493570530111,
g554_pool_705941294672,g553_zero_regression_low_support,repair5g549_theta_549000426,2.09460821078,0.627941544118,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.49912050176,1.25,0.75,0.75,1,1,0.95,1,1.42864514271,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.055048794569,4
