pool_id,source,source_id,distance_from_current_static_flow,distance_from_legacy_helper,active_field_deltas,global_fixed_candidate,context_dependent,theta_family,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,support_rows_existing,success_regression_count_existing,quality_delta_existing,support_strata_existing
g554_pool_264285454143,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000388_t035,0.646595077973,1.3556300759,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.181853126294,0.95,1,1.08815808618,0.35,0.35,0.75,0.865284131932,11,1,0,0,False,False,False,False,False,30,0,0.0184069611282,
g554_pool_534942807499,g553_zero_regression_low_support,repair5g549_theta_549000277,1.55539625587,0.626031181271,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.597023805952,0.553756792486,0.621644506711,1,11,1,0,0,False,False,False,False,False,30,0,0.0184343973122,4
g554_pool_967808897900,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000277_t035,0.544388689555,1.17244424678,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.208958332083,0.42131487737,0.705075577349,1,11,1,0,0,False,False,False,False,False,30,0,0.0184343973122,
g554_pool_621943145239,g553_zero_regression_low_support,repair5g549_theta_549000467,1.17320667859,0.591385442229,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.336365927268,0.397547604905,0.638089723821,1,11,1,0,0,False,False,False,False,False,30,0,0.018603279358,4
g554_pool_542666121666,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000467_t035,0.410622337506,1.16031823811,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.117728074544,0.366641661717,0.710831403337,1,11,1,0,0,False,False,False,False,False,30,0,0.018603279358,
g554_pool_624006733119,g553_zero_regression_low_support,repair5g549_theta_549000286,2.06209067582,0.595424009152,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,0.906526686947,1.25,0.75,0.75,1,1,0.95,1,1.32064535871,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0193366252644,4
g554_pool_953072313396,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000286_t035,0.721731736539,1.16173173654,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.12978434043,1.25,0.75,0.75,1,0.35,0.95,1,1.11222587555,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0193366252644,
g554_pool_445104387457,g553_zero_regression_low_support,repair5g549_theta_549000377,1.49892889381,0.656757244818,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.531628736743,0.500067399865,0.553843142314,1,11,1,0,0,False,False,False,False,False,30,0,0.019666527055,4
g554_pool_084499044227,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000377_t035,0.524625112833,1.18319836902,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.18607005786,0.402523589953,0.68134509981,1,11,1,0,0,False,False,False,False,False,30,0,0.019666527055,
g554_pool_664566671846,g553_zero_regression_low_support,repair5g549_theta_549000539,1.8695983608,0.497284705431,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.44918285163,1.25,0.75,0.75,1,1,0.95,1,1.29076191848,0.92923524153,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0200558034138,4
g554_pool_995501831674,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000539_t035,0.654359426283,1.12738298024,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.31971399807,1.25,0.75,0.75,1,0.35,0.95,1,1.10176667147,0.325232334535,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0200558034138,
g554_pool_833633333035,g553_zero_regression_low_support,repair5g549_theta_549000879,1.94093661812,0.474269951453,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.12277500445,1.25,0.75,0.75,1,1,0.95,1,1.32358825282,1.07335255329,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.02013161483,4
g554_pool_885000060244,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000879_t035,0.679327816343,1.08509662481,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.20547125156,1.25,0.75,0.75,1,0.35,0.95,1,1.11325588849,0.375673393651,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.02013161483,
g554_pool_589570917651,g553_zero_regression_low_support,repair5g549_theta_549000496,1.94043691913,0.473770252462,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,0.959751580497,1.25,0.75,0.75,1,1,0.95,1,1.24157151686,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0204396240433,4
g554_pool_506318064420,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000496_t035,0.679152921697,1.1191529217,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.14841305317,1.25,0.75,0.75,1,0.35,0.95,1,1.0845500309,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0204396240433,
g554_pool_713412048214,g553_zero_regression_low_support,repair5g549_theta_549000206,1.76012927974,0.293462613074,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.19684235632,1.25,0.75,0.75,1,1,0.95,1,1.25093649813,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.02085763458,4
g554_pool_268757303359,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000206_t035,0.616045247915,1.05604524792,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.23139482471,1.25,0.75,0.75,1,0.35,0.95,1,1.08782777435,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.02085763458,
g554_pool_191102785575,g553_zero_regression_low_support,repair5g549_theta_549000740,3.11579986841,1.64913320174,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.48746102508,1.06180737639,0.35,0.75,1,8.51813096374,0,0,1,False,False,False,False,False,30,0,0.02106258402,4
g554_pool_260194547353,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000740_t035,0.915529953946,1.32668651163,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.17061135878,0.371632581736,0.35,0.75,1,10.1313458373,1,0,0,False,False,False,False,False,30,0,0.02106258402,
g554_pool_719977338503,g553_zero_regression_low_support,repair5g549_theta_549000375,1.61728636543,0.849380301239,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.475929548141,0.35,0.75,1,11,0,0,1,False,False,False,False,False,30,0,0.021175588345,4
g554_pool_923559641934,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000375_t035,0.391050227899,1.07561643877,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.166575341849,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.021175588345,
g554_pool_687977043295,g553_zero_regression_low_support,repair5g549_theta_549000506,1.81635716728,0.349690500616,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.17821114358,1.25,0.75,0.75,1,1,0.95,1,1.29225941548,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0212424008,4
g554_pool_190832371878,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000506_t035,0.635725008553,1.07572500855,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.22487390025,1.25,0.75,0.75,1,0.35,0.95,1,1.10229079542,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0212424008,
g554_pool_903990339346,g553_zero_regression_low_support,repair5g549_theta_549000746,1.87458805082,0.407921384158,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.03013018974,1.25,0.75,0.75,1,1,0.95,1,1.23202553595,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.021532857354,4
g554_pool_954624651860,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000746_t035,0.656105817785,1.09610581779,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.17304556641,1.25,0.75,0.75,1,0.35,0.95,1,1.08120893758,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.021532857354,
g554_pool_299197109682,g553_zero_regression_low_support,repair5g549_theta_549000591,1.7641502717,0.562039875924,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,1.22976174048,0.801582796834,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.02159847953,4
g554_pool_201300628204,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000591_t035,0.617452595098,1.01004728991,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.4375,0.95,1,1.08041660917,0.280553978892,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.02159847953,
g554_pool_039167427191,g553_zero_regression_low_support,repair5g549_theta_549000305,1.60932638135,0.857340285319,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.463989572021,0.35,0.75,1,11,0,1,0,False,False,False,False,False,30,0,0.0216227018191,4
g554_pool_531472733009,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000305_t035,0.388264233471,1.0784024332,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.162396350207,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0216227018191,
g554_pool_116394939121,g553_zero_regression_low_support,repair5g549_theta_549000187,1.5767326882,0.63955642922,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.602882194236,0.562918274163,0.614170771658,1,11,1,0,0,False,False,False,False,False,30,0,0.0218603931182,4
g554_pool_898596811220,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000187_t035,0.551856440871,1.17717808356,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.211008767983,0.424521395957,0.70245977008,1,11,1,0,0,False,False,False,False,False,30,0,0.0218603931182,
g554_pool_356517433586,g553_zero_regression_low_support,repair5g549_theta_549000492,1.51972256055,0.275269449457,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.16416267167,0.83333983332,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0218708513633,4
g554_pool_833855819859,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000492_t035,0.531902896188,1.04967764064,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.05745693508,0.291668941662,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0218708513633,
g554_pool_798448580655,g553_zero_regression_low_support,repair5g549_theta_549000407,1.09019734461,0.63526545447,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.241198917602,0.411073577853,0.68367988264,1,11,1,0,0,False,False,False,False,False,30,0,0.022502542784,4
g554_pool_533494850887,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000407_t035,0.381569070613,1.1756762424,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.0844196211607,0.371375752249,0.726787958924,1,11,1,0,0,False,False,False,False,False,30,0,0.022502542784,
g554_pool_479814212068,g553_zero_regression_low_support,repair5g549_theta_549000399,1.64536948927,0.554095271815,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.09490271019,1.25,0.75,0.75,1,1,0.95,1,1.24232121536,0.718455663089,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.02256650009,4
g554_pool_792932000213,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000399_t035,0.575879321245,1.14726667847,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.19571594857,1.25,0.75,0.75,1,0.35,0.95,1,1.08481242538,0.251459482081,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.02256650009,
g554_pool_151593137663,g553_zero_regression_low_support,repair5g549_theta_549000280,2.02400505199,1.52743444513,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.725040549919,0.272427955144,0.35,0.75,1,9.93029213942,0,0,1,False,False,False,False,False,30,0,0.0226377098422,4
g554_pool_249757007682,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000280_t035,0.533401768195,1.31293538913,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.903764192472,0.0953497843004,0.35,0.75,1,10.6256022488,1,0,0,False,False,False,False,False,30,0,0.0226377098422,
g554_pool_315730690709,g553_zero_regression_low_support,repair5g549_theta_549000160,2.29128651742,0.994699510596,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.21782656435,0.872440255119,0.35,0.75,1,11.7673324653,0,0,1,False,False,False,False,False,30,0,0.0227602390536,4
g554_pool_807158584046,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000160_t035,0.626950281106,1.12647816205,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.07623929752,0.305354089292,0.35,0.75,1,11.2685663629,1,0,0,False,False,False,False,False,30,0,0.0227602390536,
g554_pool_825509764443,g553_zero_regression_low_support,repair5g549_theta_549000132,1.82453695092,0.613155773685,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.48551302897,0.808535882928,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.023630246997,4
g554_pool_510258021133,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000132_t035,0.638587932823,1.16793785412,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.16992956014,0.282987559025,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.023630246997,
g554_pool_505205556573,g553_zero_regression_low_support,repair5g549_theta_549000431,1.54108059784,0.369626780751,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.815491969016,0.95,1,1.15875608249,1.09489641021,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.024187500801,4
g554_pool_248464459100,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000431_t035,0.539378209244,1.03841771516,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.285422189156,0.95,1,1.05556462887,0.383213743574,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.024187500801,
g554_pool_571369429596,g553_zero_regression_low_support,repair5g549_theta_549000619,1.89023459953,0.674419831164,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,0.99835990328,1.25,0.75,0.75,1,1,0.95,1,1.34768180464,0.811861076278,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0253339899608,4
g554_pool_087177584466,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000619_t035,0.661582109831,1.18938027424,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.16192596615,1.25,0.75,0.75,1,0.35,0.95,1,1.12168863162,0.284151376697,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0253339899608,
g554_pool_792161686255,g553_zero_regression_low_support,repair5g549_theta_549000598,2.13906964519,1.53195837941,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.462777874444,0.95,1,1.26027822944,1,0.35,0.75,0.368573162854,11,1,0,0,False,False,False,False,False,30,0,0.0254643958836,4
g554_pool_436863097125,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000598_t035,0.748674375812,1.48951876612,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.161972256055,0.95,1,1.0910973803,0.35,0.35,0.75,0.779000606999,11,1,0,0,False,False,False,False,False,30,0,0.0254643958836,
g554_pool_974467001851,g553_zero_regression_low_support,repair5g549_theta_549000148,2.15386908892,0.923884188894,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.852073895852,0.95,1,1.33466278067,1,0.35,0.75,0.646839606321,11,1,0,0,False,False,False,False,False,30,0,0.0262960227309,4
g554_pool_538493657709,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000148_t035,0.753854181119,1.27669279944,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.298225863548,0.95,1,1.11713197323,0.35,0.35,0.75,0.876393862212,11,1,0,0,False,False,False,False,False,30,0,0.0262960227309,
g554_pool_609193291166,g553_zero_regression_low_support,repair5g549_theta_549000298,2.00407083186,1.18313439373,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.596418607163,0.95,1,1.32922034156,1,0.35,0.75,0.601713296573,11,1,0,0,False,False,False,False,False,30,0,0.0265040991133,4
g554_pool_275667111158,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000298_t035,0.701424791154,1.36743037114,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.208746512507,0.95,1,1.11522711955,0.35,0.35,0.75,0.860599653801,11,1,0,0,False,False,False,False,False,30,0,0.0265040991133,
g554_pool_284941690639,g553_zero_regression_low_support,repair5g549_theta_549000530,2.29777950444,1.81848486303,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.759265481469,0.259470981058,0.35,0.75,1,8.66374267251,0,0,1,False,False,False,False,False,30,0,0.0276946021312,4
g554_pool_355734410390,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000530_t035,0.62922282655,1.41480303539,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.915742918514,0.0908148433703,0.35,0.75,1,10.1823099354,1,0,0,False,False,False,False,False,30,0,0.0276946021312,
g554_pool_364411138493,g553_zero_regression_low_support,repair5g549_theta_549000261,1.40127931744,0.543280393442,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.864666670667,0.95,1,1.23894652211,0.705899188202,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0279844458244,4
g554_pool_287893947229,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000261_t035,0.490447761107,1.14348147104,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.302633334733,0.95,1,1.08363128274,0.247064715871,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0279844458244,
g554_pool_722713030887,g553_zero_regression_low_support,repair5g549_theta_549000489,1.90934116132,0.970273039455,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,0.764946120108,1.25,0.75,0.75,1,1,0.95,1,1.31843066314,0.604301091398,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0284727012733,4
g554_pool_714532956066,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000489_t035,0.668269406461,1.29292889714,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.08023114204,1.25,0.75,0.75,1,0.35,0.95,1,1.1114507321,0.211505381989,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,0.0284727012733,
g554_pool_922182517550,g553_zero_regression_low_support,repair5g549_theta_549000257,1.49719392228,1.15504367325,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.156612686775,0.674147551705,0.515498719003,1,11,1,0,0,False,False,False,False,False,30,0,0.0288124563089,4
g554_pool_015890851718,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000257_t035,0.524017872798,1.35759861897,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.0548144403713,0.463451643097,0.667924551651,1,11,1,0,0,False,False,False,False,False,30,0,0.0288124563089,
g554_pool_706565799670,g553_zero_regression_low_support,repair5g549_theta_549000608,2.14969468395,0.894601994133,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.867766264467,0.95,1,1.39736165528,1,0.35,0.75,0.70640998718,11,1,0,0,False,False,False,False,False,30,0,0.0289013764508,4
g554_pool_733682502467,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000608_t035,0.752393139383,1.26644403128,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.303718192563,0.95,1,1.13907657935,0.35,0.35,0.75,0.897243495513,11,1,0,0,False,False,False,False,False,30,0,0.0289013764508,
