mode,split,checkpoint_id,run_id,map_name,agents,seed,iteration,decision_target,target_rule,selected_decision,selected_rule,fallback_reason,rule_top1,rule_top3,safe_utility_top1,safe_utility_top3,selected_delta,additive_delta,selected_vs_additive_delta,selected_utility,additive_utility,selected_vs_additive_utility,oracle_best_safe_rule,oracle_best_safe_utility,utility_regret_to_oracle,selected_rule_harmful,has_nonadditive_opportunity,has_high_margin_nonadditive_opportunity,opportunity_margin,top_candidate_rules,harmful_labels,harmful_predictions,safety_mode
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i2__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a400__i2__phase4_phase4-full-repair5-expand5000,empty-48-48,400,2,1,use_nonadditive,commit_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,True,True,True,True,0.0244897959184,0.0,0.0244897959184,0.0244897959184,0.0,0.0244897959184,commit_heavy,0.0244897959184,0.0,False,True,True,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i2__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a400__i2__phase4_phase4-full-repair5-expand5000,empty-48-48,400,2,2,use_nonadditive,commit_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,commit_heavy,0.0161599333611,0.0161599333611,False,True,False,0.01,"[""block_heavy"", ""commit_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i2__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a400__i2__phase4_phase4-full-repair5-expand5000,empty-48-48,400,2,3,use_nonadditive,wait_light,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0108288213244,0.0108288213244,False,True,False,0.01,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i3__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a400__i3__phase4_phase4-full-repair5-expand5000,empty-48-48,400,3,0,defer_ltm,decay_095,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,decay_095,0.0,0.0,False,False,False,0.01,"[""block_heavy"", ""wait_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i3__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a400__i3__phase4_phase4-full-repair5-expand5000,empty-48-48,400,3,1,use_nonadditive,commit_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,True,True,True,True,0.0824742268041,0.0,0.0824742268041,0.0824742268041,0.0,0.0824742268041,commit_heavy,0.0824742268041,0.0,False,True,True,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i3__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a400__i3__phase4_phase4-full-repair5-expand5000,empty-48-48,400,3,2,defer_ltm,wait_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_heavy,-0.00574486503502,-0.00574486503502,False,False,False,0.01,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i3__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a400__i3__phase4_phase4-full-repair5-expand5000,empty-48-48,400,3,3,use_nonadditive,wait_light,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0109388526009,0.0109388526009,False,True,False,0.01,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i4__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a400__i4__phase4_phase4-full-repair5-expand5000,empty-48-48,400,4,0,use_nonadditive,wait_light,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0123231038321,0.0123231038321,False,True,False,0.01,"[""block_heavy"", ""wait_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i4__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a400__i4__phase4_phase4-full-repair5-expand5000,empty-48-48,400,4,1,use_nonadditive,commit_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,True,True,True,True,0.0112100492924,0.0,0.0112100492924,0.0112100492924,0.0,0.0112100492924,commit_heavy,0.0112100492924,0.0,False,True,False,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i4__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a400__i4__phase4_phase4-full-repair5-expand5000,empty-48-48,400,4,2,use_nonadditive,decay_095,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,decay_095,0.0101764986484,0.0101764986484,False,True,False,0.01,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i4__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a400__i4__phase4_phase4-full-repair5-expand5000,empty-48-48,400,4,3,defer_ltm,block_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.00214660518365,0.00214660518365,False,False,False,0.01,"[""wait_light"", ""block_heavy"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i5__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a400__i5__phase4_phase4-full-repair5-expand5000,empty-48-48,400,5,0,defer_ltm,block_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.00850340136054,0.00850340136054,False,False,False,0.01,"[""block_heavy"", ""wait_heavy"", ""wait_light""]","[0, 1, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i5__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a400__i5__phase4_phase4-full-repair5-expand5000,empty-48-48,400,5,1,use_nonadditive,block_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,False,True,False,True,0.0102040816327,0.0,0.0102040816327,0.0102040816327,0.0,0.0102040816327,block_heavy,0.0225726654298,0.0123685837971,False,True,True,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i5__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a400__i5__phase4_phase4-full-repair5-expand5000,empty-48-48,400,5,2,use_nonadditive,decay_095,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,decay_095,0.0190940012369,0.0190940012369,False,True,False,0.01,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i5__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a400__i5__phase4_phase4-full-repair5-expand5000,empty-48-48,400,5,3,use_nonadditive,block_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0138373531231,0.0138373531231,False,True,False,0.01,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i6__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a400__i6__phase4_phase4-full-repair5-expand5000,empty-48-48,400,6,0,use_nonadditive,block_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0198919257577,0.0198919257577,False,True,False,0.01,"[""block_heavy"", ""wait_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i6__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a400__i6__phase4_phase4-full-repair5-expand5000,empty-48-48,400,6,1,use_nonadditive,decay_090,use_nonadditive,commit_heavy,anti_topk_safe_rank,False,False,False,True,0.00540371211528,0.0,0.00540371211528,0.00540371211528,0.0,0.00540371211528,decay_090,0.0101025922155,0.004698880100220001,False,True,False,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i6__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a400__i6__phase4_phase4-full-repair5-expand5000,empty-48-48,400,6,2,use_nonadditive,block_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0130785496123,0.0130785496123,False,True,False,0.01,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i6__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a400__i6__phase4_phase4-full-repair5-expand5000,empty-48-48,400,6,3,defer_ltm,block_light,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_light,0.0025060693868,0.0025060693868,False,False,False,0.01,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i7__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a400__i7__phase4_phase4-full-repair5-expand5000,empty-48-48,400,7,0,defer_ltm,decay_095,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,decay_095,0.0,0.0,False,False,False,0.01,"[""block_heavy"", ""wait_heavy"", ""wait_light""]","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i7__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a400__i7__phase4_phase4-full-repair5-expand5000,empty-48-48,400,7,1,use_nonadditive,wait_light,use_nonadditive,block_heavy,anti_topk_safe_rank,False,True,False,False,-0.0124786854751,0.0,-0.0124786854751,-0.0124786854751,0.0,-0.0124786854751,wait_light,0.0175166640831,0.0299953495582,False,True,False,0.01,"[""block_heavy"", ""commit_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i7__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a400__i7__phase4_phase4-full-repair5-expand5000,empty-48-48,400,7,2,use_nonadditive,commit_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,commit_heavy,0.0189893039839,0.0189893039839,False,True,False,0.01,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i7__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a400__i7__phase4_phase4-full-repair5-expand5000,empty-48-48,400,7,3,defer_ltm,wait_light,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.00945589831034,0.00945589831034,False,False,False,0.01,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i8__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a400__i8__phase4_phase4-full-repair5-expand5000,empty-48-48,400,8,0,use_nonadditive,block_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0245145631068,0.0245145631068,False,True,True,0.01,"[""block_heavy"", ""wait_heavy"", ""wait_light""]","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i8__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a400__i8__phase4_phase4-full-repair5-expand5000,empty-48-48,400,8,1,use_nonadditive,commit_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,True,True,True,True,0.0132686084142,0.0,0.0132686084142,0.0132686084142,0.0,0.0132686084142,commit_heavy,0.0132686084142,0.0,False,True,False,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i8__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a400__i8__phase4_phase4-full-repair5-expand5000,empty-48-48,400,8,2,use_nonadditive,wait_light,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0168284789644,0.0168284789644,False,True,False,0.01,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i8__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a400__i8__phase4_phase4-full-repair5-expand5000,empty-48-48,400,8,3,defer_ltm,block_light,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_light,0.00315533980583,0.00315533980583,False,False,False,0.01,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i9__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a400__i9__phase4_phase4-full-repair5-expand5000,empty-48-48,400,9,0,use_nonadditive,block_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0188002184258,0.0188002184258,False,True,False,0.01,"[""block_heavy"", ""wait_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i9__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a400__i9__phase4_phase4-full-repair5-expand5000,empty-48-48,400,9,1,defer_ltm,wait_light,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.00631874561198,0.00631874561198,False,False,False,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i9__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a400__i9__phase4_phase4-full-repair5-expand5000,empty-48-48,400,9,2,use_nonadditive,wait_light,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0152898041969,0.0152898041969,False,True,False,0.01,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a400__i9__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a400__i9__phase4_phase4-full-repair5-expand5000,empty-48-48,400,9,3,defer_ltm,decay_095,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,decay_095,0.00257430376784,0.00257430376784,False,False,False,0.01,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i10__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a50__i10__phase4_phase4-full-repair5-expand5000,empty-48-48,50,10,0,use_nonadditive,commit_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,commit_heavy,0.012137559002,0.012137559002,False,True,False,0.01,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i10__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a50__i10__phase4_phase4-full-repair5-expand5000,empty-48-48,50,10,1,defer_ltm,wait_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,False,False,False,False,-0.0128118678355,0.0,-0.0128118678355,-0.0128118678355,0.0,-0.0128118678355,wait_heavy,0.00337154416723,0.01618341200273,False,False,False,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i10__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a50__i10__phase4_phase4-full-repair5-expand5000,empty-48-48,50,10,2,defer_ltm,commit_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,False,False,True,True,0.00404585300067,0.0,0.00404585300067,0.00404585300067,0.0,0.00404585300067,commit_heavy,0.00404585300067,0.0,False,False,False,0.01,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i10__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a50__i10__phase4_phase4-full-repair5-expand5000,empty-48-48,50,10,3,use_nonadditive,commit_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,True,True,True,True,0.0532703978422,0.0,0.0532703978422,0.0532703978422,0.0,0.0532703978422,commit_heavy,0.0532703978422,0.0,False,True,True,0.01,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i11__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a50__i11__phase4_phase4-full-repair5-expand5000,empty-48-48,50,11,0,defer_ltm,block_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.00730411686587,0.00730411686587,False,False,False,0.01,"[""wait_heavy"", ""block_heavy"", ""decay_090""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i11__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a50__i11__phase4_phase4-full-repair5-expand5000,empty-48-48,50,11,1,defer_ltm,decay_095,use_nonadditive,commit_heavy,anti_topk_safe_rank,False,False,False,False,-0.00996015936255,0.0,-0.00996015936255,-0.00996015936255,0.0,-0.00996015936255,decay_095,0.00730411686587,0.01726427622842,False,False,False,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i11__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a50__i11__phase4_phase4-full-repair5-expand5000,empty-48-48,50,11,2,use_nonadditive,wait_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,False,True,False,True,0.043160690571,0.0,0.043160690571,0.043160690571,0.0,0.043160690571,wait_heavy,0.0438247011952,0.0006640106242000038,False,True,True,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i11__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a50__i11__phase4_phase4-full-repair5-expand5000,empty-48-48,50,11,3,use_nonadditive,commit_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,True,True,True,True,0.0132802124834,0.0,0.0132802124834,0.0132802124834,0.0,0.0132802124834,commit_heavy,0.0132802124834,0.0,False,True,False,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i12__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a50__i12__phase4_phase4-full-repair5-expand5000,empty-48-48,50,12,0,defer_ltm,block_light,defer_ltm,additive_ltm,anti_low_opportunity,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_light,0.00642523364486,0.00642523364486,False,False,False,0.01,"[""wait_heavy"", ""block_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i12__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a50__i12__phase4_phase4-full-repair5-expand5000,empty-48-48,50,12,1,defer_ltm,wait_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,False,False,False,False,-0.00233644859813,0.0,-0.00233644859813,-0.00233644859813,0.0,-0.00233644859813,wait_heavy,0.00642523364486,0.00876168224299,False,False,False,0.01,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i12__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a50__i12__phase4_phase4-full-repair5-expand5000,empty-48-48,50,12,2,use_nonadditive,commit_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,True,True,True,True,0.0140186915888,0.0,0.0140186915888,0.0140186915888,0.0,0.0140186915888,commit_heavy,0.0140186915888,0.0,False,True,False,0.01,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i12__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a50__i12__phase4_phase4-full-repair5-expand5000,empty-48-48,50,12,3,use_nonadditive,commit_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,True,True,True,True,0.0280373831776,0.0,0.0280373831776,0.0280373831776,0.0,0.0280373831776,commit_heavy,0.0280373831776,0.0,False,True,True,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i13__phase4_phase4-full-repair5-expand5000__iter0,empty-48-48__a50__i13__phase4_phase4-full-repair5-expand5000,empty-48-48,50,13,0,use_nonadditive,block_heavy,defer_ltm,additive_ltm,anti_low_opportunity,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0111524163569,0.0111524163569,False,True,False,0.01,"[""block_heavy"", ""wait_heavy"", ""decay_090""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i13__phase4_phase4-full-repair5-expand5000__iter1,empty-48-48__a50__i13__phase4_phase4-full-repair5-expand5000,empty-48-48,50,13,1,use_nonadditive,commit_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,True,True,True,True,0.0235439900867,0.0,0.0235439900867,0.0235439900867,0.0,0.0235439900867,commit_heavy,0.0235439900867,0.0,False,True,True,0.01,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i13__phase4_phase4-full-repair5-expand5000__iter2,empty-48-48__a50__i13__phase4_phase4-full-repair5-expand5000,empty-48-48,50,13,2,use_nonadditive,wait_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,False,True,False,True,0.0086741016109,0.0,0.0086741016109,0.0086741016109,0.0,0.0086741016109,wait_heavy,0.0204460966543,0.0117719950434,False,True,True,0.01,"[""commit_heavy"", ""wait_heavy"", ""block_heavy""]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0]",learned
anti_decision_top3_per_rule_safety,validation,empty-48-48__a50__i13__phase4_phase4-full-repair5-expand5000__iter3,empty-48-48__a50__i13__phase4_phase4-full-repair5-expand5000,empty-48-48,50,13,3,defer_ltm,block_heavy,use_nonadditive,commit_heavy,anti_topk_safe_rank,False,False,False,False,-0.0167286245353,0.0,-0.0167286245353,-0.0167286245353,0.0,-0.0167286245353,block_heavy,0.00433705080545,0.02106567534075,False,False,False,0.01,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0]",learned
