dataset_row_id,safe_count,safe_improving_count,harmful_count,best_positive_quality_delta_vs_g556,positive_target_available,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g562_real_graph_000390,65,15,47,-0.01748251747999996,True,False,False,False,False,False
g562_real_graph_000391,65,27,35,-0.0375426621199999,True,False,False,False,False,False
g562_real_graph_000392,62,1,63,-0.014591439689999985,True,False,False,False,False,False
g562_real_graph_000393,65,23,41,-0.05337904015000006,True,False,False,False,False,False
g562_real_graph_000394,65,2,61,-0.02876480541000004,True,False,False,False,False,False
g562_real_graph_000395,65,2,62,-0.022746071140000046,True,False,False,False,False,False
g562_real_graph_000396,65,16,48,-0.48091603053,True,False,False,False,False,False
g562_real_graph_000397,65,13,51,-0.030038759690000028,True,False,False,False,False,False
g562_real_graph_000398,65,6,55,-0.011235955059999858,True,False,False,False,False,False
g562_real_graph_000399,65,4,60,-0.04117647058999996,True,False,False,False,False,False
g562_real_graph_000400,65,56,8,-0.08707557503000007,True,False,False,False,False,False
g562_real_graph_000401,65,12,52,-0.016971279370000092,True,False,False,False,False,False
g562_real_graph_000402,41,2,62,-0.09103874495000008,True,False,False,False,False,False
g562_real_graph_000403,65,9,54,-0.040094339619999975,True,False,False,False,False,False
g562_real_graph_000404,48,20,44,-0.5069286452900004,True,False,False,False,False,False
g562_real_graph_000405,65,25,34,-0.0965909090899999,True,False,False,False,False,False
g562_real_graph_000406,65,0,0,,False,False,False,False,False,False
g562_real_graph_000407,65,6,57,-0.01683816650999992,True,False,False,False,False,False
g562_real_graph_000408,65,0,0,,False,False,False,False,False,False
g562_real_graph_000409,65,53,0,0.0,True,False,False,False,False,False
g562_real_graph_000410,65,0,0,,False,False,False,False,False,False
g562_real_graph_000411,65,0,0,,False,False,False,False,False,False
g562_real_graph_000412,65,0,0,,False,False,False,False,False,False
g562_real_graph_000413,65,0,0,,False,False,False,False,False,False
g562_real_graph_000414,65,14,48,-0.051851851849999964,True,False,False,False,False,False
g562_real_graph_000415,65,0,0,,False,False,False,False,False,False
g562_real_graph_000416,62,43,21,-0.18850454228000002,True,False,False,False,False,False
g562_real_graph_000417,63,3,61,-0.7782581840599998,True,False,False,False,False,False
g562_real_graph_000418,65,9,53,-0.02097902098000004,True,False,False,False,False,False
g562_real_graph_000419,65,26,37,-0.05218216318999991,True,False,False,False,False,False
g562_real_graph_000420,65,44,19,-0.06569343066000011,True,False,False,False,False,False
g562_real_graph_000421,65,29,35,-0.08808290155999998,True,False,False,False,False,False
g562_real_graph_000422,65,14,49,-0.055835432409999886,True,False,False,False,False,False
g562_real_graph_000423,65,15,48,-0.0508905852399999,True,False,False,False,False,False
g562_real_graph_000424,65,0,0,,False,False,False,False,False,False
g562_real_graph_000425,52,51,13,-0.37604790419,True,False,False,False,False,False
g562_real_graph_000426,65,0,0,,False,False,False,False,False,False
g562_real_graph_000427,65,0,0,,False,False,False,False,False,False
g562_real_graph_000428,65,0,0,,False,False,False,False,False,False
g562_real_graph_000429,65,0,0,,False,False,False,False,False,False
g562_real_graph_000430,65,0,0,,False,False,False,False,False,False
g562_real_graph_000431,65,0,0,,False,False,False,False,False,False
g562_real_graph_000432,65,33,31,-0.08608137045000008,True,False,False,False,False,False
g562_real_graph_000433,65,15,48,-0.023135033049999976,True,False,False,False,False,False
g562_real_graph_000434,34,16,48,-1.3000347262400003,True,False,False,False,False,False
g562_real_graph_000435,65,0,0,,False,False,False,False,False,False
g562_real_graph_000436,65,0,0,,False,False,False,False,False,False
g562_real_graph_000437,65,0,0,,False,False,False,False,False,False
g562_real_graph_000438,55,14,49,-0.12266887691999995,True,False,False,False,False,False
g562_real_graph_000439,65,9,55,-0.021701085059999903,True,False,False,False,False,False
g562_real_graph_000440,65,24,40,-0.07188405796999997,True,False,False,False,False,False
g562_real_graph_000441,65,38,25,-0.42399999999999993,True,False,False,False,False,False
g562_real_graph_000442,65,20,43,-0.041237113400000025,True,False,False,False,False,False
g562_real_graph_000443,65,0,0,,False,False,False,False,False,False
g562_real_graph_000444,65,0,0,,False,False,False,False,False,False
g562_real_graph_000445,65,0,0,,False,False,False,False,False,False
g562_real_graph_000446,65,21,43,-0.0591216216199999,True,False,False,False,False,False
g562_real_graph_000447,65,0,0,,False,False,False,False,False,False
g562_real_graph_000448,65,25,39,-0.07930871212000001,True,False,False,False,False,False
g562_real_graph_000449,65,17,45,-0.0740740740700001,True,False,False,False,False,False
g562_real_graph_000450,65,4,60,-0.07187112763000014,True,False,False,False,False,False
g562_real_graph_000451,65,23,40,-0.06199460916999988,True,False,False,False,False,False
g562_real_graph_000452,65,0,0,,False,False,False,False,False,False
g562_real_graph_000453,65,0,0,,False,False,False,False,False,False
g562_real_graph_000454,65,12,51,-0.08047945205999985,True,False,False,False,False,False
g562_real_graph_000455,65,29,35,-0.07017543859999997,True,False,False,False,False,False
g562_real_graph_000456,65,6,58,-0.010548523199999993,True,False,False,False,False,False
g562_real_graph_000457,65,28,30,-0.04568527918999998,True,False,False,False,False,False
g562_real_graph_000458,65,0,0,,False,False,False,False,False,False
g562_real_graph_000459,65,0,0,,False,False,False,False,False,False
g562_real_graph_000460,65,0,0,,False,False,False,False,False,False
g562_real_graph_000461,65,12,52,-0.043715847000000085,True,False,False,False,False,False
g562_real_graph_000462,65,34,30,-0.15087090164000005,True,False,False,False,False,False
g562_real_graph_000463,65,0,0,,False,False,False,False,False,False
g562_real_graph_000464,65,0,0,,False,False,False,False,False,False
g562_real_graph_000465,65,0,0,,False,False,False,False,False,False
g562_real_graph_000466,65,28,36,-0.08859223300999997,True,False,False,False,False,False
g562_real_graph_000467,65,0,0,,False,False,False,False,False,False
g562_real_graph_000468,65,0,0,,False,False,False,False,False,False
g562_real_graph_000469,65,5,57,-0.01661129567999997,True,False,False,False,False,False
g562_real_graph_000470,65,24,39,-0.0394088669999999,True,False,False,False,False,False
g562_real_graph_000471,65,10,54,-0.034803480349999916,True,False,False,False,False,False
g562_real_graph_000472,65,45,19,-0.03571428572000013,True,False,False,False,False,False
g562_real_graph_000473,65,0,0,,False,False,False,False,False,False
g562_real_graph_000474,65,0,0,,False,False,False,False,False,False
g562_real_graph_000475,39,11,53,-0.64538595473,True,False,False,False,False,False
g562_real_graph_000476,65,15,47,-0.05206847361000011,True,False,False,False,False,False
g562_real_graph_000477,58,15,49,-0.15096618358000002,True,False,False,False,False,False
g562_real_graph_000478,65,0,64,,False,False,False,False,False,False
g562_real_graph_000479,65,35,27,-0.4027777777800001,True,False,False,False,False,False
g562_real_graph_000480,65,0,0,,False,False,False,False,False,False
g562_real_graph_000481,65,0,0,,False,False,False,False,False,False
g562_real_graph_000482,65,0,0,,False,False,False,False,False,False
g562_real_graph_000483,26,4,60,-0.5501714285700001,True,False,False,False,False,False
g562_real_graph_000484,65,24,39,-0.049165935029999996,True,False,False,False,False,False
g562_real_graph_000485,65,0,0,,False,False,False,False,False,False
g562_real_graph_000486,65,0,0,,False,False,False,False,False,False
g562_real_graph_000487,65,33,31,-0.057746478880000174,True,False,False,False,False,False
g562_real_graph_000488,65,0,0,,False,False,False,False,False,False
g562_real_graph_000489,65,18,46,-0.10179786199999996,True,False,False,False,False,False
g562_real_graph_000490,65,49,14,-0.09037328094999997,True,False,False,False,False,False
g562_real_graph_000491,65,0,0,,False,False,False,False,False,False
g562_real_graph_000492,65,28,35,-0.056487202120000024,True,False,False,False,False,False
g562_real_graph_000493,65,0,0,,False,False,False,False,False,False
g562_real_graph_000494,65,0,0,,False,False,False,False,False,False
g562_real_graph_000495,65,33,0,0.0,True,False,False,False,False,False
g562_real_graph_000496,65,32,32,-0.09973045822000004,True,False,False,False,False,False
g562_real_graph_000497,65,28,35,-0.04200913242000004,True,False,False,False,False,False
g562_real_graph_000498,65,18,44,-0.05825242718000001,True,False,False,False,False,False
g562_real_graph_000499,65,50,13,-0.08968609864999988,True,False,False,False,False,False
g562_real_graph_000500,65,9,55,-0.03634204274999986,True,False,False,False,False,False
g562_real_graph_000501,65,40,23,-0.08785529715999996,True,False,False,False,False,False
g562_real_graph_000502,63,16,48,-0.0916403332400002,True,False,False,False,False,False
g562_real_graph_000503,63,9,55,-0.13613861386000004,True,False,False,False,False,False
g562_real_graph_000504,65,0,0,,False,False,False,False,False,False
g562_real_graph_000505,65,0,0,,False,False,False,False,False,False
g562_real_graph_000506,65,10,51,-0.012912482060000174,True,False,False,False,False,False
g562_real_graph_000507,65,12,51,-0.04222408027000002,True,False,False,False,False,False
g562_real_graph_000508,65,0,0,,False,False,False,False,False,False
g562_real_graph_000509,65,23,41,-0.19565217391000012,True,False,False,False,False,False
g562_real_graph_000510,65,26,38,-0.08484848484999996,True,False,False,False,False,False
g562_real_graph_000511,29,18,46,-16.19605568448,True,False,False,False,False,False
g562_real_graph_000512,65,0,0,,False,False,False,False,False,False
g562_real_graph_000513,65,24,39,-0.50757575757,True,False,False,False,False,False
g562_real_graph_000514,65,22,42,-0.052587646070000105,True,False,False,False,False,False
g562_real_graph_000515,65,49,15,-0.05088062621999989,True,False,False,False,False,False
g562_real_graph_000516,65,40,24,-2.5668711656400003,True,False,False,False,False,False
g562_real_graph_000517,65,0,0,,False,False,False,False,False,False
g562_real_graph_000518,65,22,42,-0.04566210045000019,True,False,False,False,False,False
g562_real_graph_000519,65,0,0,,False,False,False,False,False,False
g562_real_graph_000520,65,33,29,-0.9763313609400002,True,False,False,False,False,False
g562_real_graph_000521,65,3,61,-0.01233919664000016,True,False,False,False,False,False
g562_real_graph_000522,65,0,0,,False,False,False,False,False,False
g562_real_graph_000523,65,0,0,,False,False,False,False,False,False
g562_real_graph_000524,65,14,50,-0.04180064307999998,True,False,False,False,False,False
g562_real_graph_000525,65,30,33,-0.05522682444999982,True,False,False,False,False,False
g562_real_graph_000526,65,0,0,,False,False,False,False,False,False
g562_real_graph_000527,65,0,0,,False,False,False,False,False,False
g562_real_graph_000528,65,0,0,,False,False,False,False,False,False
g562_real_graph_000529,65,0,0,,False,False,False,False,False,False
g562_real_graph_000530,65,23,41,-0.0647619047600001,True,False,False,False,False,False
g562_real_graph_000531,65,14,50,-0.029600394669999863,True,False,False,False,False,False
g562_real_graph_000532,65,20,40,-0.029333333329999878,True,False,False,False,False,False
g562_real_graph_000533,65,8,54,-0.025641025639999926,True,False,False,False,False,False
g562_real_graph_000534,65,14,50,-0.03434343433999998,True,False,False,False,False,False
g562_real_graph_000535,65,4,60,-0.009523809529999872,True,False,False,False,False,False
g562_real_graph_000536,65,0,0,,False,False,False,False,False,False
g562_real_graph_000537,65,5,59,-0.7458563535899998,True,False,False,False,False,False
g562_real_graph_000538,65,0,0,,False,False,False,False,False,False
g562_real_graph_000539,65,32,31,-0.05608591886000003,True,False,False,False,False,False
g562_real_graph_000540,65,5,59,-0.030864197530000137,True,False,False,False,False,False
g562_real_graph_000541,65,34,29,-0.05844155844000021,True,False,False,False,False,False
g562_real_graph_000542,65,3,61,-0.027874564459999807,True,False,False,False,False,False
g562_real_graph_000543,65,0,0,,False,False,False,False,False,False
g562_real_graph_000544,65,29,35,-0.054770318019999875,True,False,False,False,False,False
g562_real_graph_000545,65,3,61,-0.002782931350000073,True,False,False,False,False,False
g562_real_graph_000546,65,0,0,,False,False,False,False,False,False
g562_real_graph_000547,65,24,30,-0.08139534882999988,True,False,False,False,False,False
g562_real_graph_000548,65,0,0,,False,False,False,False,False,False
g562_real_graph_000549,65,0,0,,False,False,False,False,False,False
g562_real_graph_000550,65,0,0,,False,False,False,False,False,False
g562_real_graph_000551,65,0,0,,False,False,False,False,False,False
g562_real_graph_000552,65,0,0,,False,False,False,False,False,False
g562_real_graph_000553,65,31,33,-0.0618191721100001,True,False,False,False,False,False
g562_real_graph_000554,64,1,63,-0.022232103149999904,True,False,False,False,False,False
g562_real_graph_000555,65,0,0,,False,False,False,False,False,False
g562_real_graph_000556,65,5,59,-0.02093107180999998,True,False,False,False,False,False
g562_real_graph_000557,65,6,58,-0.028301886790000008,True,False,False,False,False,False
g562_real_graph_000558,65,14,45,-0.03012048192999983,True,False,False,False,False,False
g562_real_graph_000559,65,12,52,-0.10184110135000002,True,False,False,False,False,False
g562_real_graph_000560,65,21,42,-0.06613226452999998,True,False,False,False,False,False
g562_real_graph_000561,65,27,37,-0.14243375173999984,True,False,False,False,False,False
g562_real_graph_000562,65,0,0,,False,False,False,False,False,False
g562_real_graph_000563,65,0,64,,False,False,False,False,False,False
g562_real_graph_000564,65,42,0,0.0,True,False,False,False,False,False
g562_real_graph_000565,65,0,0,,False,False,False,False,False,False
g562_real_graph_000566,65,16,48,-0.05970498711999994,True,False,False,False,False,False
g562_real_graph_000567,65,0,0,,False,False,False,False,False,False
g562_real_graph_000568,65,0,0,,False,False,False,False,False,False
g562_real_graph_000569,65,0,0,,False,False,False,False,False,False
g562_real_graph_000570,65,30,34,-0.0911452184199999,True,False,False,False,False,False
g562_real_graph_000571,65,0,0,,False,False,False,False,False,False
g562_real_graph_000572,65,45,18,-0.06263102724999992,True,False,False,False,False,False
g562_real_graph_000573,62,47,16,-0.2709832134300001,True,False,False,False,False,False
g562_real_graph_000574,65,36,27,-0.0651447661500002,True,False,False,False,False,False
g562_real_graph_000575,65,13,51,-0.020460358060000017,True,False,False,False,False,False
g562_real_graph_000576,65,13,48,-0.03703703703999994,True,False,False,False,False,False
g562_real_graph_000577,65,17,46,-0.044642857139999936,True,False,False,False,False,False
g562_real_graph_000578,65,0,0,,False,False,False,False,False,False
g562_real_graph_000579,65,0,0,,False,False,False,False,False,False
g562_real_graph_000580,65,12,52,-0.036288358500000006,True,False,False,False,False,False
g562_real_graph_000581,65,0,0,,False,False,False,False,False,False
g562_real_graph_000582,65,18,46,-0.08381642511999998,True,False,False,False,False,False
g562_real_graph_000583,65,0,0,,False,False,False,False,False,False
g562_real_graph_000584,65,10,54,-0.049607623320000016,True,False,False,False,False,False
g562_real_graph_000585,65,0,0,,False,False,False,False,False,False
g562_real_graph_000586,27,19,45,-3.4004898959,True,False,False,False,False,False
g562_real_graph_000587,65,25,39,-0.08064516128999988,True,False,False,False,False,False
g562_real_graph_000588,39,2,62,-0.12903603182000012,True,False,False,False,False,False
g562_real_graph_000589,65,27,37,-0.047854785469999994,True,False,False,False,False,False
g562_real_graph_000590,65,20,44,-0.06825938567,True,False,False,False,False,False
g562_real_graph_000591,65,23,38,-0.06684491979000007,True,False,False,False,False,False
g562_real_graph_000592,65,43,21,-0.9661016949199999,True,False,False,False,False,False
g562_real_graph_000593,65,37,27,-0.08187543736999991,True,False,False,False,False,False
g562_real_graph_000594,65,25,37,-0.17730496453,True,False,False,False,False,False
g562_real_graph_000595,65,6,56,-0.027881040890000097,True,False,False,False,False,False
g562_real_graph_000596,65,0,0,,False,False,False,False,False,False
g562_real_graph_000597,65,31,33,-0.07226849583999995,True,False,False,False,False,False
g562_real_graph_000598,65,0,0,,False,False,False,False,False,False
g562_real_graph_000599,65,21,43,-0.060137457050000176,True,False,False,False,False,False
g562_real_graph_000600,65,25,35,-0.027152831660000043,True,False,False,False,False,False
g562_real_graph_000601,65,31,29,-0.052341597789999916,True,False,False,False,False,False
g562_real_graph_000602,65,39,24,-0.058297872339999834,True,False,False,False,False,False
g562_real_graph_000603,65,0,0,,False,False,False,False,False,False
g562_real_graph_000604,65,0,0,,False,False,False,False,False,False
g562_real_graph_000605,65,29,33,-0.24752475246999994,True,False,False,False,False,False
g562_real_graph_000606,65,25,39,-0.04324801411999979,True,False,False,False,False,False
g562_real_graph_000607,65,6,57,-0.06480558324999985,True,False,False,False,False,False
g562_real_graph_000608,65,40,23,-0.02775574940000003,True,False,False,False,False,False
g562_real_graph_000609,27,4,60,-0.7487064910600005,True,False,False,False,False,False
g562_real_graph_000610,65,0,0,,False,False,False,False,False,False
g562_real_graph_000611,65,27,36,-0.02846299809999997,True,False,False,False,False,False
g562_real_graph_000612,65,28,32,-0.05333333333000012,True,False,False,False,False,False
g562_real_graph_000613,24,0,64,,False,False,False,False,False,False
g562_real_graph_000614,65,0,0,,False,False,False,False,False,False
g562_real_graph_000615,65,3,61,-0.0065934065999999625,True,False,False,False,False,False
g562_real_graph_000616,65,21,43,-0.0662650602499999,True,False,False,False,False,False
g562_real_graph_000617,65,0,0,,False,False,False,False,False,False
g562_real_graph_000618,65,14,49,-0.03476669717000003,True,False,False,False,False,False
g562_real_graph_000619,65,13,49,-0.06666666666999999,True,False,False,False,False,False
g562_real_graph_000620,65,0,0,,False,False,False,False,False,False
g562_real_graph_000621,65,37,25,-0.10943396226000002,True,False,False,False,False,False
g562_real_graph_000622,65,37,27,-0.05963302751999988,True,False,False,False,False,False
g562_real_graph_000623,65,0,0,,False,False,False,False,False,False
g562_real_graph_000624,65,0,0,,False,False,False,False,False,False
g562_real_graph_000625,65,9,55,-0.04423380727000015,True,False,False,False,False,False
g562_real_graph_000626,65,7,57,-0.016555530009999986,True,False,False,False,False,False
g562_real_graph_000627,65,21,43,-0.03634669152000014,True,False,False,False,False,False
g562_real_graph_000628,65,20,43,-0.2578125,True,False,False,False,False,False
g562_real_graph_000629,34,24,40,-2.21752450981,True,False,False,False,False,False
g562_real_graph_000630,65,8,54,-0.15573770490999994,True,False,False,False,False,False
g562_real_graph_000631,65,0,0,,False,False,False,False,False,False
g562_real_graph_000632,65,0,0,,False,False,False,False,False,False
g562_real_graph_000633,63,3,61,-0.02648171499999985,True,False,False,False,False,False
g562_real_graph_000634,65,34,30,-0.04495912805999991,True,False,False,False,False,False
g562_real_graph_000635,65,0,0,,False,False,False,False,False,False
g562_real_graph_000636,65,0,0,,False,False,False,False,False,False
g562_real_graph_000637,65,21,42,-0.08357075024000005,True,False,False,False,False,False
g562_real_graph_000638,65,41,23,-0.10261569416000005,True,False,False,False,False,False
g562_real_graph_000639,65,0,0,,False,False,False,False,False,False
g562_real_graph_000640,65,0,0,,False,False,False,False,False,False
g562_real_graph_000641,65,33,31,-0.21057900883999991,True,False,False,False,False,False
g562_real_graph_000642,65,0,0,,False,False,False,False,False,False
g562_real_graph_000643,65,7,0,0.0,True,False,False,False,False,False
g562_real_graph_000644,65,25,38,-0.05415162455,True,False,False,False,False,False
g562_real_graph_000645,65,0,64,,False,False,False,False,False,False
g562_real_graph_000646,65,5,59,-0.030516431919999976,True,False,False,False,False,False
g562_real_graph_000647,65,0,0,,False,False,False,False,False,False
g562_real_graph_000648,27,6,58,-0.7475978439200004,True,False,False,False,False,False
g562_real_graph_000649,65,0,0,,False,False,False,False,False,False
g562_real_graph_000650,65,16,0,0.0,True,False,False,False,False,False
g562_real_graph_000651,65,5,58,-0.029559250459999964,True,False,False,False,False,False
g562_real_graph_000652,65,18,40,-0.057471264370000164,True,False,False,False,False,False
g562_real_graph_000653,42,2,62,-0.09002959254000009,True,False,False,False,False,False
g562_real_graph_000654,65,12,52,-0.09565504707999994,True,False,False,False,False,False
g562_real_graph_000655,65,8,56,-0.044534412950000046,True,False,False,False,False,False
g562_real_graph_000656,65,43,21,-0.10606060606,True,False,False,False,False,False
g562_real_graph_000657,65,0,0,,False,False,False,False,False,False
g562_real_graph_000658,65,5,58,-0.00888099467999992,True,False,False,False,False,False
g562_real_graph_000659,54,33,31,-4.22155342053,True,False,False,False,False,False
g562_real_graph_000660,65,21,43,-0.08156881616999989,True,False,False,False,False,False
g562_real_graph_000661,65,20,44,-0.0983469694400001,True,False,False,False,False,False
g562_real_graph_000662,65,29,34,-0.10140323007000007,True,False,False,False,False,False
g562_real_graph_000663,65,24,40,-0.031198686370000006,True,False,False,False,False,False
g562_real_graph_000664,65,28,35,-0.03708987160999988,True,False,False,False,False,False
g562_real_graph_000665,65,0,0,,False,False,False,False,False,False
g562_real_graph_000666,65,11,53,-0.031965540699999906,True,False,False,False,False,False
g562_real_graph_000667,65,4,58,-0.029684601110000042,True,False,False,False,False,False
g562_real_graph_000668,65,23,41,-0.030117270789999928,True,False,False,False,False,False
g562_real_graph_000669,52,36,28,-0.21744054359999998,True,False,False,False,False,False
g562_real_graph_000670,60,4,60,-0.04296810443999988,True,False,False,False,False,False
g562_real_graph_000671,65,14,48,-0.035443037969999924,True,False,False,False,False,False
g562_real_graph_000672,65,20,44,-0.07263064658999996,True,False,False,False,False,False
g562_real_graph_000673,65,0,0,,False,False,False,False,False,False
g562_real_graph_000674,65,12,49,-0.027087198510000077,True,False,False,False,False,False
g562_real_graph_000675,65,0,0,,False,False,False,False,False,False
g562_real_graph_000676,65,0,0,,False,False,False,False,False,False
g562_real_graph_000677,65,0,0,,False,False,False,False,False,False
g562_real_graph_000678,56,8,56,-0.044366315079999996,True,False,False,False,False,False
g562_real_graph_000679,65,0,0,,False,False,False,False,False,False
g562_real_graph_000680,65,0,0,,False,False,False,False,False,False
g562_real_graph_000681,65,15,49,-0.04910179640000001,True,False,False,False,False,False
g562_real_graph_000682,65,25,36,-0.05772811917999987,True,False,False,False,False,False
g562_real_graph_000683,65,26,38,-0.08365019011999997,True,False,False,False,False,False
g562_real_graph_000684,65,0,0,,False,False,False,False,False,False
g562_real_graph_000685,65,20,44,-0.10549343705000003,True,False,False,False,False,False
g562_real_graph_000686,65,0,0,,False,False,False,False,False,False
g562_real_graph_000687,65,0,0,,False,False,False,False,False,False
g562_real_graph_000688,65,33,30,-0.07761732851999992,True,False,False,False,False,False
g562_real_graph_000689,65,21,43,-0.05600000000000005,True,False,False,False,False,False
g562_real_graph_000690,65,10,53,-0.038543897209999844,True,False,False,False,False,False
g562_real_graph_000691,65,10,54,-0.06805555555999998,True,False,False,False,False,False
g562_real_graph_000692,65,0,0,,False,False,False,False,False,False
g562_real_graph_000693,65,24,40,-0.06153846154000009,True,False,False,False,False,False
g562_real_graph_000694,65,0,0,,False,False,False,False,False,False
g562_real_graph_000695,65,0,0,,False,False,False,False,False,False
g562_real_graph_000696,65,7,56,-0.013415892669999874,True,False,False,False,False,False
g562_real_graph_000697,65,0,0,,False,False,False,False,False,False
g562_real_graph_000698,65,24,40,-0.07586533903000015,True,False,False,False,False,False
g562_real_graph_000699,65,26,38,-0.030249110319999994,True,False,False,False,False,False
g562_real_graph_000700,65,30,33,-0.06880375294000007,True,False,False,False,False,False
g562_real_graph_000701,65,3,59,-0.039525691699999976,True,False,False,False,False,False
g562_real_graph_000702,65,0,0,,False,False,False,False,False,False
g562_real_graph_000703,65,0,0,,False,False,False,False,False,False
g562_real_graph_000704,44,20,44,-0.6459351904499999,True,False,False,False,False,False
g562_real_graph_000705,65,6,54,-0.008032128520000015,True,False,False,False,False,False
g562_real_graph_000706,49,6,58,-0.07768964816000024,True,False,False,False,False,False
g562_real_graph_000707,65,30,34,-0.05716406829000009,True,False,False,False,False,False
g562_real_graph_000708,65,2,62,-0.005115089509999837,True,False,False,False,False,False
g562_real_graph_000709,65,0,0,,False,False,False,False,False,False
g562_real_graph_000710,65,52,12,-0.51162790698,True,False,False,False,False,False
g562_real_graph_000711,65,0,0,,False,False,False,False,False,False
g562_real_graph_000712,65,18,46,-0.05725190839999983,True,False,False,False,False,False
g562_real_graph_000713,65,22,41,-0.042179261860000095,True,False,False,False,False,False
g562_real_graph_000714,65,45,19,-0.10417827298000004,True,False,False,False,False,False
g562_real_graph_000715,65,0,0,,False,False,False,False,False,False
g562_real_graph_000716,65,2,61,-0.0036363636400000843,True,False,False,False,False,False
g562_real_graph_000717,65,0,0,,False,False,False,False,False,False
g562_real_graph_000718,65,2,62,-0.007425742570000171,True,False,False,False,False,False
g562_real_graph_000719,65,0,0,,False,False,False,False,False,False
g562_real_graph_000720,65,20,43,-0.09677419355000016,True,False,False,False,False,False
g562_real_graph_000721,65,0,0,,False,False,False,False,False,False
g562_real_graph_000722,65,8,55,-0.2295081967199999,True,False,False,False,False,False
g562_real_graph_000723,65,0,0,,False,False,False,False,False,False
g562_real_graph_000724,65,0,0,,False,False,False,False,False,False
g562_real_graph_000725,65,37,27,-0.05218687872999994,True,False,False,False,False,False
g562_real_graph_000726,65,11,52,-0.037181996079999946,True,False,False,False,False,False
g562_real_graph_000727,64,28,35,-0.1404303510699998,True,False,False,False,False,False
g562_real_graph_000728,65,0,0,,False,False,False,False,False,False
g562_real_graph_000729,65,37,27,-0.12162971838999992,True,False,False,False,False,False
g562_real_graph_000730,65,0,0,,False,False,False,False,False,False
g562_real_graph_000731,65,10,54,-0.027514231499999875,True,False,False,False,False,False
g562_real_graph_000732,65,0,0,,False,False,False,False,False,False
g562_real_graph_000733,65,0,0,,False,False,False,False,False,False
g562_real_graph_000734,65,0,0,,False,False,False,False,False,False
g562_real_graph_000735,45,38,26,-5.36150524368,True,False,False,False,False,False
g562_real_graph_000736,65,16,40,-0.049751243780000065,True,False,False,False,False,False
g562_real_graph_000737,46,26,38,-0.17027027027000008,True,False,False,False,False,False
g562_real_graph_000738,65,33,31,-0.09941520468000009,True,False,False,False,False,False
g562_real_graph_000739,65,14,50,-0.3524590164000001,True,False,False,False,False,False
g562_real_graph_000740,65,3,61,-0.0039273441300000655,True,False,False,False,False,False
g562_real_graph_000741,30,0,64,,False,False,False,False,False,False
g562_real_graph_000742,65,27,36,-0.05869751498999998,True,False,False,False,False,False
g562_real_graph_000743,65,13,45,-0.03899721448000015,True,False,False,False,False,False
g562_real_graph_000744,48,32,32,-1.2756906077299999,True,False,False,False,False,False
g562_real_graph_000745,63,30,34,-0.05770046669999984,True,False,False,False,False,False
g562_real_graph_000746,65,23,41,-0.07002360345999992,True,False,False,False,False,False
g562_real_graph_000747,65,0,0,,False,False,False,False,False,False
g562_real_graph_000748,65,0,0,,False,False,False,False,False,False
g562_real_graph_000749,65,0,0,,False,False,False,False,False,False
g562_real_graph_000750,65,0,0,,False,False,False,False,False,False
g562_real_graph_000751,65,24,40,-0.050814956859999816,True,False,False,False,False,False
g562_real_graph_000752,65,41,21,-0.041547277930000126,True,False,False,False,False,False
g562_real_graph_000753,65,0,0,,False,False,False,False,False,False
g562_real_graph_000754,59,2,62,-0.020118343199999833,True,False,False,False,False,False
g562_real_graph_000755,65,6,55,-0.07936507937000004,True,False,False,False,False,False
g562_real_graph_000756,65,0,0,,False,False,False,False,False,False
g562_real_graph_000757,65,21,43,-0.04308093994000006,True,False,False,False,False,False
g562_real_graph_000758,65,0,0,,False,False,False,False,False,False
g562_real_graph_000759,65,0,0,,False,False,False,False,False,False
g562_real_graph_000760,65,41,23,-0.07362482369000012,True,False,False,False,False,False
g562_real_graph_000761,65,26,38,-0.05874840357000011,True,False,False,False,False,False
g562_real_graph_000762,65,0,0,,False,False,False,False,False,False
g562_real_graph_000763,65,0,0,,False,False,False,False,False,False
g562_real_graph_000764,65,0,0,,False,False,False,False,False,False
g562_real_graph_000765,65,18,46,-0.03372835004000008,True,False,False,False,False,False
g562_real_graph_000766,65,0,0,,False,False,False,False,False,False
g562_real_graph_000767,65,37,25,-0.05063291140000015,True,False,False,False,False,False
g562_real_graph_000768,64,3,61,-0.019900497510000115,True,False,False,False,False,False
g562_real_graph_000769,65,6,58,-0.03438685209000014,True,False,False,False,False,False
g562_real_graph_000770,65,43,21,-0.19999999999999996,True,False,False,False,False,False
g562_real_graph_000771,65,0,0,,False,False,False,False,False,False
g562_real_graph_000772,65,0,0,,False,False,False,False,False,False
g562_real_graph_000773,59,0,64,,False,False,False,False,False,False
g562_real_graph_000774,65,16,47,-0.15079365078999984,True,False,False,False,False,False
g562_real_graph_000775,65,0,0,,False,False,False,False,False,False
g562_real_graph_000776,65,0,0,,False,False,False,False,False,False
g562_real_graph_000777,27,4,60,-1.3100164589700003,True,False,False,False,False,False
g562_real_graph_000778,65,28,36,-0.09218436872999991,True,False,False,False,False,False
g562_real_graph_000779,65,1,62,-0.015384615380000133,True,False,False,False,False,False
g562_real_graph_000780,35,10,54,-2.2929975429999994,True,False,False,False,False,False
