candidate_id,candidate_family,proposal_seed,alpha_cong_committed,alpha_cong_blocked,alpha_flow_progress,alpha_flow_wait_or_nonprogress,rho_cong,rho_flow,flow_shield_beta,max_flow_shield,c_only,predicted_context_budget_pairs,predicted_improvement_context_budget_pairs,mean_predicted_new_gap_vs_old_oracle,predicted_harmful_risk,nearest_g517_failed_param_distance,nearest_old14_param_distance,too_close_to_g517_failed_candidate,surrogate_selection_score,selected_batch
repair5g518_grid_c0p95_b1p15_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,0.95,1.15,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.057201254228,0.454283772276,0.308220700148,0.317647603485,False,0.064015510812,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p25_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.25,1.25,False,37,0,0.054281132944,0.800649211008,0.750599760192,0.05,False,0.066290871109,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p15_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.15,1.25,False,37,0,0.054303904857,0.805040787432,0.757231800706,0.05,False,0.066379516668,
repair5g518_grid_c1p05_b0p95_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,1.05,0.95,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.061162187696,0.550566527358,0.308706980809,0.284429253067,False,0.069420685606,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p20_max1p25_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.2,1.25,False,37,0,0.056541871605,0.910918549585,0.752263251794,0.0,False,0.070205649849,
repair5g518_grid_c0p95_b0p95_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p60_c0,static_boundary,static_boundary_grid,0.95,0.95,1.0,0.8,0.95,1.0,0.25,0.6,False,37,0,0.062677415951,0.581967191297,0.308706980809,0.284429253067,False,0.07140692382,
repair5g518_grid_c1p50_b1p50_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.5,1.5,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.084435929651,0.599942964828,0.636396103068,1.06066017178,False,0.093435074124,
repair5g518_grid_c1p30_b1p50_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.3,1.5,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.085831077622,0.613941920517,0.514781507049,1.031988372028,False,0.09504020643,
repair5g518_grid_c1p15_b1p50_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.15,1.5,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.087111474342,0.633879228746,0.460977222865,1.03561575886,False,0.096619662773,
repair5g518_grid_c1p50_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.5,1.25,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.087338426336,0.640930100282,0.49244289009,1.030776406404,False,0.09695237784,
repair5g518_grid_c1p00_b1p50_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.0,1.5,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.088730024694,0.669897923236,0.452769256907,1.06066017178,False,0.098778493543,
repair5g518_grid_c1p50_b1p00_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.5,1.0,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.088925845532,0.669530872744,0.452769256907,1.06066017178,False,0.098968808624,
repair5g518_grid_c1p30_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.3,1.25,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.090137916948,0.659430666961,0.320156211872,1.001249219725,False,0.100029376953,
repair5g518_grid_c1p15_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.15,1.25,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.094360714538,0.70455800736,0.22360679775,1.004987562112,False,0.104929084649,
repair5g518_grid_c1p30_b1p00_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.3,1.0,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.094131113853,0.720033519345,0.25495097568,1.031988372028,False,0.104931616643,
repair5g518_grid_c1p00_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.0,1.25,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.097145624198,0.754636927136,0.206155281281,1.030776406404,False,0.108465178105,
repair5g518_grid_c1p15_b1p00_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.15,1.0,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.104302661193,0.829054000769,0.111803398875,1.03561575886,False,0.116738471205,
repair5g518_grid_c1p00_b1p00_f1p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,static_boundary_c_only,c_only_grid,1.0,1.0,1.0,0.75,0.95,1.0,0.0,0.0,True,37,0,0.108546272264,0.871921302567,0.070710678119,1.06066017178,False,0.121625091803,
