normalized_context_key,short_budget_ms,candidate_id,target_teacher_param_vector,target_teacher_region,target_teacher_action_class,target_teacher_residual_vs_additive,target_teacher_congestion_component,target_teacher_flow_component,target_teacher_priority_block_adjustment,target_teacher_failed_candidate_adjustment,target_teacher_goal_progress_adjustment,target_teacher_wait_nonprogress_adjustment,edge_update_teacher_proxy_only,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
warehouse-10-20-10-2-1|a100|s147|it0|14650fb0739d0383,2000,repair5g522_grid_c0p90_b1p30_f1p00_w0p40_dc0p95_df1p00_beta0p30_max0p75_c0,0.9|1.3|1.0|0.4|0.95|1.0|0.3|0.75,A_g518_winner_neighborhood,old14_select,True,1.3,1.0,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s148|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s148|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s149|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s149|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s150|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s150|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s151|it0|14650fb0739d0383,1000,repair5g522_grid_c0p90_b1p30_f1p00_w0p40_dc0p95_df1p00_beta0p30_max0p75_c0,0.9|1.3|1.0|0.4|0.95|1.0|0.3|0.75,A_g518_winner_neighborhood,old14_select,True,1.3,1.0,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s151|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s152|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s152|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s153|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s153|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s154|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s154|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s155|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a100|s155|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s146|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,abstain_due_risk,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s146|it0|14650fb0739d0383,2000,repair5g522_grid_c0p85_b1p24_f0p87_w0p48_dc0p95_df0p98_beta0p65_max0p99_c0,0.85|1.24|0.87|0.48|0.95|0.98|0.65|0.99,D_fractional_coverage,abstain_due_risk,True,1.24,0.87,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s147|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s147|it0|14650fb0739d0383,2000,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.9|1.65|1.0|0.45|0.95|1.0|0.35|0.75,g518_retained,abstain_due_risk,True,1.65,1.0,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s148|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s148|it0|14650fb0739d0383,2000,repair5g59_wait_aggressive,1.25|1.25|1.0|1.0|0.95|1.0|0.35|0.75,old14,abstain_due_risk,True,1.25,1.0,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s149|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s149|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s150|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,abstain_due_risk,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s150|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,abstain_due_risk,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s151|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s151|it0|14650fb0739d0383,2000,repair5g59_additive_fallback,1.0|1.0|0.0|1.0|1.0|1.0|0.0|0.0,old14,abstain_due_risk,True,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s152|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s152|it0|14650fb0739d0383,2000,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.9|1.5|1.0|0.45|0.95|1.0|0.45|0.75,g518_retained,abstain_due_risk,True,1.5,1.0,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s153|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s153|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s154|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s154|it0|14650fb0739d0383,2000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s155|it0|14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,0.83|1.5|1.04|0.64|0.97|1.0|0.68|1.0,D_fractional_coverage,old14_select,True,1.5,1.04,0.0,1.0,0.0,0.0,True,False,False,False,False,False
warehouse-10-20-10-2-1|a50|s155|it0|14650fb0739d0383,2000,repair5g59_additive_fallback,1.0|1.0|0.0|1.0|1.0|1.0|0.0|0.0,old14,abstain_due_risk,True,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False,False
