panel_row_id,g560_evaluation_uid,split,map,map_family,agent_count,seed,budget_ms,alpha_to_real_positive_safe_target,best_observed_positive_quality_delta_vs_g556,source_positive_rows,requires_exact_materialization_before_claim,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g562_alpha_00000613,17e6ee2beeb2489fc8cd97892fe55e36255f03fcfaf8d8052443712e6e82c921,train,g559-synth-connector-32,irregular_bottleneck,16,8524,500,0.75,-0.07471264368000008,19,True,1.2827593088150024,1.0824651718139648,1.2525403499603271,0.6882027983665466,0.6958261132240295,0.9723972678184509,0.6921650171279907,0.9802155494689941,0.9933239221572876,0.7318201065063477,0.6145526170730591,0.42499738931655884,0.9552352428436279,0.9429788589477539,10.993912696838379,1,0,0,False,False,False,False,False
g562_alpha_00000614,17e6ee2beeb2489fc8cd97892fe55e36255f03fcfaf8d8052443712e6e82c921,train,g559-synth-connector-32,irregular_bottleneck,16,8524,500,1.0,-0.07471264368000008,19,True,1.293679118156433,1.0572855472564697,1.2533870935440063,0.6676037311553955,0.6777681708335876,0.9497498273849487,0.6917980313301086,0.9803087711334229,0.9910985827445984,0.7477083802223206,0.6027368307113647,0.45482611656188965,0.9873116612434387,0.9239718317985535,11.060795783996582,1,0,0,False,False,False,False,False
g562_alpha_00000615,18008e6899350b99154b49eb4b10b18ea4d99583593d903a70a9f29a851ffd30,validation,g559-synth-game-den-32,game,16,7522,2000,0.0,-0.07414104883000006,23,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000616,18008e6899350b99154b49eb4b10b18ea4d99583593d903a70a9f29a851ffd30,validation,g559-synth-game-den-32,game,16,7522,2000,0.25,-0.07414104883000006,23,True,1.2266323566436768,1.1494228839874268,1.2751803398132324,0.7523640990257263,0.7868615984916687,1.0624010562896729,0.6914390921592712,0.9795240163803101,0.9985091686248779,0.6929402351379395,0.653300404548645,0.35958755016326904,0.9055793881416321,0.9894252419471741,10.741819381713867,1,0,0,False,False,False,False,False
g562_alpha_00000617,18008e6899350b99154b49eb4b10b18ea4d99583593d903a70a9f29a851ffd30,validation,g559-synth-game-den-32,game,16,7522,2000,0.5,-0.07414104883000006,23,True,1.2032647132873535,1.1408416032791138,1.3003607988357544,0.7547281980514526,0.8237231969833374,1.0844624042510986,0.6896123886108398,0.9791122078895569,0.9970183372497559,0.7017252445220947,0.6566007733345032,0.3836638331413269,0.952152669429779,0.9788504838943481,10.690374374389648,1,0,0,False,False,False,False,False
g562_alpha_00000618,18008e6899350b99154b49eb4b10b18ea4d99583593d903a70a9f29a851ffd30,validation,g559-synth-game-den-32,game,16,7522,2000,0.75,-0.07414104883000006,23,True,1.1798970699310303,1.1322603225708008,1.3255412578582764,0.7570922374725342,0.8605847358703613,1.1065237522125244,0.6877856254577637,0.9787003993988037,0.995527446269989,0.7105101346969604,0.6599011421203613,0.40774011611938477,0.9987260103225708,0.9682756662368774,10.63892936706543,1,0,0,False,False,False,False,False
g562_alpha_00000619,18008e6899350b99154b49eb4b10b18ea4d99583593d903a70a9f29a851ffd30,validation,g559-synth-game-den-32,game,16,7522,2000,1.0,-0.07414104883000006,23,True,1.156529426574707,1.1236790418624878,1.3507215976715088,0.7594563364982605,0.89744633436203,1.1285852193832397,0.6859588623046875,0.9782885909080505,0.9940366148948669,0.719295084476471,0.6632015705108643,0.43181636929512024,1.0452992916107178,0.9577009081840515,10.587485313415527,1,0,0,False,False,False,False,False
g562_alpha_00000620,181ce9f889d3fd0e33e5fe0fd3cd2a69b942e3b7d7bd6e6b432a122d55619a11,train,g559-synth-loop-chain-36,irregular_bottleneck,64,7494,2000,0.0,-0.04024390244000009,4,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000621,181ce9f889d3fd0e33e5fe0fd3cd2a69b942e3b7d7bd6e6b432a122d55619a11,train,g559-synth-loop-chain-36,irregular_bottleneck,64,7494,2000,0.25,-0.04024390244000009,4,True,1.278494119644165,1.1605916023254395,1.2280824184417725,0.7745476365089417,0.766268253326416,1.0565135478973389,0.6929984092712402,0.981059730052948,0.9965265989303589,0.6759180426597595,0.6609960198402405,0.3426089286804199,0.8580899834632874,0.9993317723274231,10.76014232635498,1,0,0,False,False,False,False,False
g562_alpha_00000622,181ce9f889d3fd0e33e5fe0fd3cd2a69b942e3b7d7bd6e6b432a122d55619a11,train,g559-synth-loop-chain-36,irregular_bottleneck,64,7494,2000,0.5,-0.04024390244000009,4,True,1.3069881200790405,1.1631790399551392,1.2061647176742554,0.7990952730178833,0.7825365662574768,1.0726872682571411,0.6927309632301331,0.9821836352348328,0.9930532574653625,0.6676807999610901,0.6719920635223389,0.3497065603733063,0.8571738004684448,0.9986635446548462,10.727020263671875,1,0,0,False,False,False,False,False
g562_alpha_00000623,181ce9f889d3fd0e33e5fe0fd3cd2a69b942e3b7d7bd6e6b432a122d55619a11,train,g559-synth-loop-chain-36,irregular_bottleneck,64,7494,2000,0.75,-0.04024390244000009,4,True,1.335482120513916,1.1657664775848389,1.1842470169067383,0.823642909526825,0.7988048791885376,1.0888609886169434,0.6924635171890259,0.9833075404167175,0.9895799160003662,0.6594434976577759,0.6829880475997925,0.3568041920661926,0.8562576770782471,0.9979952573776245,10.69389820098877,1,0,0,False,False,False,False,False
g562_alpha_00000624,181ce9f889d3fd0e33e5fe0fd3cd2a69b942e3b7d7bd6e6b432a122d55619a11,train,g559-synth-loop-chain-36,irregular_bottleneck,64,7494,2000,1.0,-0.04024390244000009,4,True,1.363976240158081,1.1683539152145386,1.1623294353485107,0.8481905460357666,0.8150731325149536,1.1050348281860352,0.6921960711479187,0.9844314455986023,0.9861065149307251,0.6512062549591064,0.6939840912818909,0.36390185356140137,0.8553416132926941,0.9973270297050476,10.66077709197998,1,0,0,False,False,False,False,False
g562_alpha_00000625,1824fec2d312625c497b17125d40be4e793f91f68c4929f5fd81aaa3b4567ed6,train,g559-synth-game-brc-32,game,32,8651,5000,0.0,-0.008453085380000003,7,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000626,1824fec2d312625c497b17125d40be4e793f91f68c4929f5fd81aaa3b4567ed6,train,g559-synth-game-brc-32,game,32,8651,5000,0.25,-0.008453085380000003,7,True,1.1981788873672485,1.1637928485870361,1.2070115804672241,0.7572215795516968,0.7551305294036865,1.042423129081726,0.6871719360351562,0.9819898009300232,0.9983901977539062,0.663030207157135,0.6551379561424255,0.3479720950126648,0.8752064108848572,0.9920884966850281,10.745160102844238,1,0,0,False,False,False,False,False
g562_alpha_00000627,1824fec2d312625c497b17125d40be4e793f91f68c4929f5fd81aaa3b4567ed6,train,g559-synth-game-brc-32,game,32,8651,5000,0.5,-0.008453085380000003,7,True,1.146357774734497,1.169581651687622,1.1640231609344482,0.7644430994987488,0.760261058807373,1.044506549835205,0.6810779571533203,0.9840438365936279,0.9967804551124573,0.6419051885604858,0.660275936126709,0.36043286323547363,0.8914066553115845,0.9841769933700562,10.69705581665039,1,0,0,False,False,False,False,False
g562_alpha_00000628,1824fec2d312625c497b17125d40be4e793f91f68c4929f5fd81aaa3b4567ed6,train,g559-synth-game-brc-32,game,32,8651,5000,0.75,-0.008453085380000003,7,True,1.0945366621017456,1.1753703355789185,1.1210347414016724,0.7716646194458008,0.7653915882110596,1.0465898513793945,0.6749840974807739,0.9860978126525879,0.9951707124710083,0.6207801103591919,0.6654139757156372,0.37289369106292725,0.9076069593429565,0.9762654304504395,10.64895248413086,1,0,0,False,False,False,False,False
g562_alpha_00000629,1824fec2d312625c497b17125d40be4e793f91f68c4929f5fd81aaa3b4567ed6,train,g559-synth-game-brc-32,game,32,8651,5000,1.0,-0.008453085380000003,7,True,1.0427155494689941,1.1811590194702148,1.0780463218688965,0.7788861989974976,0.7705221176147461,1.0486732721328735,0.668890118598938,0.9881517887115479,0.9935609102249146,0.5996549725532532,0.6705519556999207,0.38535448908805847,0.9238073229789734,0.9683539271354675,10.600849151611328,1,0,0,False,False,False,False,False
g562_alpha_00000630,1847b0ce50520ab00d083831ac96384fa8380b7aa8a16f3cfc06ebf0332c26f1,train,g559-synth-connector-32,irregular_bottleneck,16,8164,500,0.0,-0.06707317073000008,16,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000631,1847b0ce50520ab00d083831ac96384fa8380b7aa8a16f3cfc06ebf0332c26f1,train,g559-synth-connector-32,irregular_bottleneck,16,8164,500,0.25,-0.06707317073000008,16,True,1.2301578521728516,1.1579469442367554,1.2482295036315918,0.7831733822822571,0.7579841017723083,1.0182996988296509,0.711711049079895,0.9784108996391296,0.9981385469436646,0.6901732683181763,0.6739158630371094,0.3479456901550293,0.8815621733665466,0.9829877614974976,10.687935829162598,1,0,0,False,False,False,False,False
g562_alpha_00000632,1847b0ce50520ab00d083831ac96384fa8380b7aa8a16f3cfc06ebf0332c26f1,train,g559-synth-connector-32,irregular_bottleneck,16,8164,500,0.5,-0.06707317073000008,16,True,1.2103157043457031,1.1578898429870605,1.2464590072631836,0.8163467645645142,0.7659682035446167,0.9962596893310547,0.7301563024520874,0.976885974407196,0.9962770938873291,0.6961911916732788,0.6978317499160767,0.3603801131248474,0.9041181802749634,0.9659755229949951,10.582608222961426,1,0,0,False,False,False,False,False
g562_alpha_00000633,1847b0ce50520ab00d083831ac96384fa8380b7aa8a16f3cfc06ebf0332c26f1,train,g559-synth-connector-32,irregular_bottleneck,16,8164,500,0.75,-0.06707317073000008,16,True,1.1904735565185547,1.1578326225280762,1.244688630104065,0.849520206451416,0.7739523649215698,0.9742196798324585,0.7486015558242798,0.9753610491752625,0.9944156408309937,0.7022091150283813,0.721747636795044,0.3728145360946655,0.9266742467880249,0.9489632248878479,10.477280616760254,1,0,0,False,False,False,False,False
g562_alpha_00000634,1847b0ce50520ab00d083831ac96384fa8380b7aa8a16f3cfc06ebf0332c26f1,train,g559-synth-connector-32,irregular_bottleneck,16,8164,500,1.0,-0.06707317073000008,16,True,1.1706314086914062,1.1577754020690918,1.2429181337356567,0.8826935887336731,0.7819364666938782,0.9521796703338623,0.7670468091964722,0.9738361239433289,0.9925541877746582,0.7082270383834839,0.7456635236740112,0.38524892926216125,0.9492303729057312,0.9319509863853455,10.371953010559082,1,0,0,False,False,False,False,False
g562_alpha_00000635,18f3c385c5f38f21f78bd4acc6f3d6b6cb6666e5b6ce1bc28a3133f02ddd622a,train,g559-synth-corners-34,irregular_bottleneck,32,8333,1000,0.0,-0.08542713567999982,20,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000636,18f3c385c5f38f21f78bd4acc6f3d6b6cb6666e5b6ce1bc28a3133f02ddd622a,train,g559-synth-corners-34,irregular_bottleneck,32,8333,1000,0.25,-0.08542713567999982,20,True,1.214221477508545,1.1786401271820068,1.2531393766403198,0.7558573484420776,0.7654783129692078,1.0337108373641968,0.7118574380874634,0.979261040687561,0.9990643262863159,0.7080191969871521,0.6674433350563049,0.3325742483139038,0.8806845545768738,0.9868091940879822,10.75510025024414,1,0,0,False,False,False,False,False
g562_alpha_00000637,18f3c385c5f38f21f78bd4acc6f3d6b6cb6666e5b6ce1bc28a3133f02ddd622a,train,g559-synth-corners-34,irregular_bottleneck,32,8333,1000,0.5,-0.08542713567999982,20,True,1.1784428358078003,1.1992762088775635,1.2562787532806396,0.7617146968841553,0.7809566259384155,1.0270819664001465,0.7304490208625793,0.9785863161087036,0.9981286525726318,0.7318831086158752,0.6848866939544678,0.32963722944259644,0.9023630023002625,0.9736183881759644,10.716936111450195,1,0,0,False,False,False,False,False
g562_alpha_00000638,18f3c385c5f38f21f78bd4acc6f3d6b6cb6666e5b6ce1bc28a3133f02ddd622a,train,g559-synth-corners-34,irregular_bottleneck,32,8333,1000,0.75,-0.08542713567999982,20,True,1.1426641941070557,1.2199122905731201,1.25941801071167,0.7675720453262329,0.7964349389076233,1.0204532146453857,0.7490406036376953,0.977911651134491,0.997192919254303,0.7557469606399536,0.7023299932479858,0.32670021057128906,0.9240415096282959,0.9604276418685913,10.67877197265625,1,0,0,False,False,False,False,False
g562_alpha_00000639,18f3c385c5f38f21f78bd4acc6f3d6b6cb6666e5b6ce1bc28a3133f02ddd622a,train,g559-synth-corners-34,irregular_bottleneck,32,8333,1000,1.0,-0.08542713567999982,20,True,1.1068856716156006,1.2405482530593872,1.2625573873519897,0.7734293937683105,0.811913251876831,1.0138243436813354,0.7676321864128113,0.9772368669509888,0.9962572455406189,0.7796108722686768,0.7197733521461487,0.3237631618976593,0.9457199573516846,0.9472368359565735,10.640608787536621,1,0,0,False,False,False,False,False
g562_alpha_00000640,194207df6e955c8e6e33f9a4c2c436d2c02ba99412670bed9d0ecd78920b1050,validation,maze-36-32-4,maze,32,8807,5000,0.0,-0.05777400169999991,23,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000641,194207df6e955c8e6e33f9a4c2c436d2c02ba99412670bed9d0ecd78920b1050,validation,maze-36-32-4,maze,32,8807,5000,0.25,-0.05777400169999991,23,True,1.2380670309066772,1.1528725624084473,1.2641382217407227,0.7565429210662842,0.7763234376907349,1.0509605407714844,0.7114530801773071,0.9785498976707458,0.9981423616409302,0.6938503980636597,0.6437874436378479,0.33204013109207153,0.8639771938323975,0.9920792579650879,10.809240341186523,1,0,0,False,False,False,False,False
g562_alpha_00000642,194207df6e955c8e6e33f9a4c2c436d2c02ba99412670bed9d0ecd78920b1050,validation,maze-36-32-4,maze,32,8807,5000,0.5,-0.05777400169999991,23,True,1.2261340618133545,1.1477410793304443,1.2782763242721558,0.7630857825279236,0.8026468753814697,1.0615813732147217,0.7296403646469116,0.9771640300750732,0.9962846636772156,0.7035454511642456,0.6375749111175537,0.3285689353942871,0.8689483404159546,0.984158456325531,10.825216293334961,1,0,0,False,False,False,False,False
g562_alpha_00000643,194207df6e955c8e6e33f9a4c2c436d2c02ba99412670bed9d0ecd78920b1050,validation,maze-36-32-4,maze,32,8807,5000,0.75,-0.05777400169999991,23,True,1.2142012119293213,1.1426095962524414,1.2924144268035889,0.769628643989563,0.8289703130722046,1.072202205657959,0.7478276491165161,0.9757781624794006,0.994426965713501,0.7132405042648315,0.6313624382019043,0.32509779930114746,0.8739194869995117,0.9762376546859741,10.841193199157715,1,0,0,False,False,False,False,False
g562_alpha_00000644,194207df6e955c8e6e33f9a4c2c436d2c02ba99412670bed9d0ecd78920b1050,validation,maze-36-32-4,maze,32,8807,5000,1.0,-0.05777400169999991,23,True,1.2022682428359985,1.137477993965149,1.3065526485443115,0.7761715650558472,0.8552937507629395,1.0828231573104858,0.7660149335861206,0.9743922352790833,0.9925693273544312,0.7229355573654175,0.6251499056816101,0.3216266334056854,0.8788905739784241,0.968316912651062,10.857170104980469,1,0,0,False,False,False,False,False
g562_alpha_00000645,198cfd6ea5d7fac1719b75f97269902bf0dbb0d37538e3c3a143897baf915113,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8358,2000,0.0,-5.822891566260001,43,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000646,198cfd6ea5d7fac1719b75f97269902bf0dbb0d37538e3c3a143897baf915113,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8358,2000,0.25,-5.822891566260001,43,True,1.2273468971252441,1.1693564653396606,1.2579272985458374,0.745811402797699,0.775952160358429,1.026292324066162,0.6938180923461914,0.9795787334442139,0.9983967542648315,0.6846142411231995,0.6348052024841309,0.3392493724822998,0.8820289969444275,0.9852122068405151,10.775222778320312,1,0,0,False,False,False,False,False
g562_alpha_00000647,198cfd6ea5d7fac1719b75f97269902bf0dbb0d37538e3c3a143897baf915113,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8358,2000,0.5,-5.822891566260001,43,True,1.2046936750411987,1.180708885192871,1.2658545970916748,0.741622805595398,0.8019043207168579,1.0122450590133667,0.6943703293800354,0.9792217016220093,0.9967935085296631,0.6850731372833252,0.6196103692054749,0.34298741817474365,0.9050519466400146,0.970424473285675,10.757181167602539,1,0,0,False,False,False,False,False
g562_alpha_00000648,198cfd6ea5d7fac1719b75f97269902bf0dbb0d37538e3c3a143897baf915113,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8358,2000,0.75,-5.822891566260001,43,True,1.1820404529571533,1.192061185836792,1.2737817764282227,0.7374342679977417,0.8278564214706421,0.9981976747512817,0.6949225664138794,0.9788646101951599,0.9951902627944946,0.6855320930480957,0.6044155359268188,0.3467254638671875,0.928074836730957,0.955636739730835,10.739140510559082,1,0,0,False,False,False,False,False
g562_alpha_00000649,198cfd6ea5d7fac1719b75f97269902bf0dbb0d37538e3c3a143897baf915113,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8358,2000,1.0,-5.822891566260001,43,True,1.1593873500823975,1.203413486480713,1.28170907497406,0.7332456707954407,0.853808581829071,0.9841503500938416,0.6954748034477234,0.9785075187683105,0.9935870170593262,0.6859909892082214,0.5892207622528076,0.3504635691642761,0.9510977864265442,0.9408489465713501,10.721099853515625,1,0,0,False,False,False,False,False
g562_alpha_00000650,19bb3c187aba28814d438af74eb2742cb1c17b560f69790d6e96524d31996e17,validation,empty-16-16,empty,32,7433,1000,0.0,-0.051282051290000075,14,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000651,19bb3c187aba28814d438af74eb2742cb1c17b560f69790d6e96524d31996e17,validation,empty-16-16,empty,32,7433,1000,0.25,-0.051282051290000075,14,True,1.229274034500122,1.1535676717758179,1.2566322088241577,0.7447611093521118,0.8006893992424011,1.070083737373352,0.6582443118095398,0.9798235893249512,0.9982089996337891,0.6612534523010254,0.6455863118171692,0.34131860733032227,0.8999940156936646,0.9875642657279968,10.71923828125,1,0,0,False,False,False,False,False
g562_alpha_00000652,19bb3c187aba28814d438af74eb2742cb1c17b560f69790d6e96524d31996e17,validation,empty-16-16,empty,32,7433,1000,0.5,-0.051282051290000075,14,True,1.2085479497909546,1.1491312980651855,1.2632644176483154,0.7395221590995789,0.8513787984848022,1.099827766418457,0.623222827911377,0.9797113537788391,0.9964179396629333,0.638351559638977,0.6411726474761963,0.34712594747543335,0.940981924533844,0.9751285314559937,10.645212173461914,1,0,0,False,False,False,False,False
g562_alpha_00000653,19bb3c187aba28814d438af74eb2742cb1c17b560f69790d6e96524d31996e17,validation,empty-16-16,empty,32,7433,1000,0.75,-0.051282051290000075,14,True,1.187821865081787,1.1446948051452637,1.2698965072631836,0.7342832088470459,0.9020681381225586,1.129571795463562,0.5882013440132141,0.979599118232727,0.9946268796920776,0.6154496669769287,0.6367589831352234,0.35293328762054443,0.9819698333740234,0.9626928567886353,10.571186065673828,1,0,0,False,False,False,False,False
g562_alpha_00000654,19bb3c187aba28814d438af74eb2742cb1c17b560f69790d6e96524d31996e17,validation,empty-16-16,empty,32,7433,1000,1.0,-0.051282051290000075,14,True,1.1670958995819092,1.1402583122253418,1.2765287160873413,0.7290443181991577,0.9527575373649597,1.159315824508667,0.5531798005104065,0.979486882686615,0.9928358793258667,0.5925478339195251,0.6323453187942505,0.3587406277656555,1.0229578018188477,0.9502571225166321,10.497160911560059,1,0,0,False,False,False,False,False
g562_alpha_00000655,19d4808f55c7c603c4d450a668cb931178a9427b888c6e76588f24a0279eb8e4,validation,maze-32-32-2,maze,16,7510,2000,0.0,-0.03296703296000003,21,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000656,19d4808f55c7c603c4d450a668cb931178a9427b888c6e76588f24a0279eb8e4,validation,maze-32-32-2,maze,16,7510,2000,0.25,-0.03296703296000003,21,True,1.258770227432251,1.141090989112854,1.2701386213302612,0.7452106475830078,0.7531178593635559,1.035426139831543,0.7096385955810547,0.9798613786697388,0.9983419179916382,0.6845867037773132,0.6510677337646484,0.3628072738647461,0.8985857963562012,0.9956149458885193,10.731674194335938,1,0,0,False,False,False,False,False
g562_alpha_00000657,19d4808f55c7c603c4d450a668cb931178a9427b888c6e76588f24a0279eb8e4,validation,maze-32-32-2,maze,16,7510,2000,0.5,-0.03296703296000003,21,True,1.267540454864502,1.1241779327392578,1.2902772426605225,0.7404212951660156,0.7562357187271118,1.0305125713348389,0.726011335849762,0.9797869324684143,0.9966838359832764,0.6850180625915527,0.6521354913711548,0.390103280544281,0.9381654262542725,0.9912298917770386,10.670083999633789,1,0,0,False,False,False,False,False
g562_alpha_00000658,19d4808f55c7c603c4d450a668cb931178a9427b888c6e76588f24a0279eb8e4,validation,maze-32-32-2,maze,16,7510,2000,0.75,-0.03296703296000003,21,True,1.2763105630874634,1.1072648763656616,1.3104158639907837,0.7356320023536682,0.7593536376953125,1.0255990028381348,0.7423840761184692,0.9797124862670898,0.9950257539749146,0.685449481010437,0.6532032489776611,0.4173992872238159,0.9777450561523438,0.9868448376655579,10.60849380493164,1,0,0,False,False,False,False,False
g562_alpha_00000659,19d4808f55c7c603c4d450a668cb931178a9427b888c6e76588f24a0279eb8e4,validation,maze-32-32-2,maze,16,7510,2000,1.0,-0.03296703296000003,21,True,1.2850807905197144,1.0903517007827759,1.330554485321045,0.730842649936676,0.7624714970588684,1.0206853151321411,0.7587568163871765,0.9796380400657654,0.9933676719665527,0.6858808398246765,0.6542710661888123,0.44469529390335083,1.0173248052597046,0.9824597835540771,10.546903610229492,1,0,0,False,False,False,False,False
g562_alpha_00000660,19eba1ff626f94dbc048779fdd6bd6a3ff8b780601d843f14059178c83a2030c,train,g559-synth-tunnel-38,irregular_bottleneck,96,7855,5000,0.0,-0.06372275013999995,20,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000661,19eba1ff626f94dbc048779fdd6bd6a3ff8b780601d843f14059178c83a2030c,train,g559-synth-tunnel-38,irregular_bottleneck,96,7855,5000,0.25,-0.06372275013999995,20,True,1.2620645761489868,1.1527786254882812,1.2408623695373535,0.7435476183891296,0.7361895442008972,1.0139044523239136,0.7221037149429321,0.9784573316574097,0.998460054397583,0.6604536771774292,0.6606488823890686,0.32601821422576904,0.846731424331665,0.9881483316421509,10.754834175109863,1,0,0,False,False,False,False,False
g562_alpha_00000662,19eba1ff626f94dbc048779fdd6bd6a3ff8b780601d843f14059178c83a2030c,train,g559-synth-tunnel-38,irregular_bottleneck,96,7855,5000,0.5,-0.06372275013999995,20,True,1.2741291522979736,1.1475529670715332,1.231724739074707,0.7370952367782593,0.7223790884017944,0.9874692559242249,0.7509416341781616,0.9769788384437561,0.9969201683998108,0.6367521286010742,0.6712977886199951,0.3165251314640045,0.834456741809845,0.9762967228889465,10.71640396118164,1,0,0,False,False,False,False,False
g562_alpha_00000663,19eba1ff626f94dbc048779fdd6bd6a3ff8b780601d843f14059178c83a2030c,train,g559-synth-tunnel-38,irregular_bottleneck,96,7855,5000,0.75,-0.06372275013999995,20,True,1.286193609237671,1.1423274278640747,1.2225871086120605,0.7306429147720337,0.7085685729980469,0.9610339999198914,0.7797795534133911,0.9755003452301025,0.9953802824020386,0.6130505204200745,0.6819466352462769,0.30703204870224,0.8221820592880249,0.9644451141357422,10.677974700927734,1,0,0,False,False,False,False,False
g562_alpha_00000664,19eba1ff626f94dbc048779fdd6bd6a3ff8b780601d843f14059178c83a2030c,train,g559-synth-tunnel-38,irregular_bottleneck,96,7855,5000,1.0,-0.06372275013999995,20,True,1.2982581853866577,1.1371018886566162,1.213449478149414,0.7241905331611633,0.6947581171989441,0.9345988035202026,0.8086174726486206,0.974021852016449,0.9938403367996216,0.5893489122390747,0.6925955414772034,0.29753899574279785,0.8099074363708496,0.9525934457778931,10.639545440673828,1,0,0,False,False,False,False,False
g562_alpha_00000665,19f8802301de324173d30136549b69d526b08f819f5d7988239677ec7cbc1741,train,empty-32-32,empty,64,7098,2000,0.0,-0.026180698149999904,42,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000666,19f8802301de324173d30136549b69d526b08f819f5d7988239677ec7cbc1741,train,empty-32-32,empty,64,7098,2000,0.25,-0.026180698149999904,42,True,1.216872215270996,1.155857801437378,1.2385751008987427,0.754399299621582,0.7463244199752808,1.0249128341674805,0.6917149424552917,0.9807326197624207,0.9987969398498535,0.6728177070617676,0.6449158787727356,0.33864521980285645,0.8558501601219177,0.982252836227417,10.738651275634766,1,0,0,False,False,False,False,False
g562_alpha_00000667,19f8802301de324173d30136549b69d526b08f819f5d7988239677ec7cbc1741,train,empty-32-32,empty,64,7098,2000,0.5,-0.026180698149999904,42,True,1.1837444305419922,1.1537114381790161,1.2271502017974854,0.7587985992431641,0.7426488399505615,1.0094859600067139,0.6901640892028809,0.9815294146537781,0.997593879699707,0.6614800691604614,0.6398317813873291,0.3417791724205017,0.8526941537857056,0.964505672454834,10.684038162231445,1,0,0,False,False,False,False,False
g562_alpha_00000668,19f8802301de324173d30136549b69d526b08f819f5d7988239677ec7cbc1741,train,empty-32-32,empty,64,7098,2000,0.75,-0.026180698149999904,42,True,1.1506166458129883,1.1515650749206543,1.2157254219055176,0.7631978392601013,0.7389732599258423,0.9940590858459473,0.6886131763458252,0.9823262095451355,0.9963908195495605,0.6501424312591553,0.6347476243972778,0.344913125038147,0.8495382070541382,0.9467585682868958,10.629426002502441,1,0,0,False,False,False,False,False
