context_key,context_id,topology_id,map_family,agent_count,budget_ms,oracle_theta_id,oracle_topk_theta_ids,no_safe_improvement,safe_candidate_count,safe_improving_candidate_count,oracle_quality_delta_vs_g556,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
random-32-32-10|25|111045|1000|b1000_short500_t200_i2,random-32-32-10|a25|s111045|it0|g557_label_matrix_random_32_32_10_a25_s111045_hb1000_short500_t200_i2_b1000,,random,25,1000,g557_gcst_00017,g557_gcst_00017;g557_gcst_00047;g557_gcst_00057;g557_gcst_00077;g557_gcst_00156,False,512,116,-0.02120141343,False,False,False,False,False
random-32-32-10|25|111079|5000|b5000_short1000_t200_i2,random-32-32-10|a25|s111079|it0|g557_label_matrix_random_32_32_10_a25_s111079_hb5000_short1000_t200_i2_b5000,,random,25,5000,g557_gcst_00006,g557_gcst_00006;g557_gcst_00042;g557_gcst_00083;g557_gcst_00102;g557_gcst_00133,False,512,245,-0.03052064632,False,False,False,False,False
random-64-64-20|25|109398|5000|b5000_short1000_t200_i8,random-64-64-20|a25|s109398|it0|g557_label_matrix_random_64_64_20_a25_s109398_hb5000_short1000_t200_i8_b5000,,random,25,5000,g557_gcst_00089,g557_gcst_00089;g557_gcst_00198;g557_gcst_00092;g557_gcst_00322;g557_gcst_00382,False,512,291,-0.03759398496,False,False,False,False,False
random-32-32-20|25|111523|500|b500_short1000_t050_i4,random-32-32-20|a25|s111523|it0|g557_label_matrix_random_32_32_20_a25_s111523_hb500_short1000_t050_i4_b500,,random,25,500,g557_gcst_00152,g557_gcst_00152;g557_gcst_00198;g557_gcst_00188;g557_gcst_00279;g557_gcst_00142,False,512,32,-0.01398601399,False,False,False,False,False
random-32-32-20|25|111557|5000|b5000_short2000_t050_i4,random-32-32-20|a25|s111557|it0|g557_label_matrix_random_32_32_20_a25_s111557_hb5000_short2000_t050_i4_b5000,,random,25,5000,g557_gcst_00037,g557_gcst_00037;g557_gcst_00081;g557_gcst_00171;g557_gcst_00295;g557_gcst_00350,False,512,129,-0.0315614618,False,False,False,False,False
random-32-32-10|25|111525|1000|b1000_short1000_t050_i4,random-32-32-10|a25|s111525|it0|g557_label_matrix_random_32_32_10_a25_s111525_hb1000_short1000_t050_i4_b1000,,random,25,1000,g557_gcst_00102,g557_gcst_00102;g557_gcst_00123;g557_gcst_00158;g557_gcst_00374;g557_gcst_00382,False,512,201,-0.02259887006,False,False,False,False,False
random-64-64-10|25|109366|1000|b1000_short1000_t200_i2,random-64-64-10|a25|s109366|it0|g557_label_matrix_random_64_64_10_a25_s109366_hb1000_short1000_t200_i2_b1000,,random,25,1000,g557_gcst_00009,g557_gcst_00009;g557_gcst_00079;g557_gcst_00089;g557_gcst_00115;g557_gcst_00159,False,512,364,-0.03008849558,False,False,False,False,False
random-32-32-10|25|111559|5000|b5000_short2000_t050_i4,random-32-32-10|a25|s111559|it0|g557_label_matrix_random_32_32_10_a25_s111559_hb5000_short2000_t050_i4_b5000,,random,25,5000,g557_gcst_00155,g557_gcst_00155;g557_gcst_00245;g557_gcst_00335;g557_gcst_00042;g557_gcst_00248,False,512,82,-0.01877133106,False,False,False,False,False
random-64-64-10|25|109400|500|b500_short1000_t200_i2,random-64-64-10|a25|s109400|it0|g557_label_matrix_random_64_64_10_a25_s109400_hb500_short1000_t200_i2_b500,,random,25,500,g557_gcst_00226,g557_gcst_00226;g557_gcst_00142;g557_gcst_00244;g557_gcst_00294;g557_gcst_00334,False,512,132,-0.00995024876,False,False,False,False,False
random-64-64-20|25|110084|500|b500_short250_t100_i4,random-64-64-20|a25|s110084|it0|g557_label_matrix_random_64_64_20_a25_s110084_hb500_short250_t100_i4_b500,,random,25,500,g557_gcst_00368,g557_gcst_00368;g557_gcst_00008;g557_gcst_00123;g557_gcst_00158;g557_gcst_00272,False,512,224,-0.0180608365,False,False,False,False,False
random-32-32-20|25|112003|500|b500_short1000_t200_i8,random-32-32-20|a25|s112003|it0|g557_label_matrix_random_32_32_20_a25_s112003_hb500_short1000_t200_i8_b500,,random,25,500,g557_gcst_00509,g557_gcst_00509;g557_gcst_00019;g557_gcst_00046;g557_gcst_00460;g557_gcst_00198,False,512,436,-0.09940357853,False,False,False,False,False
random-32-32-20|25|112037|5000|b5000_short2000_t200_i4,random-32-32-20|a25|s112037|it0|g557_label_matrix_random_32_32_20_a25_s112037_hb5000_short2000_t200_i4_b5000,,random,25,5000,g557_gcst_00272,g557_gcst_00272;g557_gcst_00042;g557_gcst_00079;g557_gcst_00203;g557_gcst_00213,False,512,30,-0.01417004049,False,False,False,False,False
random-64-64-20|25|110118|5000|b5000_short500_t100_i4,random-64-64-20|a25|s110118|it0|g557_label_matrix_random_64_64_20_a25_s110118_hb5000_short500_t100_i4_b5000,,random,25,5000,g557_gcst_00009,g557_gcst_00009;g557_gcst_00089;g557_gcst_00005;g557_gcst_00152;g557_gcst_00276,False,512,217,-0.03491755577,False,False,False,False,False
random-32-32-10|25|112005|1000|b1000_short2000_t200_i8,random-32-32-10|a25|s112005|it0|g557_label_matrix_random_32_32_10_a25_s112005_hb1000_short2000_t200_i8_b1000,,random,25,1000,g557_gcst_00042,g557_gcst_00042;g557_gcst_00419;g557_gcst_00012;g557_gcst_00044;g557_gcst_00203,False,512,177,-0.04597701149,False,False,False,False,False
random-32-32-10|25|112039|5000|b5000_short2000_t200_i8,random-32-32-10|a25|s112039|it0|g557_label_matrix_random_32_32_10_a25_s112039_hb5000_short2000_t200_i8_b5000,,random,25,5000,g557_gcst_00190,g557_gcst_00190;g557_gcst_00320;g557_gcst_00009;g557_gcst_00024;g557_gcst_00092,False,512,337,-0.0581655481,False,False,False,False,False
random-32-32-20|25|112483|500|b500_short2000_t050_i2,random-32-32-20|a25|s112483|it0|g557_label_matrix_random_32_32_20_a25_s112483_hb500_short2000_t050_i2_b500,,random,25,500,g557_gcst_00089,g557_gcst_00089;g557_gcst_00207;g557_gcst_00138;g557_gcst_00269;g557_gcst_00276,False,512,448,-0.13169642857,False,False,False,False,False
random-32-32-10|25|112485|1000|b1000_short2000_t100_i2,random-32-32-10|a25|s112485|it0|g557_label_matrix_random_32_32_10_a25_s112485_hb1000_short2000_t100_i2_b1000,,random,25,1000,g557_gcst_00079,g557_gcst_00079;g557_gcst_00115;g557_gcst_00207;g557_gcst_00276;g557_gcst_00391,False,512,173,-0.0278372591,False,False,False,False,False
random-64-64-20|25|110804|500|b500_short2000_t100_i2,random-64-64-20|a25|s110804|it0|g557_label_matrix_random_64_64_20_a25_s110804_hb500_short2000_t100_i2_b500,,random,25,500,g557_gcst_00483,g557_gcst_00483;g557_gcst_00024;g557_gcst_00248;g557_gcst_00269;g557_gcst_00363,False,512,132,-0.01740644039,False,False,False,False,False
random-32-32-20|25|112517|5000|b5000_short250_t050_i8,random-32-32-20|a25|s112517|it0|g557_label_matrix_random_32_32_20_a25_s112517_hb5000_short250_t050_i8_b5000,,random,25,5000,g557_gcst_00473,g557_gcst_00473;g557_gcst_00391;g557_gcst_00483;g557_gcst_00022;g557_gcst_00103,False,512,238,-0.03846153846,False,False,False,False,False
random-64-64-20|25|110838|5000|b5000_short250_t100_i8,random-64-64-20|a25|s110838|it0|g557_label_matrix_random_64_64_20_a25_s110838_hb5000_short250_t100_i8_b5000,,random,25,5000,g557_gcst_00089,g557_gcst_00089;g557_gcst_00159;g557_gcst_00329;g557_gcst_00419;g557_gcst_00152,False,512,95,-0.02238137869,False,False,False,False,False
random-64-64-10|25|110146|1000|b1000_short500_t100_i2,random-64-64-10|a25|s110146|it0|g557_label_matrix_random_64_64_10_a25_s110146_hb1000_short500_t100_i2_b1000,,random,25,1000,g557_gcst_00009,g557_gcst_00009;g557_gcst_00079;g557_gcst_00089;g557_gcst_00115;g557_gcst_00159,False,512,199,-0.01279707495,False,False,False,False,False
random-64-64-10|25|110180|500|b500_short1000_t100_i2,random-64-64-10|a25|s110180|it0|g557_label_matrix_random_64_64_10_a25_s110180_hb500_short1000_t100_i2_b500,,random,25,500,g557_gcst_00270,g557_gcst_00270;g557_gcst_00368;g557_gcst_00009;g557_gcst_00089;g557_gcst_00159,False,512,137,-0.01385281385,False,False,False,False,False
random-32-32-10|25|112519|5000|b5000_short250_t100_i2,random-32-32-10|a25|s112519|it0|g557_label_matrix_random_32_32_10_a25_s112519_hb5000_short250_t100_i2_b5000,,random,25,5000,g557_gcst_00368,g557_gcst_00368;g557_gcst_00142;g557_gcst_00294;g557_gcst_00128;g557_gcst_00430,False,512,83,-0.01465201466,False,False,False,False,False
random-32-32-20|25|112963|500|b500_short2000_t200_i4,random-32-32-20|a25|s112963|it0|g557_label_matrix_random_32_32_20_a25_s112963_hb500_short2000_t200_i4_b500,,random,25,500,g557_gcst_00184,g557_gcst_00184;g557_gcst_00042;g557_gcst_00259;g557_gcst_00391;g557_gcst_00414,False,512,335,-0.07640067912,False,False,False,False,False
random-32-32-20|25|112997|5000|b5000_short250_t200_i2,random-32-32-20|a25|s112997|it0|g557_label_matrix_random_32_32_20_a25_s112997_hb5000_short250_t200_i2_b5000,,random,25,5000,g557_gcst_00505,g557_gcst_00505;g557_gcst_00368;g557_gcst_00115;g557_gcst_00460;g557_gcst_00092,False,512,175,-0.06765327696,False,False,False,False,False
random-32-32-10|25|112965|1000|b1000_short250_t200_i4,random-32-32-10|a25|s112965|it0|g557_label_matrix_random_32_32_10_a25_s112965_hb1000_short250_t200_i4_b1000,,random,25,1000,g557_gcst_00207,g557_gcst_00207;g557_gcst_00437;g557_gcst_00506;g557_gcst_00058;g557_gcst_00064,False,512,38,-0.01593625498,False,False,False,False,False
random-32-32-10|25|112999|5000|b5000_short500_t200_i2,random-32-32-10|a25|s112999|it0|g557_label_matrix_random_32_32_10_a25_s112999_hb5000_short500_t200_i2_b5000,,random,25,5000,g557_gcst_00024,g557_gcst_00024;g557_gcst_00248;g557_gcst_00308;g557_gcst_00363;g557_gcst_00368,False,512,184,-0.05285412263,False,False,False,False,False
random-64-64-10|25|110926|1000|b1000_short250_t050_i2,random-64-64-10|a25|s110926|it0|g557_label_matrix_random_64_64_10_a25_s110926_hb1000_short250_t050_i2_b1000,,random,25,1000,g557_gcst_00152,g557_gcst_00152;g557_gcst_00509;g557_gcst_00379;g557_gcst_00443;g557_gcst_00430,False,512,124,-0.01398601398,False,False,False,False,False
random-64-64-20|25|111524|500|b500_short1000_t050_i4,random-64-64-20|a25|s111524|it0|g557_label_matrix_random_64_64_20_a25_s111524_hb500_short1000_t050_i4_b500,,random,25,500,g557_gcst_00266,g557_gcst_00266;g557_gcst_00053;g557_gcst_00161;g557_gcst_00382;g557_gcst_00005,False,512,319,-0.01840490797,False,False,False,False,False
random-64-64-10|25|110960|500|b500_short500_t050_i2,random-64-64-10|a25|s110960|it0|g557_label_matrix_random_64_64_10_a25_s110960_hb500_short500_t050_i2_b500,,random,25,500,g557_gcst_00092,g557_gcst_00092;g557_gcst_00115;g557_gcst_00207;g557_gcst_00322;g557_gcst_00391,False,512,158,-0.02366863906,False,False,False,False,False
random-32-32-20|25|113443|500|b500_short250_t100_i8,random-32-32-20|a25|s113443|it0|g557_label_matrix_random_32_32_20_a25_s113443_hb500_short250_t100_i8_b500,,random,25,500,g557_gcst_00110,g557_gcst_00110;g557_gcst_00276;g557_gcst_00005;g557_gcst_00052;g557_gcst_00350,False,512,146,-0.03402646503,False,False,False,False,False
random-32-32-20|25|113477|5000|b5000_short500_t100_i4,random-32-32-20|a25|s113477|it0|g557_label_matrix_random_32_32_20_a25_s113477_hb5000_short500_t100_i4_b5000,,random,25,5000,g557_gcst_00465,g557_gcst_00465;g557_gcst_00012;g557_gcst_00036;g557_gcst_00142;g557_gcst_00235,False,512,301,-0.04313725491,False,False,False,False,False
random-64-64-20|25|111558|5000|b5000_short2000_t050_i4,random-64-64-20|a25|s111558|it0|g557_label_matrix_random_64_64_20_a25_s111558_hb5000_short2000_t050_i4_b5000,,random,25,5000,g557_gcst_00152,g557_gcst_00152;g557_gcst_00244;g557_gcst_00161;g557_gcst_00269;g557_gcst_00294,False,512,124,-0.01388888889,False,False,False,False,False
random-32-32-10|25|113445|1000|b1000_short250_t100_i8,random-32-32-10|a25|s113445|it0|g557_label_matrix_random_32_32_10_a25_s113445_hb1000_short250_t100_i8_b1000,,random,25,1000,g557_gcst_00074,g557_gcst_00074;g557_gcst_00110;g557_gcst_00457;g557_gcst_00001;g557_gcst_00021,False,512,148,-0.02048417132,False,False,False,False,False
random-32-32-10|25|113479|5000|b5000_short500_t100_i4,random-32-32-10|a25|s113479|it0|g557_label_matrix_random_32_32_10_a25_s113479_hb5000_short500_t100_i4_b5000,,random,25,5000,g557_gcst_00136,g557_gcst_00136;g557_gcst_00162;g557_gcst_00310;g557_gcst_00325;g557_gcst_00384,False,512,187,-0.01818181818,False,False,False,False,False
random-32-32-20|25|113923|500|b500_short500_t200_i2,random-32-32-20|a25|s113923|it0|g557_label_matrix_random_32_32_20_a25_s113923_hb500_short500_t200_i2_b500,,random,25,500,g557_gcst_00023,g557_gcst_00023;g557_gcst_00230;g557_gcst_00244;g557_gcst_00026;g557_gcst_00080,False,512,161,-0.02642276423,False,False,False,False,False
random-32-32-20|25|113957|5000|b5000_short500_t200_i8,random-32-32-20|a25|s113957|it0|g557_label_matrix_random_32_32_20_a25_s113957_hb5000_short500_t200_i8_b5000,,random,25,5000,g557_gcst_00012,g557_gcst_00012;g557_gcst_00203;g557_gcst_00213;g557_gcst_00235;g557_gcst_00355,False,512,65,-0.02188552189,False,False,False,False,False
random-32-32-10|25|113925|1000|b1000_short500_t200_i2,random-32-32-10|a25|s113925|it0|g557_label_matrix_random_32_32_10_a25_s113925_hb1000_short500_t200_i2_b1000,,random,25,1000,g557_gcst_00046,g557_gcst_00046;g557_gcst_00089;g557_gcst_00345;g557_gcst_00460;g557_gcst_00253,False,512,285,-0.03752345216,False,False,False,False,False
random-64-64-10|25|111706|1000|b1000_short250_t200_i2,random-64-64-10|a25|s111706|it0|g557_label_matrix_random_64_64_10_a25_s111706_hb1000_short250_t200_i2_b1000,,random,25,1000,g557_gcst_00079,g557_gcst_00079;g557_gcst_00161;g557_gcst_00259;g557_gcst_00023;g557_gcst_00053,False,512,217,-0.02075098815,False,False,False,False,False
random-64-64-10|25|111740|500|b500_short500_t200_i2,random-64-64-10|a25|s111740|it0|g557_label_matrix_random_64_64_10_a25_s111740_hb500_short500_t200_i2_b500,,random,25,500,g557_gcst_00079,g557_gcst_00079;g557_gcst_00089;g557_gcst_00207;g557_gcst_00483;g557_gcst_00506,False,512,120,-0.00846660395,False,False,False,False,False
random-64-64-20|25|112244|500|b500_short500_t050_i8,random-64-64-20|a25|s112244|it0|g557_label_matrix_random_64_64_20_a25_s112244_hb500_short500_t050_i8_b500,,random,25,500,g557_gcst_00349,g557_gcst_00349;g557_gcst_00368;g557_gcst_00046;g557_gcst_00419;g557_gcst_00023,False,512,121,-0.02649656526,False,False,False,False,False
random-32-32-10|25|113959|5000|b5000_short1000_t050_i8,random-32-32-10|a25|s113959|it0|g557_label_matrix_random_32_32_10_a25_s113959_hb5000_short1000_t050_i8_b5000,,random,25,5000,g557_gcst_00024,g557_gcst_00024;g557_gcst_00505;g557_gcst_00102;g557_gcst_00036;g557_gcst_00044,False,512,131,-0.04174228675,False,False,False,False,False
random-64-64-20|25|112278|5000|b5000_short1000_t050_i8,random-64-64-20|a25|s112278|it0|g557_label_matrix_random_64_64_20_a25_s112278_hb5000_short1000_t050_i8_b5000,,random,25,5000,g557_gcst_00023,g557_gcst_00023;g557_gcst_00368;g557_gcst_00437;g557_gcst_00009;g557_gcst_00056,False,512,169,-0.02019315189,False,False,False,False,False
random-32-32-20|25|114403|500|b500_short500_t100_i2,random-32-32-20|a25|s114403|it0|g557_label_matrix_random_32_32_20_a25_s114403_hb500_short500_t100_i2_b500,,random,25,500,g557_gcst_00349,g557_gcst_00349;g557_gcst_00089;g557_gcst_00368;g557_gcst_00042;g557_gcst_00009,False,512,164,-0.06387225549,False,False,False,False,False
random-32-32-10|25|114405|1000|b1000_short500_t100_i4,random-32-32-10|a25|s114405|it0|g557_label_matrix_random_32_32_10_a25_s114405_hb1000_short500_t100_i4_b1000,,random,25,1000,g557_gcst_00473,g557_gcst_00473;g557_gcst_00012;g557_gcst_00044;g557_gcst_00190;g557_gcst_00203,False,512,260,-0.03398926654,False,False,False,False,False
random-32-32-20|25|114437|5000|b5000_short1000_t100_i2,random-32-32-20|a25|s114437|it0|g557_label_matrix_random_32_32_20_a25_s114437_hb5000_short1000_t100_i2_b5000,,random,25,5000,g557_gcst_00089,g557_gcst_00089;g557_gcst_00207;g557_gcst_00483;g557_gcst_00506;g557_gcst_00349,False,512,144,-0.04738562091,False,False,False,False,False
random-32-32-10|25|114439|5000|b5000_short1000_t100_i2,random-32-32-10|a25|s114439|it0|g557_label_matrix_random_32_32_10_a25_s114439_hb5000_short1000_t100_i2_b5000,,random,25,5000,g557_gcst_00024,g557_gcst_00024;g557_gcst_00477;g557_gcst_00063;g557_gcst_00108;g557_gcst_00204,False,512,115,-0.03092783505,False,False,False,False,False
random-64-64-10|25|112486|1000|b1000_short2000_t100_i2,random-64-64-10|a25|s112486|it0|g557_label_matrix_random_64_64_10_a25_s112486_hb1000_short2000_t100_i2_b1000,,random,25,1000,g557_gcst_00465,g557_gcst_00465;g557_gcst_00009;g557_gcst_00089;g557_gcst_00159;g557_gcst_00258,False,512,388,-0.02510822511,False,False,False,False,False
random-64-64-20|25|112964|500|b500_short250_t200_i4,random-64-64-20|a25|s112964|it0|g557_label_matrix_random_64_64_20_a25_s112964_hb500_short250_t200_i4_b500,,random,25,500,g557_gcst_00294,g557_gcst_00294;g557_gcst_00334;g557_gcst_00046;g557_gcst_00042;g557_gcst_00053,False,512,15,-0.00462962963,False,False,False,False,False
random-32-32-20|25|114883|500|b500_short1000_t050_i4,random-32-32-20|a25|s114883|it0|g557_label_matrix_random_32_32_20_a25_s114883_hb500_short1000_t050_i4_b500,,random,25,500,g557_gcst_00433,g557_gcst_00433;g557_gcst_00476;g557_gcst_00008;g557_gcst_00102;g557_gcst_00270,False,512,238,-0.05303030303,False,False,False,False,False
random-64-64-20|25|112998|5000|b5000_short250_t200_i2,random-64-64-20|a25|s112998|it0|g557_label_matrix_random_64_64_20_a25_s112998_hb5000_short250_t200_i2_b5000,,random,25,5000,g557_gcst_00509,g557_gcst_00509;g557_gcst_00483;g557_gcst_00204;g557_gcst_00024;g557_gcst_00391,False,512,106,-0.01909090909,False,False,False,False,False
random-32-32-20|25|114917|5000|b5000_short2000_t050_i4,random-32-32-20|a25|s114917|it0|g557_label_matrix_random_32_32_20_a25_s114917_hb5000_short2000_t050_i4_b5000,,random,25,5000,g557_gcst_00476,g557_gcst_00476;g557_gcst_00053;g557_gcst_00294;g557_gcst_00465;g557_gcst_00484,False,512,106,-0.02156862745,False,False,False,False,False
random-32-32-10|25|114885|1000|b1000_short1000_t050_i8,random-32-32-10|a25|s114885|it0|g557_label_matrix_random_32_32_10_a25_s114885_hb1000_short1000_t050_i8_b1000,,random,25,1000,g557_gcst_00443,g557_gcst_00443;g557_gcst_00053;g557_gcst_00056;g557_gcst_00142;g557_gcst_00294,False,512,195,-0.02814569536,False,False,False,False,False
random-64-64-10|25|112520|500|b500_short250_t100_i2,random-64-64-10|a25|s112520|it0|g557_label_matrix_random_64_64_10_a25_s112520_hb500_short250_t100_i2_b500,,random,25,500,g557_gcst_00339,g557_gcst_00339;g557_gcst_00419;g557_gcst_00349;g557_gcst_00453;g557_gcst_00089,False,512,59,-0.01102362205,False,False,False,False,False
random-32-32-10|25|114919|5000|b5000_short2000_t050_i4,random-32-32-10|a25|s114919|it0|g557_label_matrix_random_32_32_10_a25_s114919_hb5000_short2000_t050_i4_b5000,,random,25,5000,g557_gcst_00320,g557_gcst_00320;g557_gcst_00019;g557_gcst_00092;g557_gcst_00322;g557_gcst_00023,False,512,104,-0.02417582417,False,False,False,False,False
random-64-64-20|25|113684|500|b500_short1000_t200_i8,random-64-64-20|a25|s113684|it0|g557_label_matrix_random_64_64_20_a25_s113684_hb500_short1000_t200_i8_b500,,random,25,500,g557_gcst_00012,g557_gcst_00012;g557_gcst_00188;g557_gcst_00213;g557_gcst_00235;g557_gcst_00453,False,512,141,-0.0170098478,False,False,False,False,False
random-64-64-10|25|113266|1000|b1000_short2000_t050_i2,random-64-64-10|a25|s113266|it0|g557_label_matrix_random_64_64_10_a25_s113266_hb1000_short2000_t050_i2_b1000,,random,25,1000,g557_gcst_00106,g557_gcst_00106;g557_gcst_00225;g557_gcst_00246;g557_gcst_00296;g557_gcst_00394,False,512,165,-0.00607111882,False,False,False,False,False
random-32-32-20|50|100063|500|b500_short500_t200_i4,random-32-32-20|a50|s100063|it0|g557_label_matrix_random_32_32_20_a50_s100063_hb500_short500_t200_i4_b500,,random,50,500,g557_gcst_00279,g557_gcst_00279;g557_gcst_00415;g557_gcst_00014;g557_gcst_00158;g557_gcst_00363,False,512,62,-0.02897102897,False,False,False,False,False
random-64-64-20|25|113718|5000|b5000_short2000_t200_i8,random-64-64-20|a25|s113718|it0|g557_label_matrix_random_64_64_20_a25_s113718_hb5000_short2000_t200_i8_b5000,,random,25,5000,g557_gcst_00115,g557_gcst_00115;g557_gcst_00437;g557_gcst_00368;g557_gcst_00089;g557_gcst_00391,False,512,138,-0.02705139765,False,False,False,False,False
random-64-64-10|25|113300|500|b500_short250_t050_i2,random-64-64-10|a25|s113300|it0|g557_label_matrix_random_64_64_10_a25_s113300_hb500_short250_t050_i2_b500,,random,25,500,g557_gcst_00042,g557_gcst_00042;g557_gcst_00419;g557_gcst_00430;g557_gcst_00340;g557_gcst_00345,False,512,75,-0.01026119403,False,False,False,False,False
random-32-32-10|50|100065|1000|b1000_short500_t200_i8,random-32-32-10|a50|s100065|it0|g557_label_matrix_random_32_32_10_a50_s100065_hb1000_short500_t200_i8_b1000,,random,50,1000,g557_gcst_00123,g557_gcst_00123;g557_gcst_00256;g557_gcst_00473;g557_gcst_00388;g557_gcst_00426,False,512,73,-0.02046511628,False,False,False,False,False
random-32-32-20|50|100097|5000|b5000_short500_t200_i4,random-32-32-20|a50|s100097|it0|g557_label_matrix_random_32_32_20_a50_s100097_hb5000_short500_t200_i4_b5000,,random,50,5000,g557_gcst_00122,g557_gcst_00122;g557_gcst_00188;g557_gcst_00248;g557_gcst_00442;g557_gcst_00418,False,512,244,-0.0396039604,False,False,False,False,False
random-32-32-20|50|100543|500|b500_short500_t100_i8,random-32-32-20|a50|s100543|it0|g557_label_matrix_random_32_32_20_a50_s100543_hb500_short500_t100_i8_b500,,random,50,500,g557_gcst_00383,g557_gcst_00383;g557_gcst_00001;g557_gcst_00021;g557_gcst_00037;g557_gcst_00291,False,512,272,-0.04022082019,False,False,False,False,False
random-64-64-20|25|114404|500|b500_short500_t100_i4,random-64-64-20|a25|s114404|it0|g557_label_matrix_random_64_64_20_a25_s114404_hb500_short500_t100_i4_b500,,random,25,500,g557_gcst_00005,g557_gcst_00005;g557_gcst_00152;g557_gcst_00023;g557_gcst_00046;g557_gcst_00079,False,512,167,-0.01458523245,False,False,False,False,False
random-32-32-20|50|100577|5000|b5000_short1000_t100_i8,random-32-32-20|a50|s100577|it0|g557_label_matrix_random_32_32_20_a50_s100577_hb5000_short1000_t100_i8_b5000,,random,50,5000,g557_gcst_00204,g557_gcst_00204;g557_gcst_00287;g557_gcst_00423;g557_gcst_00460;g557_gcst_00207,False,512,297,-0.04422604422,False,False,False,False,False
random-32-32-10|50|100099|5000|b5000_short1000_t050_i4,random-32-32-10|a50|s100099|it0|g557_label_matrix_random_32_32_10_a50_s100099_hb5000_short1000_t050_i4_b5000,,random,50,5000,g557_gcst_00244,g557_gcst_00244;g557_gcst_00303;g557_gcst_00344;g557_gcst_00474;g557_gcst_00064,False,512,11,-0.00833333333,False,False,False,False,False
random-32-32-10|50|100545|1000|b1000_short500_t100_i8,random-32-32-10|a50|s100545|it0|g557_label_matrix_random_32_32_10_a50_s100545_hb1000_short500_t100_i8_b1000,,random,50,1000,g557_gcst_00005,g557_gcst_00005;g557_gcst_00207;g557_gcst_00089;g557_gcst_00164;g557_gcst_00279,False,512,272,-0.04498269896,False,False,False,False,False
random-64-64-10|25|114046|1000|b1000_short1000_t100_i2,random-64-64-10|a25|s114046|it0|g557_label_matrix_random_64_64_10_a25_s114046_hb1000_short1000_t100_i2_b1000,,random,25,1000,g557_gcst_00437,g557_gcst_00437;g557_gcst_00483;g557_gcst_00506;g557_gcst_00509;g557_gcst_00207,False,512,242,-0.02626262626,False,False,False,False,False
random-64-64-20|25|114438|5000|b5000_short1000_t100_i2,random-64-64-20|a25|s114438|it0|g557_label_matrix_random_64_64_20_a25_s114438_hb5000_short1000_t100_i2_b5000,,random,25,5000,g557_gcst_00159,g557_gcst_00159;g557_gcst_00279;g557_gcst_00142;g557_gcst_00276;g557_gcst_00042,False,512,213,-0.02901353965,False,False,False,False,False
random-64-64-10|25|114080|500|b500_short2000_t200_i2,random-64-64-10|a25|s114080|it0|g557_label_matrix_random_64_64_10_a25_s114080_hb500_short2000_t200_i2_b500,,random,25,500,g557_gcst_00019,g557_gcst_00019;g557_gcst_00259;g557_gcst_00340;g557_gcst_00199;g557_gcst_00430,False,512,230,-0.01805869074,False,False,False,False,False
random-32-32-10|50|100579|5000|b5000_short1000_t100_i8,random-32-32-10|a50|s100579|it0|g557_label_matrix_random_32_32_10_a50_s100579_hb5000_short1000_t100_i8_b5000,,random,50,5000,g557_gcst_00432,g557_gcst_00432;g557_gcst_00176;g557_gcst_00145;g557_gcst_00418;g557_gcst_00164,False,512,54,-0.02006980802,False,False,False,False,False
random-32-32-20|50|101023|500|b500_short1000_t050_i2,random-32-32-20|a50|s101023|it0|g557_label_matrix_random_32_32_20_a50_s101023_hb500_short1000_t050_i2_b500,,random,50,500,g557_gcst_00506,g557_gcst_00506;g557_gcst_00297;g557_gcst_00255;g557_gcst_00089;g557_gcst_00041,False,512,41,-0.01853486319,False,False,False,False,False
random-64-64-10|25|114826|1000|b1000_short1000_t050_i2,random-64-64-10|a25|s114826|it0|g557_label_matrix_random_64_64_10_a25_s114826_hb1000_short1000_t050_i2_b1000,,random,25,1000,g557_gcst_00008,g557_gcst_00008;g557_gcst_00026;g557_gcst_00080;g557_gcst_00086;g557_gcst_00092,False,512,53,-0.00416319734,False,False,False,False,False
random-32-32-10|50|101025|1000|b1000_short1000_t050_i2,random-32-32-10|a50|s101025|it0|g557_label_matrix_random_32_32_10_a50_s101025_hb1000_short1000_t050_i2_b1000,,random,50,1000,g557_gcst_00038,g557_gcst_00038;g557_gcst_00444;g557_gcst_00418;g557_gcst_00328;g557_gcst_00459,False,512,392,-0.04457953395,False,False,False,False,False
random-32-32-20|50|101057|5000|b5000_short2000_t050_i2,random-32-32-20|a50|s101057|it0|g557_label_matrix_random_32_32_20_a50_s101057_hb5000_short2000_t050_i2_b5000,,random,50,5000,g557_gcst_00215,g557_gcst_00215;g557_gcst_00057;g557_gcst_00432;g557_gcst_00468;g557_gcst_00124,False,512,37,-0.02991107518,False,False,False,False,False
random-64-64-10|25|114860|500|b500_short1000_t050_i2,random-64-64-10|a25|s114860|it0|g557_label_matrix_random_64_64_10_a25_s114860_hb500_short1000_t050_i2_b500,,random,25,500,g557_gcst_00012,g557_gcst_00012;g557_gcst_00152;g557_gcst_00203;g557_gcst_00235;g557_gcst_00344,False,512,340,-0.01284246575,False,False,False,False,False
