g551_targeted_row_id,execution_mode,real_solver_execution,context_key,context_id,role,candidate_id,materialized_method,sampling_policy,map,map_family,agents,seed,budget_ms,iteration,solution_found,probe_feasible,sum_of_loss_ratio,probe_sum_of_loss,probe_lower_bound,probe_runtime_ms,expanded_nodes,low_level_pibt_calls,trace_event_count,candidate_recognized,updateparams_hash,updateparams_fingerprint,traffic_before_hash_full,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,counts_as_new_g549_solver_row,probe_materialized,no_probe_reason,panel,route,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,fresh_seed_block,theta_cluster,registry_label,candidate_group,fulltheta_registry_row_id,counts_as_g549_calibration_topup,counts_as_g549_fulltheta_replay,context_horizon_key,fulltheta_fingerprint_match,fulltheta_fingerprint_mismatched_fields,counts_as_new_g550_solver_row,g550_stage,counts_as_new_g551_solver_row,g551_stage,counts_as_new_g546_solver_row,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,is_best_candidate_in_context,oracle_gap_vs_static,feature_map_family_maze,feature_map_family_random,feature_map_family_warehouse,feature_agents,feature_budget_ms,feature_iteration_final,feature_trace_event_count,feature_trace_events_per_agent,feature_pibt_failure_audit_count,feature_expanded_nodes,feature_high_level_expansions,feature_low_level_pibt_calls,feature_expansions_per_agent,feature_budget_per_agent,feature_obstacle_ratio_proxy,feature_corridor_proxy,feature_junction_proxy
g551_targeted_00000000,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,baseline,random-32-32-20,random,50,3000,2000,0,True,True,1.18665540541,1405,1184,335.4717,47,2299,2519,True,35049bacad216c02,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,14650fb0739d0383,0,1,1,1,1,0,0,1,1,1,0,0,0.25,0.25,11,0,0,1,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,additive_ltm,additive_ltm,additive_ltm,,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,0,0.0591216216216,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2299,0.94,100,0.2,0.2,0.45
g551_targeted_00000001,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,baseline,random-32-32-20,random,50,3000,2000,0,True,True,1.12753378378,1335,1184,462.042,47,2300,2519,True,29737bed70c56f0d,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,static_flow_shield,static_flow_shield,static_flow_shield,,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0591216216216,0,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2300,0.94,100,0.2,0.2,0.45
g551_targeted_00000002,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,baseline,random-32-32-20,random,50,3000,2000,0,True,True,1.11064189189,1315,1184,561.9072,47,2300,2519,True,fbcf27bf34de68c,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.6,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,frozen_family_static_goal_aware,frozen_family_static_goal_aware,frozen_family_static_goal_aware,,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0760135135135,-0.0168918918919,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2300,0.94,100,0.2,0.2,0.45
g551_targeted_00000003,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000511,repair5g551_theta_551000511,repair5g551_theta_551000511,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3000,2000,0,True,True,1.12584459459,1333,1184,490.8834,47,2300,2519,True,f3322e34232e0889,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=0.92400000000000004|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11.086|goal_projection_mode=none|flow_shield_beta=0.025999999999999999|max_flow_shield=0.25,14650fb0739d0383,0,1,1,1,1,0,0,1,1,0.924,0,0.026,0.25,0.25,11.086,0,0,1,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000023,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0608108108108,-0.00168918918919,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2300,0.94,100,0.2,0.2,0.45
g551_targeted_00000004,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000124,repair5g551_theta_551000124,repair5g551_theta_551000124,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3000,2000,0,True,True,1.12415540541,1331,1184,499.562,47,2300,2519,True,41b1a530442399c7,alpha_commit=1.3125|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.3125|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.55815075878499998|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.1599999999999999|lambda_flow=0.87664681132699995|min_edge_cost=0.95999999999999996|max_edge_cost=10.56|goal_projection_mode=flow_shield|flow_shield_beta=0.36399999999999999|max_flow_shield=0.59999999999999998,14650fb0739d0383,1.25,1.3125,1.25,0.75,0.75,1,0.558150758785,0.95,1,1.16,0.876646811327,0.364,0.6,0.96,10.56,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000024,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0625,-0.00337837837838,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2300,0.94,100,0.2,0.2,0.45
g551_targeted_00000005,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000393,repair5g551_theta_551000393,repair5g551_theta_551000393,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3000,2000,0,True,True,1.13175675676,1340,1184,913.6145,47,2300,2519,True,94a32445d7813f25,alpha_commit=1.2725|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.2725|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.97584618886399999|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.085|lambda_flow=0.923208958789|min_edge_cost=0.94999999999999996|max_edge_cost=11.01|goal_projection_mode=flow_shield|flow_shield_beta=0.27744999999999997|max_flow_shield=0.69225000000000003,14650fb0739d0383,1.25,1.2725,1.25,0.75,0.75,1,0.975846188864,0.95,1,1.085,0.923208958789,0.27745,0.69225,0.95,11.01,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000025,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0548986486486,0.00422297297297,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2300,0.94,100,0.2,0.2,0.45
g551_targeted_00000006,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000501,repair5g551_theta_551000501,repair5g551_theta_551000501,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3000,2000,0,True,True,1.1714527027,1387,1184,678.2605,47,2300,2519,True,88c53bf9cad4065e,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.63100000000000001|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.3460000000000001|lambda_flow=0.26600000000000001|min_edge_cost=0.26300000000000001|max_edge_cost=8.3970000000000002|goal_projection_mode=flow_shield|flow_shield_beta=0.23699999999999999|max_flow_shield=0.81100000000000005,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0.631,0.95,1,1.346,0.266,0.237,0.811,0.263,8.397,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000026,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0152027027027,0.0439189189189,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2300,0.94,100,0.2,0.2,0.45
g551_targeted_00000007,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000392,repair5g551_theta_551000392,repair5g551_theta_551000392,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3000,2000,0,True,True,1.125,1332,1184,582.8217,47,2300,2519,True,5c027874e6d921cd,alpha_commit=1.3531249999999999|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.3531249999999999|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.96250000000000002|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.91449999999999998|lambda_flow=0.91449999999999998|min_edge_cost=0.82771246569800005|max_edge_cost=9.3465907621300008|goal_projection_mode=flow_shield|flow_shield_beta=0.42699999999999999|max_flow_shield=0.87324999999999997,14650fb0739d0383,1.25,1.353125,1.25,0.75,0.75,1,0.9625,0.95,1,0.9145,0.9145,0.427,0.87325,0.827712465698,9.34659076213,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000000,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0616554054054,-0.00253378378378,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2300,0.94,100,0.2,0.2,0.45
g551_targeted_00000008,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000396,repair5g551_theta_551000396,repair5g551_theta_551000396,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3000,2000,0,True,True,1.12246621622,1329,1184,673.0421,47,2300,2519,True,59c7f26fc1738032,alpha_commit=1.41875|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.41875|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.61734641647800004|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.95299999999999996|lambda_flow=0.849067190917|min_edge_cost=0.98899999999999999|max_edge_cost=10.394|goal_projection_mode=flow_shield|flow_shield_beta=0.37987500000000002|max_flow_shield=0.87487499999999996,14650fb0739d0383,1.25,1.41875,1.25,0.75,0.75,1,0.617346416478,0.95,1,0.953,0.849067190917,0.379875,0.874875,0.989,10.394,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000001,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0641891891892,-0.00506756756757,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2300,0.94,100,0.2,0.2,0.45
g551_targeted_00000009,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000261,repair5g551_theta_551000261,repair5g551_theta_551000261,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3000,2000,0,True,True,1.11993243243,1326,1184,511.82,47,2300,2519,True,8470b09ce32ebd22,alpha_commit=1.5|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.5|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.92500000000000004|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.72399999999999998|lambda_flow=0.98599999999999999|min_edge_cost=0.60196098148300003|max_edge_cost=11.4561326685|goal_projection_mode=flow_shield|flow_shield_beta=0.3175|max_flow_shield=0.73450000000000004,14650fb0739d0383,1.25,1.5,1.25,0.75,0.75,1,0.925,0.95,1,0.724,0.986,0.3175,0.7345,0.601960981483,11.4561326685,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000002,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.066722972973,-0.00760135135135,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2300,0.94,100,0.2,0.2,0.45
g551_targeted_00000010,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000178,repair5g551_theta_551000178,repair5g551_theta_551000178,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3000,2000,0,True,True,1.13091216216,1339,1184,594.2491,47,2300,2519,True,20f09880291e5049,alpha_commit=1.3531249999999999|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.3531249999999999|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.94750000000000001|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.96250000000000002|lambda_flow=0.9325|min_edge_cost=0.80071246569800003|max_edge_cost=9.4265907621299991|goal_projection_mode=flow_shield|flow_shield_beta=0.32900000000000001|max_flow_shield=0.85124999999999995,14650fb0739d0383,1.25,1.353125,1.25,0.75,0.75,1,0.9475,0.95,1,0.9625,0.9325,0.329,0.85125,0.800712465698,9.42659076213,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000003,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0557432432432,0.00337837837838,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2300,0.94,100,0.2,0.2,0.45
g551_targeted_00000011,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000177,repair5g551_theta_551000177,repair5g551_theta_551000177,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3000,2000,0,True,True,1.11739864865,1323,1184,696.5763,47,2300,2519,True,62497c263500b4ac,alpha_commit=1.3187500000000001|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.3187500000000001|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.96499999999999997|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.97499999999999998|lambda_flow=0.95499999999999996|min_edge_cost=0.86714164379900005|max_edge_cost=9.9510605080799994|goal_projection_mode=flow_shield|flow_shield_beta=0.33600000000000002|max_flow_shield=0.8175,14650fb0739d0383,1.25,1.31875,1.25,0.75,0.75,1,0.965,0.95,1,0.975,0.955,0.336,0.8175,0.867141643799,9.95106050808,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000004,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0692567567568,-0.0101351351351,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,47,0,2300,0.94,100,0.2,0.2,0.45
g551_targeted_00000012,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3000|5000|0|14650fb0739d0383,random-32-32-20|a50|s3000|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3000_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000317,repair5g551_theta_551000317,repair5g551_theta_551000317,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3000,2000,0,True,True,1.18496621622,1403,1184,619.0722,48,2350,2519,True,a09b429bcfe683a4,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.875|lambda_flow=0.41599999999999998|min_edge_cost=0.752|max_edge_cost=9.8439999999999994|goal_projection_mode=none|flow_shield_beta=0.74399999999999999|max_flow_shield=0.94499999999999995,14650fb0739d0383,1.25,1.00953782838,1.25,0.75,0.75,1,0.835,0.95,1,0.764159865474,0.862,0.434,0.7855,0.99,11.914,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000005,,,random-32-32-20|50|3000|2000|generated_theta_targeted_short5000_t100_i4,False,alpha_commit;alpha_cong_commit_nonprogress;alpha_flow_wait_progress;lambda_cong;lambda_flow;min_edge_cost;max_edge_cost;goal_projection_mode;flow_shield_beta;max_flow_shield,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.00168918918919,0.0574324324324,False,-0.0211148648649,0,1,0,50,5000,0,2519,50.38,0,48,0,2350,0.96,100,0.2,0.2,0.45
