theta_id,theta_family,support_strata,safe_positive_support,hard_negative_support,hard_negative_regression_count_vs_static_flow,hard_negative_regression_count_vs_additive,fingerprint_match_rate,support_distance_threshold,utility_mean,utility_CI,forbidden_reason,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g549_theta_549000222,lambda_flow_lambda_cong_sweep,2,2,0,0,0,1,0.05,0.00324675324,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.42926314147,0.113263273473,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000223,alpha_flow_wait_progress_sweep,2,10,2,2,2,1,0.05,0.014774590284,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.10142979714,0.95,1,1,1.22987904024,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000224,edge_cost_clamp_sweep,2,10,0,0,0,1,0.05,0.01241196314,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.809063131874,9.26598546803,1,0,0,False,False,False,False,False
repair5g549_theta_549000225,goal_projection_mode_ablation,2,16,0,0,0,1,0.05,0.0484501572463,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.25949648101,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549000226,alpha_cong_commit_nonprogress_sweep,2,0,2,2,2,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.839618070764,1.25,0.75,0.75,1,1,0.95,1,1.20475759048,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000227,g543_true_near_signal_neighborhood,2,18,0,0,0,1,0.05,0.0359397008444,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.63465493069,0.546790306419,0.84404006192,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000228,g546_g548_safe_no_gain_neighborhood,2,2,2,2,2,1,0.05,0.00346320346,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.947613204774,0.95,1,1.33536607927,1,0.35,0.75,0.470284459431,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000229,surrogate_guided_theta_if_model_exists,2,2,0,0,0,1,0.05,0.00864422202,compact_audit_not_claim,,1.25,1.49162751674,1.25,0.75,0.75,1,1,0.95,1,1.14957580085,0.711062477875,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000230,negative_control,2,18,0,0,0,1,0.05,0.04548555898,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.897418205164,1.15717418565,0.35,0.75,1,8.71709056582,0,0,1,False,False,False,False,False
repair5g549_theta_549000231,static_flow_local_perturbation_fulltheta,2,12,0,0,0,1,0.05,0.01427545515,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.08674002652,0.95,1,0.90958018084,0.923605752788,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000232,lambda_flow_lambda_cong_sweep,2,16,0,0,0,1,0.05,0.04257398689,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.522970954058,0.876718246564,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000233,alpha_flow_wait_progress_sweep,2,10,2,2,2,1,0.05,0.01617742837,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.858029533941,0.95,1,1,0.4229001542,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000234,edge_cost_clamp_sweep,2,10,0,0,0,1,0.05,0.01241196314,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.725856798286,8.477999044,1,0,0,False,False,False,False,False
repair5g549_theta_549000235,goal_projection_mode_ablation,2,8,4,4,4,1,0.05,0.01032014873,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.942268115464,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000236,alpha_cong_commit_nonprogress_sweep,2,14,0,0,0,1,0.05,0.02692056447,compact_audit_not_claim,,1.25,0.979847790304,1.25,0.75,0.75,1,1,0.95,1,0.848777302445,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000237,g543_true_near_signal_neighborhood,2,12,4,4,4,1,0.05,0.032185083875,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.382937034126,0.34866020268,0.945731608537,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000238,g546_g548_safe_no_gain_neighborhood,2,12,2,2,2,1,0.05,0.0256381171017,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.316371567257,0.95,1,0.797193805612,1,0.35,0.75,0.377221895556,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000239,surrogate_guided_theta_if_model_exists,2,8,2,2,2,1,0.05,0.016205826685,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.17072510855,1.25,0.75,0.75,1,1,0.95,1,1.01044407911,0.246296207408,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000240,negative_control,2,14,0,0,0,1,0.05,0.0476575375543,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.300500399,1.30177689645,0.35,0.75,1,8.10376379247,0,0,1,False,False,False,False,False
repair5g549_theta_549000241,static_flow_local_perturbation_fulltheta,2,16,2,0,2,1,0.05,0.0240058491588,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,0.71583516833,0.888291623417,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000242,lambda_flow_lambda_cong_sweep,2,0,0,0,0,1,0.05,,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.29809440381,0.704094091812,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000243,alpha_flow_wait_progress_sweep,2,8,0,0,0,1,0.05,0.01563330895,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.271023207954,0.95,1,1,1.10472679055,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000244,edge_cost_clamp_sweep,2,8,2,0,2,1,0.05,0.029310608225,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.357877534245,11.7006165988,1,0,0,False,False,False,False,False
repair5g549_theta_549000245,goal_projection_mode_ablation,2,0,0,0,0,1,0.05,,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.50836998326,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549000246,alpha_cong_commit_nonprogress_sweep,2,2,0,0,0,1,0.05,0.03491755577,compact_audit_not_claim,,1.25,0.773074453851,1.25,0.75,0.75,1,1,0.95,1,1.1632016736,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000247,g543_true_near_signal_neighborhood,2,18,2,0,2,1,0.05,0.0412288374489,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.438005723989,0.635907128186,0.923220403559,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000248,g546_g548_safe_no_gain_neighborhood,2,2,4,2,2,1,0.05,0.01406401552,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.457747784504,0.95,1,1.22867269265,1,0.35,0.75,0.265543518913,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000249,surrogate_guided_theta_if_model_exists,2,12,2,0,2,1,0.05,0.024579190815,compact_audit_not_claim,success_regression_vs_additive,1.25,0.74452491095,1.25,0.75,0.75,1,1,0.95,1,0.846938806122,0.197060305879,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000250,negative_control,2,8,0,0,0,1,0.05,0.027999331115,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.715814568371,0.495225509549,0.35,0.75,1,10.0871998256,0,0,1,False,False,False,False,False
repair5g549_theta_549000251,static_flow_local_perturbation_fulltheta,2,2,0,0,0,1,0.05,0.04860804242,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.14983650033,0.95,1,1.09271421457,1.28818122364,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000252,lambda_flow_lambda_cong_sweep,2,18,0,0,0,1,0.05,0.0306595744456,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.715161569677,0.00687448625103,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000253,alpha_flow_wait_progress_sweep,2,8,0,0,0,1,0.05,0.0419906063075,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.06526161948,0.95,1,1,0.946993106014,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000254,edge_cost_clamp_sweep,2,8,0,0,0,1,0.05,0.029310608225,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.515824218352,9.34615730769,1,0,0,False,False,False,False,False
repair5g549_theta_549000255,goal_projection_mode_ablation,2,8,0,0,0,1,0.05,0.0187058760775,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.668187163626,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549000256,alpha_cong_commit_nonprogress_sweep,2,12,2,2,0,1,0.05,0.0255344878667,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.780538188924,1.25,0.75,0.75,1,1,0.95,1,0.826173347653,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000257,g543_true_near_signal_neighborhood,2,4,0,0,0,1,0.05,0.03298476354,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.156612686775,0.674147551705,0.515498719003,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000258,g546_g548_safe_no_gain_neighborhood,2,6,0,0,0,1,0.05,0.0392063793633,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.522459455081,0.95,1,0.950711148578,1,0.35,0.75,0.647095355809,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000259,surrogate_guided_theta_if_model_exists,2,14,0,0,0,1,0.05,0.0135521878586,compact_audit_not_claim,,1.25,0.677401395197,1.25,0.75,0.75,1,1,0.95,1,0.943654612691,0.659097781804,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000260,negative_control,2,6,2,2,0,1,0.05,0.02279182597,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.00143599713,0.668463163074,0.35,0.75,1,11.6619526761,0,0,1,False,False,False,False,False
repair5g549_theta_549000261,static_flow_local_perturbation_fulltheta,2,0,0,0,0,1,0.05,,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.864666670667,0.95,1,1.23894652211,0.705899188202,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000262,lambda_flow_lambda_cong_sweep,2,16,0,0,0,1,0.05,0.0202590906813,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.757842484315,0.979156041688,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000263,alpha_flow_wait_progress_sweep,2,6,0,0,0,1,0.05,0.0104629187367,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.200978348043,0.95,1,1,0.979382541235,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000264,edge_cost_clamp_sweep,2,8,0,0,0,1,0.05,0.032113587825,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.811522376955,10.2541874916,1,0,0,False,False,False,False,False
repair5g549_theta_549000265,goal_projection_mode_ablation,2,8,2,0,2,1,0.05,0.032113587825,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.09983230034,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000266,alpha_cong_commit_nonprogress_sweep,2,6,0,0,0,1,0.05,0.0287426063867,compact_audit_not_claim,,1.25,1.14408496183,1.25,0.75,0.75,1,1,0.95,1,1.04027891944,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000267,g543_true_near_signal_neighborhood,2,6,0,0,0,1,0.05,0.01383098284,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.723242753514,0.249491401017,0.704889090222,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000268,g546_g548_safe_no_gain_neighborhood,2,8,2,2,0,1,0.05,0.011325963525,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.413872872254,0.95,1,0.940460669079,1,0.35,0.75,0.441153217694,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000269,surrogate_guided_theta_if_model_exists,2,14,0,0,0,1,0.05,0.0280652262286,compact_audit_not_claim,,1.25,0.905343739313,1.25,0.75,0.75,1,1,0.95,1,0.926623446753,0.995404309191,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000270,negative_control,2,18,0,0,0,1,0.05,0.0352236590267,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.54496491007,0.37536524927,0.35,0.75,1,8.4222991554,0,0,1,False,False,False,False,False
repair5g549_theta_549000271,static_flow_local_perturbation_fulltheta,2,12,2,0,2,1,0.05,0.0216115049983,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.13997852004,0.95,1,0.937700924598,0.813412373175,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000272,lambda_flow_lambda_cong_sweep,2,2,2,2,0,1,0.05,0.01163918526,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.49327001346,1.21965656069,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000273,alpha_flow_wait_progress_sweep,2,4,0,0,0,1,0.05,0.021448222005,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.215824568351,0.95,1,1,0.717094565811,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000274,edge_cost_clamp_sweep,2,8,0,0,0,1,0.05,0.032113587825,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.430294389411,11.9625920748,1,0,0,False,False,False,False,False
repair5g549_theta_549000275,goal_projection_mode_ablation,2,10,0,0,0,1,0.05,0.032306240508,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.81367487265,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549000276,alpha_cong_commit_nonprogress_sweep,2,8,0,0,0,1,0.05,0.0371974022825,compact_audit_not_claim,,1.25,1.44703935592,1.25,0.75,0.75,1,1,0.95,1,0.921099157802,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000277,g543_true_near_signal_neighborhood,2,4,2,0,2,1,0.05,0.01477067728,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.597023805952,0.553756792486,0.621644506711,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000278,g546_g548_safe_no_gain_neighborhood,2,8,2,0,2,1,0.05,0.03014771503,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.592928414143,0.95,1,0.797422605155,1,0.35,0.75,0.512961624077,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000279,surrogate_guided_theta_if_model_exists,2,4,2,2,0,1,0.05,0.035150395195,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.3900977698,1.25,0.75,0.75,1,1,0.95,1,1.04408881182,0.474792550415,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000280,negative_control,2,4,0,0,0,1,0.05,0.02525723774,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.725040549919,0.272427955144,0.35,0.75,1,9.93029213942,0,0,1,False,False,False,False,False
repair5g549_theta_549000281,static_flow_local_perturbation_fulltheta,2,6,2,0,2,1,0.05,0.0231618200833,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.857064685871,0.95,1,1.26673726653,0.951512896974,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000282,lambda_flow_lambda_cong_sweep,2,6,0,0,0,1,0.05,0.0295117776133,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.21881756236,1.05262889474,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000283,alpha_flow_wait_progress_sweep,2,12,0,0,0,1,0.05,0.0283388702333,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.710083579833,0.95,1,1,0.941618616763,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000284,edge_cost_clamp_sweep,2,8,4,2,4,1,0.05,0.04427994091,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.683270383459,11.9456001088,1,0,0,False,False,False,False,False
repair5g549_theta_549000285,goal_projection_mode_ablation,2,6,0,0,0,1,0.05,0.0145347679,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.643798712403,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549000286,alpha_cong_commit_nonprogress_sweep,2,2,0,0,0,1,0.05,0.01454898157,compact_audit_not_claim,,1.25,0.906526686947,1.25,0.75,0.75,1,1,0.95,1,1.32064535871,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000287,g543_true_near_signal_neighborhood,2,14,2,0,2,1,0.05,0.0510591708614,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.146276707447,0.450765498469,1.23259178482,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000288,g546_g548_safe_no_gain_neighborhood,2,8,0,0,0,1,0.05,0.0420302485475,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.818924262151,0.95,1,1.0026492947,1,0.35,0.75,0.786814326371,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000289,surrogate_guided_theta_if_model_exists,2,14,0,0,0,1,0.05,0.0175442539057,compact_audit_not_claim,,1.25,1.31152307695,1.25,0.75,0.75,1,1,0.95,1,0.657078385843,0.581933136134,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000290,negative_control,2,4,0,0,0,1,0.05,0.013046331565,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.775975448049,0.125977248046,0.35,0.75,1,10.4660710679,0,0,1,False,False,False,False,False
repair5g549_theta_549000291,static_flow_local_perturbation_fulltheta,2,16,2,0,2,1,0.05,0.0210054661763,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.978683242634,0.95,1,0.978838042324,0.961625876748,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000292,lambda_flow_lambda_cong_sweep,2,12,0,0,0,1,0.05,0.0271077372217,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.916224167552,1.37569074862,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000293,alpha_flow_wait_progress_sweep,2,12,0,0,0,1,0.05,0.0341354712333,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.19596885806,0.95,1,1,0.503724492551,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000294,edge_cost_clamp_sweep,2,8,4,0,4,1,0.05,0.04427994091,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.998668002664,9.27418545163,1,0,0,False,False,False,False,False
repair5g549_theta_549000295,goal_projection_mode_ablation,2,8,2,0,2,1,0.05,0.04427994091,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.814201371597,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000296,alpha_cong_commit_nonprogress_sweep,2,16,0,0,0,1,0.05,0.0256385681388,compact_audit_not_claim,,1.25,1.08881632237,1.25,0.75,0.75,1,1,0.95,1,0.811067377865,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000297,g543_true_near_signal_neighborhood,2,6,0,0,0,1,0.05,0.0210478140133,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.173575852848,0.244480911038,0.605985288029,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000298,g546_g548_safe_no_gain_neighborhood,2,0,2,0,2,1,0.05,,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.596418607163,0.95,1,1.32922034156,1,0.35,0.75,0.601713296573,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000299,surrogate_guided_theta_if_model_exists,2,14,0,0,0,1,0.05,0.0225300946671,compact_audit_not_claim,,1.25,1.36437087126,1.25,0.75,0.75,1,1,0.95,1,0.789789320421,0.739071621857,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000300,negative_control,2,2,2,2,0,1,0.05,0.01502430402,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.05880688239,0.109747280505,0.35,0.75,1,11.3816652367,0,0,1,False,False,False,False,False
repair5g549_theta_549000301,static_flow_local_perturbation_fulltheta,2,6,0,0,0,1,0.05,0.0219528370433,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.0610516779,0.95,1,1.26096887806,0.728522142956,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000302,lambda_flow_lambda_cong_sweep,2,18,0,0,0,1,0.05,0.03366795695,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.678897642205,0.18998512003,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000303,alpha_flow_wait_progress_sweep,2,14,2,0,2,1,0.05,0.0309104077643,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.428177893644,0.95,1,1,1.27330545339,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000304,edge_cost_clamp_sweep,2,14,0,0,0,1,0.05,0.0372252884671,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.532918934162,9.45184109632,1,0,0,False,False,False,False,False
repair5g549_theta_549000305,goal_projection_mode_ablation,2,4,2,0,2,1,0.05,0.018873152685,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.463989572021,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549000306,alpha_cong_commit_nonprogress_sweep,2,8,2,0,2,1,0.05,0.0163686107275,compact_audit_not_claim,success_regression_vs_additive,1.25,1.63016648967,1.25,0.75,0.75,1,1,0.95,1,1.39003421993,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000307,g543_true_near_signal_neighborhood,2,14,0,0,0,1,0.05,0.0456690784386,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.485471229058,0.646481107038,1.02529144942,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000308,g546_g548_safe_no_gain_neighborhood,2,6,2,0,2,1,0.05,0.0221242498667,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.361807976384,0.95,1,1.32977804044,1,0.35,0.75,0.750259749481,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000309,surrogate_guided_theta_if_model_exists,2,12,0,0,0,1,0.05,0.027024656345,compact_audit_not_claim,,1.25,1.48795977408,1.25,0.75,0.75,1,1,0.95,1,1.16665336669,1.26618016764,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000310,negative_control,2,12,0,0,0,1,0.05,0.03166866862,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.879427241146,0.688266123468,0.35,0.75,1,8.13411573177,0,0,1,False,False,False,False,False
repair5g549_theta_549000311,static_flow_local_perturbation_fulltheta,2,16,0,0,0,1,0.05,0.0233492352238,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,0.767362465275,0.80769498461,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000312,lambda_flow_lambda_cong_sweep,2,10,0,0,0,1,0.05,0.014247795018,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.24721750556,1.36117827764,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000313,alpha_flow_wait_progress_sweep,2,10,0,0,0,1,0.05,0.01460049507,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.0109712280575,0.95,1,1,0.553747892504,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000314,edge_cost_clamp_sweep,2,14,0,0,0,1,0.05,0.0370962395586,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.495518008964,8.7421505157,1,0,0,False,False,False,False,False
repair5g549_theta_549000315,goal_projection_mode_ablation,2,14,0,0,0,1,0.05,0.0171746825029,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.613476273047,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549000316,alpha_cong_commit_nonprogress_sweep,2,16,2,0,2,1,0.05,0.0321155516662,compact_audit_not_claim,success_regression_vs_additive,1.25,1.66393892212,1.25,0.75,0.75,1,1,0.95,1,0.863590272819,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000317,g543_true_near_signal_neighborhood,2,10,0,0,0,1,0.05,0.030847837822,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.150758298483,0.353011193978,0.624011501977,1,11,1,0,0,False,False,False,False,False
