theta_id,theta_family,support_strata,safe_positive_support,hard_negative_support,hard_negative_regression_count_vs_static_flow,hard_negative_regression_count_vs_additive,fingerprint_match_rate,support_distance_threshold,utility_mean,utility_CI,forbidden_reason,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,forbidden_theta
repair5g549_theta_549000473,alpha_flow_wait_progress_sweep,2,8,2,2,2,1,0.05,0.0122488903825,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.206859586281,0.95,1,1,0.665364169272,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000474,edge_cost_clamp_sweep,2,6,2,2,2,1,0.05,0.0205522835333,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.943062363875,11.113489773,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000475,goal_projection_mode_ablation,2,6,2,2,2,1,0.05,0.0205522835333,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.0586663826672,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000476,alpha_cong_commit_nonprogress_sweep,2,12,2,2,2,1,0.05,0.0245910122333,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.37757324485,1.25,0.75,0.75,1,1,0.95,1,0.787459425081,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000477,g543_true_near_signal_neighborhood,2,14,2,2,2,1,0.05,0.0484319921414,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.386384227232,0.394803110394,1.05252614495,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000478,g546_g548_safe_no_gain_neighborhood,2,6,2,2,2,1,0.05,0.01444893293,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.985996328007,0.95,1,0.989876820246,1,0.35,0.75,0.513582022836,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000483,alpha_flow_wait_progress_sweep,2,12,2,2,0,1,0.05,0.0155934086067,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.170342159316,0.95,1,1,1.16884116232,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000487,g543_true_near_signal_neighborhood,2,12,2,2,0,1,0.05,0.0393582754017,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.328940342119,0.588056723887,1.04925915148,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000488,g546_g548_safe_no_gain_neighborhood,2,8,2,2,0,1,0.05,0.0190521129025,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.611728476543,0.95,1,1.03298018404,1,0.35,0.75,0.271410357179,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000493,alpha_flow_wait_progress_sweep,2,10,2,2,0,1,0.05,0.013385559634,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.339806820386,0.95,1,1,0.138802222396,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000495,goal_projection_mode_ablation,2,0,2,2,0,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.368733762532,0.35,0.75,1,11,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000497,g543_true_near_signal_neighborhood,2,4,2,2,0,1,0.05,0.024794226405,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.526403147194,0.519941360117,0.656401687197,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000500,negative_control,2,12,2,2,0,1,0.05,0.0371263610433,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.602255795488,0.973183053634,0.35,0.75,1,11.8878042244,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000501,static_flow_local_perturbation_fulltheta,2,8,2,2,0,1,0.05,0.01605649251,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.2236483527,0.95,1,1.2976012048,1.22086675827,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000505,goal_projection_mode_ablation,2,8,2,2,0,1,0.05,0.020776142945,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.84886480227,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000510,negative_control,2,2,2,2,0,1,0.05,0.00602409638,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.809603380793,0.128014243972,0.35,0.75,1,8.96506606987,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000511,static_flow_local_perturbation_fulltheta,2,10,2,2,0,1,0.05,0.015155771008,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.2136997726,0.95,1,1.0491477017,0.841276317447,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000512,lambda_flow_lambda_cong_sweep,2,8,2,2,0,1,0.05,0.0368944077675,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.906133187734,0.3158498683,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000513,alpha_flow_wait_progress_sweep,2,8,2,2,0,1,0.05,0.027762433175,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.04402041196,0.95,1,1,0.0455969088062,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000518,g546_g548_safe_no_gain_neighborhood,2,8,2,2,0,1,0.05,0.0184754237425,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.910169679661,0.95,1,1.12349055302,1,0.35,0.75,0.754567340865,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000519,surrogate_guided_theta_if_model_exists,2,6,2,2,0,1,0.05,0.01490896177,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.04280971438,1.25,0.75,0.75,1,1,0.95,1,1.07259355481,1.16959116082,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000520,negative_control,2,12,2,2,0,1,0.05,0.0429672223467,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.657439685121,0.530991438017,0.35,0.75,1,11.0423499153,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000521,static_flow_local_perturbation_fulltheta,2,12,2,2,0,1,0.05,0.02503538794,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.921423557153,0.95,1,0.956631486737,1.15191549617,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000526,alpha_cong_commit_nonprogress_sweep,2,10,2,2,0,1,0.05,0.033459261088,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.53146168708,1.25,0.75,0.75,1,1,0.95,1,0.964004071992,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000533,alpha_flow_wait_progress_sweep,2,12,2,2,0,1,0.05,0.018758919415,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.486410277179,0.95,1,1,0.295365909268,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000537,g543_true_near_signal_neighborhood,2,10,2,2,0,1,0.05,0.064888146984,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.293874012252,0.569291261417,1.22892354215,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000544,edge_cost_clamp_sweep,2,10,2,2,0,1,0.05,0.019237910192,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.428217643565,11.3405973188,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000545,goal_projection_mode_ablation,2,12,2,2,0,1,0.05,0.0437593481717,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.07093335813,0.35,0.75,1,11,0,1,0,False,False,False,False,False,True
repair5g549_theta_549000547,g543_true_near_signal_neighborhood,2,14,2,2,0,1,0.05,0.0429130355429,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.57525984948,0.397472105056,1.15490394019,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000548,g546_g548_safe_no_gain_neighborhood,2,8,2,2,0,1,0.05,0.01474938613,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.396538006924,0.95,1,1.13095318809,1,0.35,0.75,0.45406499187,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000551,static_flow_local_perturbation_fulltheta,2,6,2,2,0,1,0.05,0.0244425997767,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,1.12123155754,0.775675448649,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000554,edge_cost_clamp_sweep,2,10,2,2,0,1,0.05,0.019237910192,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.42354515291,9.52166095668,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000556,alpha_cong_commit_nonprogress_sweep,2,6,2,2,0,1,0.05,0.0217774820633,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.52467495065,1.25,0.75,0.75,1,1,0.95,1,1.18729062542,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000557,g543_true_near_signal_neighborhood,2,10,2,2,0,1,0.05,0.03261086921,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.387295425409,0.248432403135,1.12804724391,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000558,g546_g548_safe_no_gain_neighborhood,2,2,2,2,0,1,0.05,0.00250626566,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.545487709025,0.95,1,1.39910755178,1,0.35,0.75,0.592359465281,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000559,surrogate_guided_theta_if_model_exists,2,0,2,2,0,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.09083631833,1.25,0.75,0.75,1,1,0.95,1,1.41047287905,1.13182963634,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000560,negative_control,2,0,2,2,0,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.36287927424,0.0819883360233,0.35,0.75,1,8.68687462625,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000561,static_flow_local_perturbation_fulltheta,2,10,2,2,0,1,0.05,0.019397069782,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.707060785878,0.95,1,1.07969544061,0.918624562751,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000564,edge_cost_clamp_sweep,2,8,2,2,0,1,0.05,0.02017475435,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.509398981202,11.3853692293,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000565,goal_projection_mode_ablation,2,8,4,4,2,1,0.05,0.02017475435,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.292340415319,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000566,alpha_cong_commit_nonprogress_sweep,2,0,2,2,0,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.922867904264,1.25,0.75,0.75,1,1,0.95,1,1.46351007298,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000568,g546_g548_safe_no_gain_neighborhood,2,4,2,2,0,1,0.05,0.01589148865,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.229649540701,0.95,1,1.18365638269,1,0.35,0.75,0.46494507011,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000569,surrogate_guided_theta_if_model_exists,2,0,2,2,0,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.01874541251,1.25,0.75,0.75,1,1,0.95,1,1.40198169604,1.34415601169,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000570,negative_control,2,0,2,2,0,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.2835994328,0.137539224922,0.35,0.75,1,9.88497623005,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000571,static_flow_local_perturbation_fulltheta,2,4,2,2,0,1,0.05,0.01207584256,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.06158807682,0.95,1,1.26663826672,1.19459221082,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000572,lambda_flow_lambda_cong_sweep,2,16,2,2,0,1,0.05,0.02502017309,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.783773432453,0.852958294083,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000574,edge_cost_clamp_sweep,2,8,2,2,0,1,0.05,0.02017475435,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.471041057918,8.87758624483,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000575,goal_projection_mode_ablation,2,0,2,2,0,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.0307229385541,0.35,0.75,1,11,0,1,0,False,False,False,False,False,True
repair5g549_theta_549000579,surrogate_guided_theta_if_model_exists,2,0,2,2,0,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.01104017792,1.25,0.75,0.75,1,1,0.95,1,1.31348507303,0.878529342941,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000587,g543_true_near_signal_neighborhood,2,6,2,2,2,1,0.05,0.00934130848,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.581263037474,0.432964534071,0.653226193548,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000589,surrogate_guided_theta_if_model_exists,2,16,2,2,2,1,0.05,0.0279634539562,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.04572775854,1.25,0.75,0.75,1,1,0.95,1,0.817626064748,1.17455915088,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000599,surrogate_guided_theta_if_model_exists,2,4,2,2,2,1,0.05,0.01836778887,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.47852224296,1.25,0.75,0.75,1,1,0.95,1,1.25602038796,0.437273425453,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000602,lambda_flow_lambda_cong_sweep,2,18,2,2,2,1,0.05,0.0313732162544,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.750352499295,1.3371483257,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000606,alpha_cong_commit_nonprogress_sweep,2,22,2,2,2,1,0.05,0.03492753927,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.03962767074,1.25,0.75,0.75,1,1,0.95,1,0.657805684389,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000607,g543_true_near_signal_neighborhood,2,2,2,2,2,1,0.05,0.0392340028,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.158042283915,0.214226471547,0.620742258515,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000609,surrogate_guided_theta_if_model_exists,2,6,2,2,2,1,0.05,0.0123416651867,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.21360922278,1.25,0.75,0.75,1,1,0.95,1,1.40578408843,0.550526798946,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000615,goal_projection_mode_ablation,2,0,2,2,2,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.325670348659,0.35,0.75,1,11,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000616,alpha_cong_commit_nonprogress_sweep,2,6,2,2,2,1,0.05,0.02439230082,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.37531574937,1.25,0.75,0.75,1,1,0.95,1,1.16093967812,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000621,static_flow_local_perturbation_fulltheta,2,2,2,2,2,1,0.05,0.00420364316,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.24451631097,0.95,1,1.27779284441,0.825279149442,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000622,lambda_flow_lambda_cong_sweep,2,16,2,2,2,1,0.05,0.0304825508875,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.848784302431,0.556555886888,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000624,edge_cost_clamp_sweep,2,10,4,4,4,1,0.05,0.01615853071,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.949302351395,10.8599662801,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000625,goal_projection_mode_ablation,2,10,4,4,4,1,0.05,0.01615853071,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.118873262253,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000626,alpha_cong_commit_nonprogress_sweep,2,22,2,2,2,1,0.05,0.0263667435973,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.631335987328,1.25,0.75,0.75,1,1,0.95,1,0.809170381659,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000627,g543_true_near_signal_neighborhood,2,10,2,2,2,1,0.05,0.013052711464,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.49036481927,0.293609312781,0.763657472685,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000628,g546_g548_safe_no_gain_neighborhood,2,12,2,2,2,1,0.05,0.0215873741633,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.381592636815,0.95,1,0.943667112666,1,0.35,0.75,0.262983824032,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000629,surrogate_guided_theta_if_model_exists,2,16,2,2,2,1,0.05,0.0128509130325,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.784526680947,1.25,0.75,0.75,1,1,0.95,1,0.970098559803,0.874690550619,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000631,static_flow_local_perturbation_fulltheta,2,18,2,2,2,1,0.05,0.0154825156889,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.817522364955,0.95,1,0.956341087318,0.968668062664,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000633,alpha_flow_wait_progress_sweep,2,2,4,4,4,1,0.05,0.02777777778,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.00483749032502,0.95,1,1,0.515430469139,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000634,edge_cost_clamp_sweep,2,14,2,2,2,1,0.05,0.0223070877429,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.605431789136,10.5511668977,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000636,alpha_cong_commit_nonprogress_sweep,2,0,2,2,2,1,0.05,,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.67659514681,1.25,0.75,0.75,1,1,0.95,1,1.48523502953,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000637,g543_true_near_signal_neighborhood,2,18,2,2,2,1,0.05,0.02506654643,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.198343003314,0.34325521349,1.05205364589,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000638,g546_g548_safe_no_gain_neighborhood,2,8,2,2,2,1,0.05,0.01678621366,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.393594112812,0.95,1,1.2054014392,1,0.35,0.75,0.280071189858,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000639,surrogate_guided_theta_if_model_exists,2,8,4,4,4,1,0.05,0.0132309795975,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.14672455655,1.25,0.75,0.75,1,1,0.95,1,1.22018205964,0.869818560363,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000640,negative_control,2,4,2,2,2,1,0.05,0.00367933059,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.18310963378,0.464573070854,0.35,0.75,1,11.2966134068,0,0,1,False,False,False,False,False,True
repair5g549_theta_549000641,static_flow_local_perturbation_fulltheta,2,8,4,4,4,1,0.05,0.020431260845,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.903815992368,0.95,1,1.04993430013,0.996433607133,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000642,lambda_flow_lambda_cong_sweep,2,24,2,2,2,1,0.05,0.0309707835608,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.581853836292,1.11291677417,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000643,alpha_flow_wait_progress_sweep,2,18,2,2,2,1,0.05,0.0233038305233,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.313396873206,0.95,1,1,0.954977590045,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000646,alpha_cong_commit_nonprogress_sweep,2,16,4,4,4,1,0.05,0.016459759495,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.44851685297,1.25,0.75,0.75,1,1,0.95,1,0.857910284179,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000647,g543_true_near_signal_neighborhood,2,8,2,2,2,1,0.05,0.031652777355,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.343173113654,0.682003035994,0.687754624491,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000648,g546_g548_safe_no_gain_neighborhood,2,10,2,2,2,1,0.05,0.007336695868,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.955966088068,0.95,1,1.23810742379,1,0.35,0.75,0.630737288525,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000649,surrogate_guided_theta_if_model_exists,2,12,2,2,2,1,0.05,0.0131914193383,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.822796154408,1.25,0.75,0.75,1,1,0.95,1,1.01534726931,0.250937798124,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000651,static_flow_local_perturbation_fulltheta,2,20,2,2,2,1,0.05,0.026113177719,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.919762760474,0.95,1,0.725481949036,0.91731476537,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000653,alpha_flow_wait_progress_sweep,2,16,4,4,4,1,0.05,0.0268852195087,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.545687658625,0.95,1,1,1.02992494015,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000654,edge_cost_clamp_sweep,2,10,2,2,2,1,0.05,0.016649218758,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.7978499043,10.2201155598,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000655,goal_projection_mode_ablation,2,10,2,2,2,1,0.05,0.016649218758,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.721015557969,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000656,alpha_cong_commit_nonprogress_sweep,2,2,4,4,4,1,0.05,0.0256889304,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.814594370811,1.25,0.75,0.75,1,1,0.95,1,1.43425813148,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000657,g543_true_near_signal_neighborhood,2,4,4,4,4,1,0.05,0.01934238068,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.758382683235,0.385294129412,0.550642898714,1,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000658,g546_g548_safe_no_gain_neighborhood,2,8,2,2,2,1,0.05,0.0168737351175,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.954258791482,0.95,1,1.14412606175,1,0.35,0.75,0.486578726843,11,1,0,0,False,False,False,False,False,True
repair5g549_theta_549000659,surrogate_guided_theta_if_model_exists,2,22,2,2,2,1,0.05,0.0323207967973,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.38745427509,1.25,0.75,0.75,1,1,0.95,1,0.675506348987,0.705495689009,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True
