acquisition_row_id,g560_evaluation_uid,split,map,map_family,agent_count,seed,budget_ms,positive_rows,harmful_rows,censored_rows,best_positive_quality_delta_vs_g556,worst_harmful_quality_delta_vs_g556,frontier_priority_score,targeted_design_reason,requires_new_exact_materialization,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,frontier_rank
g562_frontier_00000376,4bdd95335565a6af7e55968f2645d37efd3184e9e11daa782511068f8a289bc8,train,random-32-32-10,random,128,8516,500,31,33,0,-0.07226849583999995,0.63032827045,1.70259676629,positive_frontier_and_boundary,True,False,False,False,False,False,103
g562_frontier_00000264,33f91ccdf153670aba84d127ac82cd3dbfb2945bd46b1d9986f6de21d8aec9f0,train,g559-synth-game-lak-32,game,256,7215,5000,43,21,0,-0.18850454228000002,0.51275331936,1.70125786164,positive_frontier_and_boundary,True,False,False,False,False,False,104
g562_frontier_00000455,5c22045b4d341b26c6c8688c570235323a816e4a4c50890857b1c290466016fe,train,room-32-32-4,room,64,7728,500,22,41,0,-0.042179261860000095,0.64982425307,1.6920035149300001,positive_frontier_and_boundary,True,False,False,False,False,False,105
g562_frontier_00000233,2ceedf6f912e806132190979dee81f527dd96df096b59ae7dfbe2020e27663f9,train,g559-synth-corners-34,irregular_bottleneck,32,8213,1000,42,21,0,-0.17654476670999997,0.50567465321,1.68221941992,positive_frontier_and_boundary,True,False,False,False,False,False,106
g562_frontier_00000405,528d347b7d30fd4aa325f028c781f5a227ea427e9e167fe21d66a1be919965ec,heldout,g559-synth-warehouse-b-36,warehouse,256,7755,5000,33,31,0,-0.21057900883999991,0.46370765893,1.67428666777,positive_frontier_and_boundary,True,False,False,False,False,False,107
g562_frontier_00000315,3e5903c3b7aa99b9d4600045044c56fa6fcbac5d221fd06d81435c9824019d3e,train,g559-synth-city-boston-32,city,96,8581,1000,16,48,0,-0.0916403332400002,0.5825912094199999,1.67423154266,positive_frontier_and_boundary,True,False,False,False,False,False,108
g562_frontier_00000456,5c71cc2a06679505378b86bf3ad984fb974b5c5c14fdd9f7d26a9006b7149fac,train,room-40-32-8,room,96,8713,1000,45,19,0,-0.10417827298000004,0.5565459610000001,1.6607242339800001,positive_frontier_and_boundary,True,False,False,False,False,False,109
g562_frontier_00000304,3c52a9b87d76a8125059915939a5062b070a0ea49d10478d6fddd091e66e2cb8,train,random-32-32-10,random,128,7436,500,33,31,0,-0.057746478880000174,0.5985915492899998,1.65633802817,positive_frontier_and_boundary,True,False,False,False,False,False,110
g562_frontier_00000054,0b643b9bef7cdae468697f120edcfc0422cafbb9c93fb6ee06f29287770dba3c,train,room-32-32-4,room,64,8592,500,14,50,0,-0.02906208719000003,0.6261558784699999,1.65521796566,positive_frontier_and_boundary,True,False,False,False,False,False,111
g562_frontier_00000352,46e48d461f6427b0a090f5a8fa7775808ca47dbbb7929af1871da86bf26eb846,validation,random-32-32-20,random,256,8925,1000,27,37,0,-0.14243375173999984,0.4968619246899999,1.6392956764299997,positive_frontier_and_boundary,True,False,False,False,False,False,112
g562_frontier_00000503,6532cd8cc28c7e49bf0326e363338587b4c5f06ba4ddc7c02d3945a09be2ec93,train,empty-8-8,empty,16,8584,500,15,45,0,-0.16129032257999998,0.46774193548999987,1.6290322580699999,positive_frontier_and_boundary,True,False,False,False,False,False,113
g562_frontier_00000151,1c6e39cc883fc4bcc1a3e7fd6ed6537db8e13d17c0a9afe327662b335bb3fb79,validation,g559-synth-warehouse-a-32,warehouse,128,7562,2000,20,44,0,-0.07431192660000008,0.5499999999999998,1.6243119266,positive_frontier_and_boundary,True,False,False,False,False,False,114
g562_frontier_00000441,58dcf4cafe472773edb8f2938fbbbae1635ea71c4cd59160a637f04d37019e94,validation,random-32-32-20,random,256,7965,1000,10,54,0,-0.06805555555999998,0.5562500000000001,1.6243055555600001,positive_frontier_and_boundary,True,False,False,False,False,False,115
g562_frontier_00000501,64e2b2a3a202a50cb37ff7f9dbc527f2c5956b3d3c00ef512ce2d0fb93129c4c,heldout,g559-synth-warehouse-b-36,warehouse,256,8355,5000,1,63,0,-0.013613445380000089,0.6075630252099999,1.62117647059,positive_frontier_and_boundary,True,False,False,False,False,False,116
g562_frontier_00000356,47a9b77eb1ef305913775eb464c9cf958f3f400f9d5cf16d0eb1d2f847bf90b1,train,random-32-32-10,random,128,8132,500,30,34,0,-0.0911452184199999,0.52798110979,1.61912632821,positive_frontier_and_boundary,True,False,False,False,False,False,117
g562_frontier_00000160,1d6d39d9cffc4e7b24da4409bc7fe43b3f2b99ad2d2c4803baf8eb7b61a08193,heldout,g559-synth-warehouse-b-36,warehouse,256,8235,5000,27,37,0,-0.14367359897999998,0.4611843149699999,1.6048579139499999,positive_frontier_and_boundary,True,False,False,False,False,False,118
g562_frontier_00000141,1aeb8c1a2fc9a56ca7c75ae52331fe7b27fedae6ebd91fd0e94c296e08ee9bf5,heldout,g559-synth-warehouse-b-36,warehouse,256,8475,5000,20,44,0,-0.08823019587000003,0.5101404056200001,1.59837060149,positive_frontier_and_boundary,True,False,False,False,False,False,119
g562_frontier_00000500,64dea44ee2d01938b8279885e5bc7986f8b83f2beb17fdda1892b1f3d794cff8,train,room-32-32-4,room,64,8088,500,12,52,0,-0.04777731616000014,0.54964686332,1.5974241794800002,positive_frontier_and_boundary,True,False,False,False,False,False,120
g562_frontier_00000420,5562bf9f1a56139dac943f25ccdd7a27fd5fdd23e4e328c184faef4af62a1dbf,validation,g559-synth-warehouse-a-32,warehouse,128,7178,2000,21,43,0,-0.08156881616999989,0.5156400385000002,1.59720885467,positive_frontier_and_boundary,True,False,False,False,False,False,121
g562_frontier_00000014,03b2cd257e67a3b8b12790a7d07365e34484d5387466512cd4ecc5396e8e2bec,heldout,g559-synth-warehouse-b-36,warehouse,256,7395,5000,22,42,0,-0.10539671798999994,0.4892573168600003,1.5946540348500002,positive_frontier_and_boundary,True,False,False,False,False,False,122
g562_frontier_00000428,562861a24fc208a830728a05bd10f21ed24412c591ee82f6ec4773085e8ada01,train,g559-synth-corners-34,irregular_bottleneck,32,7637,1000,36,28,0,-0.21744054359999998,0.3748584371500001,1.59229898075,positive_frontier_and_boundary,True,False,False,False,False,False,123
g562_frontier_00000118,16e3d55b92178ec21966ba737233f17569ff7d28adacca38b7e62df37d1db88e,validation,g559-synth-warehouse-a-32,warehouse,128,8042,2000,31,33,0,-0.09761904762000007,0.4935714285699999,1.59119047619,positive_frontier_and_boundary,True,False,False,False,False,False,124
g562_frontier_00000433,570f7717ac3769a82ca76fdd8905892b141748bd74bd67c365fb1a4aade55bff,train,g559-synth-game-lak-32,game,256,7695,5000,8,56,0,-0.044366315079999996,0.5454545454599999,1.58982086054,positive_frontier_and_boundary,True,False,False,False,False,False,125
g562_frontier_00000350,463a4bcbcde310032b8cb71702c14748b7a6f191b2004b943059eeb8ae65e387,train,g559-synth-game-lak-32,game,256,8535,5000,12,52,0,-0.10184110135000002,0.48664786863,1.58848896998,positive_frontier_and_boundary,True,False,False,False,False,False,126
g562_frontier_00000288,395241946bebcbe99f52a67bef0db2c1b354bc6a8ec48d06bb976782eeb75ee5,train,random-32-32-10,random,128,8228,500,6,58,0,-0.010548523199999993,0.5771214252299999,1.5876699484299999,positive_frontier_and_boundary,True,False,False,False,False,False,127
g562_frontier_00000506,656c32fedc42dd1c026b4b7a5d9f0388f2d32befeb4b50964913cde691b7bb1e,train,g559-synth-connector-32,irregular_bottleneck,16,7516,500,8,56,0,-0.05513784461000015,0.5213032581399999,1.57644110275,positive_frontier_and_boundary,True,False,False,False,False,False,128
g562_frontier_00000425,55c04b9b3319927df5d02c9974c2420f5de02ed9963296d4b69d465618ebc9ea,validation,g559-synth-warehouse-a-32,warehouse,128,7082,2000,11,53,0,-0.031965540699999906,0.5418272500500001,1.57379279075,positive_frontier_and_boundary,True,False,False,False,False,False,129
g562_frontier_00000429,56716ec83fd18e7ea57891c3c443593352f18afaf04ec40ffc8126709ff11b28,validation,random-32-32-20,random,256,7485,1000,4,60,0,-0.04296810443999988,0.5299950421399999,1.5729631465799998,positive_frontier_and_boundary,True,False,False,False,False,False,130
g562_frontier_00000488,63dcef4fb77c2a385bd48c07c4dadfdd701fdd844e9907664a03b7aebc958553,train,random-32-32-10,random,128,8732,500,6,58,0,-0.03438685209000014,0.53754740834,1.5719342604300002,positive_frontier_and_boundary,True,False,False,False,False,False,131
g562_frontier_00000468,60470701c7386985d694d1918a589d3dfabafadc1d75cee4e882b10d0f45d699,train,g559-synth-connector-32,irregular_bottleneck,16,8428,500,26,38,0,-0.17027027027000008,0.3999999999999999,1.57027027027,positive_frontier_and_boundary,True,False,False,False,False,False,132
g562_frontier_00000148,1bee90485961b950f5271efc475bd29d2f60be9e5465d65ee33924662302d62a,train,g559-synth-corners-34,irregular_bottleneck,32,8693,1000,37,27,0,-0.08567774936000006,0.48081841432000005,1.56649616368,positive_frontier_and_boundary,True,False,False,False,False,False,133
g562_frontier_00000165,1e84f9db487e125c92245cdf57f258a282a570cfb7fe6bd8a946ca81f42b7fb8,validation,g559-synth-warehouse-a-32,warehouse,128,7946,2000,9,55,0,-0.03278688523999995,0.5297284071499999,1.5625152923899999,positive_frontier_and_boundary,True,False,False,False,False,False,134
g562_frontier_00000496,646e113ec1ede7042249d285a1eecb3c75b8ed45a7eeb6e8d1dfe9f8a8157143,train,room-32-32-4,room,64,8016,500,8,56,0,-0.04539559014000005,0.51707738867,1.56247297881,positive_frontier_and_boundary,True,False,False,False,False,False,135
g562_frontier_00000044,097a2a397964968a12128e012c750635575308f088674ef9f034e8b97dc617aa,train,room-32-32-4,room,64,8112,500,18,45,0,-0.04766107678000009,0.51015004413,1.55781112091,positive_frontier_and_boundary,True,False,False,False,False,False,136
g562_frontier_00000248,2ff284c25a6ed7b5326f7abefdf9dc652fe4f4cff10078173c4b7b657ec7b7bf,train,random-32-32-10,random,128,7652,500,23,41,0,-0.05337904015000006,0.5012242899099999,1.55460333006,positive_frontier_and_boundary,True,False,False,False,False,False,137
g562_frontier_00000358,47f0de414d50e0da1fe7a030aa4b939759ac65896904358ccd3b7e0cd7ff2f2d,train,g559-synth-corners-34,irregular_bottleneck,32,7397,1000,47,16,0,-0.2709832134300001,0.27937649881000004,1.5503597122400001,positive_frontier_and_boundary,True,False,False,False,False,False,138
g562_frontier_00000147,1bdf68e745bcf442ef402f1efde33aed9a6a372078f86def1469bd67f1f6eb67,train,room-32-32-4,room,64,8856,500,4,60,0,-0.033641715729999966,0.5147182506300001,1.54835996636,positive_frontier_and_boundary,True,False,False,False,False,False,139
g562_frontier_00000381,4ca47d03747c36fc5d8011224305472ba3fba94ceb8221acf6c01479601ffac8,train,empty-8-8,empty,16,8800,500,29,33,0,-0.24752475246999994,0.29702970297,1.54455445544,positive_frontier_and_boundary,True,False,False,False,False,False,140
g562_frontier_00000409,53673232efacfeab00977fe17efa64a31ae1934774f1649b861c5f0c3b0bf7b7,validation,random-32-32-20,random,256,8205,1000,5,59,0,-0.030516431919999976,0.5128205128200003,1.5433369447400003,positive_frontier_and_boundary,True,False,False,False,False,False,141
g562_frontier_00000367,4a0655a28ce6a388f6463898f28d9d900361eb4b7e6f9accb711d1fe622629f6,train,g559-synth-game-brc-32,game,32,7787,5000,25,39,0,-0.08064516128999988,0.4623655914,1.5430107526899999,positive_frontier_and_boundary,True,False,False,False,False,False,142
g562_frontier_00000073,0df2805feeba773f3d5459d2f9fccb811b507284dcc996a1d0c31ab5013b95ce,validation,empty-16-16,empty,32,8537,1000,16,48,0,-0.04098360656,0.49180327868999996,1.53278688525,positive_frontier_and_boundary,True,False,False,False,False,False,143
g562_frontier_00000232,2cdff66328378a5e570f817e8a7fe9e0a054128c8ccb97998e90bad7df734d15,validation,g559-synth-warehouse-a-32,warehouse,128,7106,2000,6,58,0,-0.03480165490999987,0.49744463373000003,1.53224628864,positive_frontier_and_boundary,True,False,False,False,False,False,144
g562_frontier_00000269,34c100a96e3a38e03399c1a32f05c67c51346216435a3aa7ae677ec59b4b6166,train,g559-synth-loop-chain-36,irregular_bottleneck,64,8094,2000,29,35,0,-0.08808290155999998,0.44300518134,1.5310880829,positive_frontier_and_boundary,True,False,False,False,False,False,145
g562_frontier_00000437,57b37f8f1aeaf513264b4092aef72788443b9366327867c833ba63080bf0ba1e,heldout,g559-synth-warehouse-b-36,warehouse,256,7275,5000,20,44,0,-0.10549343705000003,0.42440447253,1.52989790958,positive_frontier_and_boundary,True,False,False,False,False,False,146
g562_frontier_00000299,3b22e5f890668b4bdfe458402f7049815de4248302bd2d5564a8f20045e5f0e7,train,g559-synth-corners-34,irregular_bottleneck,32,7997,1000,15,49,0,-0.15096618358000002,0.3768115942000001,1.5277777777800001,positive_frontier_and_boundary,True,False,False,False,False,False,147
g562_frontier_00000363,48db46bb4ce79d6183eeee503918f510c238799ab7553e855d951df4137a87ea,validation,g559-synth-warehouse-a-32,warehouse,128,7466,2000,12,52,0,-0.036288358500000006,0.48782269849000004,1.52411105699,positive_frontier_and_boundary,True,False,False,False,False,False,148
g562_frontier_00000508,662cdbc80f6dbee3370c61bbeed2e2e51c288d8f23b4089a1a7f2b7f11940449,train,g559-synth-tunnel-38,irregular_bottleneck,96,8455,5000,6,58,0,-0.024434941959999845,0.49847281613000005,1.52290775809,positive_frontier_and_boundary,True,False,False,False,False,False,149
g562_frontier_00000058,0beab542262f58efbb63dc9f8d9dd151618d7bc8c4f2d5e32bbdcf2f4090a8f7,heldout,g559-synth-string-40,irregular_bottleneck,128,8840,500,18,46,0,-0.13135946622000017,0.3865721434499998,1.51793160967,positive_frontier_and_boundary,True,False,False,False,False,False,150
g562_frontier_00000507,65add6a9b974bd2fbbb57e13b3e53409519ea5a89a0a346eabbb6745e7670504,train,room-32-32-4,room,64,8712,500,29,35,0,-0.06999999999999984,0.44708333332999994,1.5170833333299998,positive_frontier_and_boundary,True,False,False,False,False,False,151
g562_frontier_00000039,07d6ae7b72dd752a2514ac3a0d067de82f3e54df9d9ead1a281a514a4a106f21,validation,g559-synth-warehouse-a-32,warehouse,128,8666,2000,25,39,0,-0.06938976378000006,0.44512795276000006,1.5145177165400001,positive_frontier_and_boundary,True,False,False,False,False,False,152
g562_frontier_00000379,4c59aa7a819506d37318c9dc16d63f7e60b85783fe56f9c629ca3691c7f47e10,validation,g559-synth-game-den-32,game,16,7114,2000,31,29,0,-0.052341597789999916,0.4600550964200001,1.51239669421,positive_frontier_and_boundary,True,False,False,False,False,False,153
g562_frontier_00000088,10febb3e86ed316dd4474d8d7877ef517121be7d1403cc874ab2b6ca4bc73ff5,train,random-32-32-10,random,128,7028,500,29,35,0,-0.06002791996999979,0.4516053978600001,1.5116333178299999,positive_frontier_and_boundary,True,False,False,False,False,False,154
g562_frontier_00000471,6064f4f8cd6f647c3a9f6aaa1e2967eeb413a7f2f3578226d16f4c345a67f2e4,train,random-32-32-10,random,128,7556,500,3,61,0,-0.0039273441300000655,0.50711831125,1.51104565538,positive_frontier_and_boundary,True,False,False,False,False,False,155
g562_frontier_00000480,625e9eee76a03b27773e7691c0454f9beee986278a5f03568d3f16a62bcaf54f,train,g559-synth-corners-34,irregular_bottleneck,32,8957,1000,2,62,0,-0.020118343199999833,0.4899408284,1.5100591715999998,positive_frontier_and_boundary,True,False,False,False,False,False,156
g562_frontier_00000224,2b6df1091b8e92fda69704fe3592411c580bb900c9232a5e7931d3608a074682,train,room-32-32-4,room,64,8376,500,1,63,0,-0.019433882550000003,0.4904942965800001,1.50992817913,positive_frontier_and_boundary,True,False,False,False,False,False,157
g562_frontier_00000383,4d2dfa1d339b7e9472a99c878989dd4c6893ef38d99aa93ad3e80047b06d9a7b,validation,random-32-32-20,random,256,8325,1000,6,57,0,-0.06480558324999985,0.43984712529000025,1.50465270854,positive_frontier_and_boundary,True,False,False,False,False,False,158
g562_frontier_00000231,2cdcd48e010278503931449a5df5ee83f9d2b721788052337af853cddec7276f,validation,random-32-32-20,random,256,7125,1000,26,38,0,-0.12770375497999997,0.37688181346000005,1.50458556844,positive_frontier_and_boundary,True,False,False,False,False,False,159
g562_frontier_00000002,0083e63509b964e0ca5fef571381b79520aa7e708d4ad52771372d98375bdb64,train,g559-synth-game-brc-32,game,32,7379,5000,38,26,0,-0.15163147792999987,0.35124760076000006,1.50287907869,positive_frontier_and_boundary,True,False,False,False,False,False,160
g562_frontier_00000051,0a974f62f77f5bd15d3e69943afecaa4cfe98c42b4ed028f844c8c2fb20224c3,validation,g559-synth-warehouse-a-32,warehouse,128,7922,2000,8,55,0,-0.03255056964000014,0.46779818646000004,1.5003487561000002,positive_frontier_and_boundary,True,False,False,False,False,False,161
g562_frontier_00000114,1610911a3120e52dc819b3c05b6bd4c83baaee874a4b68b6afb13fcc8858f9a8,validation,g559-synth-warehouse-a-32,warehouse,128,8786,2000,28,36,0,-0.09682046378000009,0.4032990676500001,1.5001195314300002,positive_frontier_and_boundary,True,False,False,False,False,False,162
g562_frontier_00000250,30ea64887812c4aa5d1456c3a3bcb025935809e5569e5829841a5ea88578efeb,train,room-32-32-4,room,64,7392,500,2,62,0,-0.022746071140000046,0.47725392885999995,1.5,positive_frontier_and_boundary,True,False,False,False,False,False,163
g562_frontier_00000355,4746cace515896ee02038d16dfbba199191e0620a3fe5e8886c32a96c76ac0f2,validation,g559-synth-warehouse-a-32,warehouse,128,7442,2000,16,48,0,-0.05970498711999994,0.4366658862099999,1.4963708733299999,positive_frontier_and_boundary,True,False,False,False,False,False,164
g562_frontier_00000116,16aa9b7affc02b4ae0223fa7f34661e1e92926b68aa63be2c35697832cdf9dcc,train,empty-8-8,empty,16,8920,500,2,61,0,-0.07792207792000005,0.4155844155799999,1.4935064935,positive_frontier_and_boundary,True,False,False,False,False,False,165
g562_frontier_00000392,4f194e72d2c6fdbc0dbc63d43adfc65bcb4a7c9f6ab4a500ca532091520cefec,train,empty-8-8,empty,16,8200,500,13,49,0,-0.06666666666999999,0.42222222222000005,1.48888888889,positive_frontier_and_boundary,True,False,False,False,False,False,166
g562_frontier_00000444,59ae7871dae30494f48b021b9ff7bf054a491eb817b1903d97ab429cd2920809,train,random-32-32-10,random,128,8756,500,24,40,0,-0.07586533903000015,0.402323376,1.4781887150300002,positive_frontier_and_boundary,True,False,False,False,False,False,167
g562_frontier_00000237,2de60df00dbe851dfa2c6fdf6bafc68c8f19342f7b095a0d2858a99fa78009ea,validation,maze-36-32-4,maze,32,7991,5000,25,39,0,-0.08713355048999993,0.38843648209000015,1.47557003258,positive_frontier_and_boundary,True,False,False,False,False,False,168
g562_frontier_00000027,056d7557c03055e16cd37f0dd20f3bed84ba2127bd2d5e3005b1653f36cf5e68,train,room-32-32-4,room,64,7008,500,8,56,0,-0.049003322259999926,0.4248338870399999,1.4738372092999998,positive_frontier_and_boundary,True,False,False,False,False,False,169
g562_frontier_00000005,017610f413a531d5661e25631f2768b1af12b81cb1f84ce44c9df17a645b7a0a,heldout,g559-synth-string-40,irregular_bottleneck,128,8240,500,47,17,0,-0.14232673266999996,0.3304455445500001,1.47277227722,positive_frontier_and_boundary,True,False,False,False,False,False,170
g562_frontier_00000459,5de21fdd50599bb8f1c2e37fa9942edeadd2ca7ff822807425c8885f818a75b8,validation,empty-16-16,empty,32,7793,1000,20,43,0,-0.09677419355000016,0.3689516128999999,1.46572580645,positive_frontier_and_boundary,True,False,False,False,False,False,171
g562_frontier_00000024,050bbaee48a8873755735e85be3162d84f9ca57d66a9b707ef5a9f15ee1672de,train,g559-synth-city-boston-32,city,96,8893,1000,30,34,0,-0.08806016921999982,0.37699780633000013,1.46505797555,positive_frontier_and_boundary,True,False,False,False,False,False,172
g562_frontier_00000109,15238bb99f136602f5e8985d5a9e4de95e04c53501aa033580801dcb8a43f625,train,random-32-32-10,random,128,7292,500,7,56,0,-0.026290165529999854,0.43865628043000005,1.46494644596,positive_frontier_and_boundary,True,False,False,False,False,False,173
g562_frontier_00000463,5eff6dece7b75093da9d49b163355f7bc1552cc48cac4f8665f6735fa67b415f,train,g559-synth-tunnel-38,irregular_bottleneck,96,7975,5000,28,35,0,-0.1404303510699998,0.31993204983,1.4603624008999998,positive_frontier_and_boundary,True,False,False,False,False,False,174
g562_frontier_00000305,3c7e6eeaa6473325026f6959fdbf40d5ce6608b19f8ddb4a7f516665ccc1c2a0,validation,g559-synth-warehouse-a-32,warehouse,128,8738,2000,18,46,0,-0.10179786199999996,0.35738581147000015,1.45918367347,positive_frontier_and_boundary,True,False,False,False,False,False,175
g562_frontier_00000487,63a1a9434066846158d6e21c50f9fc30c1e0820a0954eda6f10545785ab2aef3,train,g559-synth-corners-34,irregular_bottleneck,32,7733,1000,3,61,0,-0.019900497510000115,0.43532338308999985,1.4552238806,positive_frontier_and_boundary,True,False,False,False,False,False,176
g562_frontier_00000117,16c2f8246ed9b15f19be8363b0bbc687ba6da7746b1c8c9747300d593181eac2,validation,empty-16-16,empty,32,8273,1000,17,47,0,-0.04848484848000001,0.40606060606000005,1.45454545454,positive_frontier_and_boundary,True,False,False,False,False,False,177
g562_frontier_00000273,363784a64f0fb0e8334d8efb96c496796c294e6a8e8834d7b63e053b57b78524,train,room-32-32-4,room,64,8976,500,33,31,0,-0.08608137045000008,0.36573875803,1.45182012848,positive_frontier_and_boundary,True,False,False,False,False,False,178
g562_frontier_00000087,1065416af0744300ecb6300aff5229cef2109a13ed9681e74dfbce5c8e59a5b3,train,room-32-32-4,room,64,7560,500,30,34,0,-0.06261288380999996,0.38771824202000005,1.45033112583,positive_frontier_and_boundary,True,False,False,False,False,False,179
g562_frontier_00000132,194207df6e955c8e6e33f9a4c2c436d2c02ba99412670bed9d0ecd78920b1050,validation,maze-36-32-4,maze,32,8807,5000,23,41,0,-0.05777400169999991,0.3908241291400001,1.44859813084,positive_frontier_and_boundary,True,False,False,False,False,False,180
g562_frontier_00000313,3dee918720b41e7ff2706354fc2651e7c74bfd6d6c0867450b65ef76d67751ae,validation,g559-synth-warehouse-a-32,warehouse,128,7706,2000,9,55,0,-0.03634204274999986,0.40973871734,1.4460807600899999,positive_frontier_and_boundary,True,False,False,False,False,False,181
g562_frontier_00000307,3cd4c6c9ece4944f9e0b73299ccfe82e1bc29695043b45f64e1979376ae70257,validation,maze-36-32-4,maze,32,7031,5000,28,35,0,-0.056487202120000024,0.3892321270899999,1.44571932921,positive_frontier_and_boundary,True,False,False,False,False,False,182
g562_frontier_00000105,1482c22bb20c82d4270e382d09d9657ff4baff7570e2d780eb23c33415b5b9bd,validation,g559-synth-game-den-32,game,16,7258,2000,31,33,0,-0.06408094435000011,0.3811129848299999,1.44519392918,positive_frontier_and_boundary,True,False,False,False,False,False,183
g562_frontier_00000104,147346f73ff45ed622a7650af7bfa4e5b2d8cc91c79d1835f00b068b9b7f1b2f,validation,g559-synth-warehouse-a-32,warehouse,128,8858,2000,3,61,0,-0.002526992880000023,0.4353319549800001,1.4378589478600001,positive_frontier_and_boundary,True,False,False,False,False,False,184
g562_frontier_00000364,48f313fa6dd25f2c9332e922cb5cc57c4992d9efe8d1e1eb0cf8d13603ccdb8d,validation,g559-synth-warehouse-a-32,warehouse,128,7586,2000,18,46,0,-0.08381642511999998,0.35362318840000007,1.43743961352,positive_frontier_and_boundary,True,False,False,False,False,False,185
g562_frontier_00000396,50a54f66276dddfe3ca9e42cd31880663eebf47ec197f02e948e6647e00ab80c,train,random-32-32-10,random,128,7532,500,7,57,0,-0.016555530009999986,0.41411818809,1.4306737181,positive_frontier_and_boundary,True,False,False,False,False,False,186
g562_frontier_00000242,2e67e0e49cc11e60b1fcaaadf9f7c68d6fa8c7aa818cda931e08ddb4ba9f609b,validation,empty-16-16,empty,32,8081,1000,49,14,0,-0.22403258656000014,0.20366598777999978,1.42769857434,positive_frontier_and_boundary,True,False,False,False,False,False,187
g562_frontier_00000283,3877dad01311afab16b2581b8a6ae90424181803d39d696b5bdfadf5037dfc33,validation,empty-16-16,empty,32,7121,1000,17,45,0,-0.0740740740700001,0.35282651072999993,1.4269005848,positive_frontier_and_boundary,True,False,False,False,False,False,188
g562_frontier_00000469,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,validation,empty-16-16,empty,32,7097,1000,33,31,0,-0.09941520468000009,0.32748538010999995,1.42690058479,positive_frontier_and_boundary,True,False,False,False,False,False,189
g562_frontier_00000282,38721e45225a6cf4eb73d3ab4c22446de151c2264936c7adba77d85911d5e3d9,validation,g559-synth-warehouse-a-32,warehouse,128,7682,2000,25,39,0,-0.07930871212000001,0.3454071969700001,1.4247159090900001,positive_frontier_and_boundary,True,False,False,False,False,False,190
g562_frontier_00000021,04f2d1f6dd359269d3bf16a0a52bfbb165fd897cfbb32d05a5037e8d3265f791,train,random-32-32-10,random,128,8852,500,5,58,0,-0.01560178305999993,0.4051510648900001,1.42075284795,positive_frontier_and_boundary,True,False,False,False,False,False,191
g562_frontier_00000186,21d752f6bfae9de060f38c38cfb31d236748424d5806a13a4333813519366402,validation,empty-16-16,empty,32,7145,1000,13,50,0,-0.08181818181999989,0.33636363636,1.4181818181799999,positive_frontier_and_boundary,True,False,False,False,False,False,192
g562_frontier_00000351,46724f583914dd95a0242389badff044fa90542d83a58abf3710bde4a2db30b5,validation,empty-16-16,empty,32,8417,1000,21,42,0,-0.06613226452999998,0.3507014028100002,1.4168336673400002,positive_frontier_and_boundary,True,False,False,False,False,False,193
g562_frontier_00000138,1a0f9a320e0c0fb23c59354a87b6386a5e9c6e9907d532dcf348b8cf73327274,validation,g559-synth-warehouse-a-32,warehouse,128,8066,2000,1,63,0,-0.0014430014399999802,0.4131794131800002,1.4146224146200002,positive_frontier_and_boundary,True,False,False,False,False,False,194
g562_frontier_00000332,429275b2a72516a483b87c2611c3d6c5ce6d6c8f017266ea829c2ebad6cc1690,train,random-32-32-10,random,128,8492,500,14,50,0,-0.029600394669999863,0.38233843118,1.4119388258499999,positive_frontier_and_boundary,True,False,False,False,False,False,195
g562_frontier_00000426,560d485ebc7cdc414557afd32163450255bc10df1be741812cc736e672e85b11,train,room-32-32-4,room,64,8880,500,4,58,0,-0.029684601110000042,0.38218923932999993,1.41187384044,positive_frontier_and_boundary,True,False,False,False,False,False,196
g562_frontier_00000142,1af160151e5803ee4238a4dc367ccf2c660d95d6519eb3195e07509e703e41cd,train,random-32-32-10,random,128,8276,500,11,53,0,-0.019635343619999857,0.3917718560000001,1.41140719962,positive_frontier_and_boundary,True,False,False,False,False,False,197
g562_frontier_00000028,05839627fd0e8eaa6de9baf30c6047eb54d7384e4877a4db63457a6003fe0b8e,train,random-32-32-10,random,128,7268,500,16,48,0,-0.05029515937999984,0.35844155845000003,1.4087367178299999,positive_frontier_and_boundary,True,False,False,False,False,False,198
g562_frontier_00000216,289a65e9a156a0877f47f5e6541025ed021b7d9ac03fcfab7bb09fda213b5ea4,train,g559-synth-loop-chain-36,irregular_bottleneck,64,7950,2000,8,56,0,-0.050000000000000044,0.3575471698199999,1.40754716982,positive_frontier_and_boundary,True,False,False,False,False,False,199
g562_frontier_00000050,0a9417cd04cd911a797e2aa588aef03597dfaf43b78ab040647613162c2b1a94,train,g559-synth-corners-34,irregular_bottleneck,32,8837,1000,24,40,0,-0.07663782448000012,0.32880098886999987,1.40543881335,positive_frontier_and_boundary,True,False,False,False,False,False,200
g562_frontier_00000136,19eba1ff626f94dbc048779fdd6bd6a3ff8b780601d843f14059178c83a2030c,train,g559-synth-tunnel-38,irregular_bottleneck,96,7855,5000,20,43,0,-0.06372275013999995,0.33147009503,1.39519284517,positive_frontier_and_boundary,True,False,False,False,False,False,201
