map,map_family,solver_seed,solver_scenario_path,scenario_file_exists,scenario_sha256_expected,scenario_sha256_actual,scenario_sha256_match,map_file_exists,map_sha256_expected,map_sha256_actual,map_sha256_match,scenario_pair_count_expected,scenario_pair_count_actual,scenario_pair_count_match,unique_start_count,unique_goal_count,duplicate_starts,duplicate_goals,all_starts_traversable,all_goals_traversable,all_pairs_reachable,assignment_sha256_expected,assignment_sha256_actual,assignment_sha256_match,width_height_match,valid,failure_reasons,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g559-synth-connector-32,irregular_bottleneck,7180,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-7180.scen,True,7c4f42ff4db195a61c867002a8f45e58511dc35fbb310d523c0ec914e63987cc,7c4f42ff4db195a61c867002a8f45e58511dc35fbb310d523c0ec914e63987cc,True,True,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,True,16,16,True,16,16,False,False,True,True,True,fb757a751635ea8a4cfbdaf05aefecf98541bad0e0429bd37ee98c8a28b814c9,fb757a751635ea8a4cfbdaf05aefecf98541bad0e0429bd37ee98c8a28b814c9,True,True,True,,False,False,False,False,False
g559-synth-corners-34,irregular_bottleneck,7181,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7181.scen,True,43e6ccc0ed79e5e72298c739ac941e9fee0230c2da859967ba6b8f66b5838c68,43e6ccc0ed79e5e72298c739ac941e9fee0230c2da859967ba6b8f66b5838c68,True,True,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,True,32,32,True,32,32,False,False,True,True,True,7ee5d10de320b0a591e6cde82762e47bac5676459ed3b2b9a726634de2226965,7ee5d10de320b0a591e6cde82762e47bac5676459ed3b2b9a726634de2226965,True,True,True,,False,False,False,False,False
g559-synth-loop-chain-36,irregular_bottleneck,7182,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-7182.scen,True,def486823c29f0226e7551df32b8cc9a8710c9fd20c277b476f26575df71af64,def486823c29f0226e7551df32b8cc9a8710c9fd20c277b476f26575df71af64,True,True,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,True,64,64,True,64,64,False,False,True,True,True,f08c5fbe495abb115afdfbe11395a936cfc80844d66368d518090f72c5bdc96e,f08c5fbe495abb115afdfbe11395a936cfc80844d66368d518090f72c5bdc96e,True,True,True,,False,False,False,False,False
g559-synth-tunnel-38,irregular_bottleneck,7183,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-7183.scen,True,c2daa7691f8440b15387cfb6ca075e421b686028cd447220cc4359b68b9b3573,c2daa7691f8440b15387cfb6ca075e421b686028cd447220cc4359b68b9b3573,True,True,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,True,96,96,True,80,73,True,True,True,True,True,8c6ef01d8e56ef9e820142bfbe9b0a4a15c7d21dd76c73ab42503d7e1908e8a7,8c6ef01d8e56ef9e820142bfbe9b0a4a15c7d21dd76c73ab42503d7e1908e8a7,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
g559-synth-string-40,irregular_bottleneck,7184,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-7184.scen,True,162742159e10a91bca5836ca34f305776c12fec7707374cc936ad9f97078ef5a,162742159e10a91bca5836ca34f305776c12fec7707374cc936ad9f97078ef5a,True,True,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,True,128,128,True,75,128,True,False,True,True,True,4fc4ec6b7e00460a06cd751cb9fd22e486459b0483da902ff2381f1e36734780,4fc4ec6b7e00460a06cd751cb9fd22e486459b0483da902ff2381f1e36734780,True,True,False,duplicate_starts,False,False,False,False,False
g559-synth-tree-42,irregular_bottleneck,7185,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-7185.scen,True,58f8800aafff1fa7ad0dce2ee23fd89d6c01d1648cf96510eb07fc8450e7a2bd,58f8800aafff1fa7ad0dce2ee23fd89d6c01d1648cf96510eb07fc8450e7a2bd,True,True,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,True,256,256,True,256,256,False,False,True,True,True,503b742364ed04c51b0e49a1267ef11aa056db36b2b78ea8a1890de9235b3372,503b742364ed04c51b0e49a1267ef11aa056db36b2b78ea8a1890de9235b3372,True,True,True,,False,False,False,False,False
g559-synth-game-den-32,game,7186,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-7186.scen,True,b49f3c10642799d8750ac0d70a1cc43f90734f85c53ea52ff7a2a104dbf6da02,b49f3c10642799d8750ac0d70a1cc43f90734f85c53ea52ff7a2a104dbf6da02,True,True,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,True,16,16,True,16,16,False,False,True,True,True,c7ea38955d6a452f01156acc2c50f9cb88a8ee8291331b246d403911a0a8cf85,c7ea38955d6a452f01156acc2c50f9cb88a8ee8291331b246d403911a0a8cf85,True,True,True,,False,False,False,False,False
g559-synth-game-brc-32,game,7187,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-7187.scen,True,07838db8146d880a69b55ba04a66e3dfac4a758fb2a58bac7910d3460f23adf6,07838db8146d880a69b55ba04a66e3dfac4a758fb2a58bac7910d3460f23adf6,True,True,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,True,32,32,True,32,32,False,False,True,True,False,5d09bc13dce84526897ae99e959d7032b8addd2b9f36781564686ef3c0bef06c,5d09bc13dce84526897ae99e959d7032b8addd2b9f36781564686ef3c0bef06c,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-city-berlin-32,city,7188,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-7188.scen,True,010b7c094fd66f1d9ec43f19fbf56a9042ab5dcb02429eaef2e758a37a480cc7,010b7c094fd66f1d9ec43f19fbf56a9042ab5dcb02429eaef2e758a37a480cc7,True,True,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,True,64,64,True,64,64,False,False,True,True,False,bf5d3a16cbbf0759725e746cccf3676fa3a3d09d8d60017e6135ce520b83e31d,bf5d3a16cbbf0759725e746cccf3676fa3a3d09d8d60017e6135ce520b83e31d,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-city-boston-32,city,7189,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-7189.scen,True,257c2af4e7218292772ee34b3eb9a207807b719f3873a836083fb94c283f76a0,257c2af4e7218292772ee34b3eb9a207807b719f3873a836083fb94c283f76a0,True,True,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,True,96,96,True,63,96,True,False,True,True,False,a6ef4cd30451f7a5bf6f3809d6d5d5e604b61bc7a07729f8b33f2aa5dadb5503,a6ef4cd30451f7a5bf6f3809d6d5d5e604b61bc7a07729f8b33f2aa5dadb5503,True,True,False,duplicate_starts;pair_not_reachable,False,False,False,False,False
g559-synth-city-paris-32,city,7190,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-7190.scen,True,ca7f57b3cdecd9ace0eb8d35b950a5bd6edbfea6830d83ebed7f42b29cef819b,ca7f57b3cdecd9ace0eb8d35b950a5bd6edbfea6830d83ebed7f42b29cef819b,True,True,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,True,128,128,True,128,128,False,False,True,True,False,f6ca7fcb6695a413c1698097b9df975a33e34015a6bb63cba703404d5fd6b434,f6ca7fcb6695a413c1698097b9df975a33e34015a6bb63cba703404d5fd6b434,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-game-lak-32,game,7191,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-7191.scen,True,e67476abd3b31aec4d77a97d6eaa54f5a99fc86911a0774767ad609c1dcf7378,e67476abd3b31aec4d77a97d6eaa54f5a99fc86911a0774767ad609c1dcf7378,True,True,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,True,256,256,True,256,256,False,False,True,True,True,c759edf79ea50943882fb1c483617519dc75bf5b0edac814ef1acec66d62e89c,c759edf79ea50943882fb1c483617519dc75bf5b0edac814ef1acec66d62e89c,True,True,True,,False,False,False,False,False
empty-8-8,empty,7192,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-7192.scen,True,7a3c2d76ae6d96084f36e0549005b6660021b5ec35966d9ba5e2a2431c810d4a,7a3c2d76ae6d96084f36e0549005b6660021b5ec35966d9ba5e2a2431c810d4a,True,True,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,True,16,16,True,16,16,False,False,True,True,True,888051eace0f7b3f8aa66fb860482329ac4d93a70b8d1d850044c14da2081a74,888051eace0f7b3f8aa66fb860482329ac4d93a70b8d1d850044c14da2081a74,True,True,True,,False,False,False,False,False
empty-16-16,empty,7193,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-7193.scen,True,11ed41858be62bc2cf2f1458a79808f3aa29f9d297cbb06f586e03d3acfe347f,11ed41858be62bc2cf2f1458a79808f3aa29f9d297cbb06f586e03d3acfe347f,True,True,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,True,32,32,True,32,32,False,False,True,True,True,c17e558038903c6a613698953cc2aab1a8ed95b994447bde8f5ea772f37888e9,c17e558038903c6a613698953cc2aab1a8ed95b994447bde8f5ea772f37888e9,True,True,True,,False,False,False,False,False
empty-32-32,empty,7194,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-7194.scen,True,7d4ad1f295366971559241b4c0e4e08837037835487e98737a168d09d953805e,7d4ad1f295366971559241b4c0e4e08837037835487e98737a168d09d953805e,True,True,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,True,64,64,True,64,64,False,False,True,True,True,1e84d5000fb0d0664770fa1a783ebe7eb23c832cd995494f86a98bcdbac39d8f,1e84d5000fb0d0664770fa1a783ebe7eb23c832cd995494f86a98bcdbac39d8f,True,True,True,,False,False,False,False,False
random-8-8-20,random,7195,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-7195.scen,True,867e2c6de6cd10455c4f33dc40d16dbbff2685b7428c998d6f29f0b9f60a5cb1,867e2c6de6cd10455c4f33dc40d16dbbff2685b7428c998d6f29f0b9f60a5cb1,True,True,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,True,32,32,True,32,32,False,False,True,True,True,592f4d50d19557da33f2b797f06ed0c924c1ab1cef5b3758cb2d38f4f8975622,592f4d50d19557da33f2b797f06ed0c924c1ab1cef5b3758cb2d38f4f8975622,True,True,True,,False,False,False,False,False
random-32-32-10,random,7196,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-7196.scen,True,7a5dfa0926f9c2e5a9599dd3db0c3f767bf0768551d8b498a9bc342def33f9ac,7a5dfa0926f9c2e5a9599dd3db0c3f767bf0768551d8b498a9bc342def33f9ac,True,True,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,True,128,128,True,128,128,False,False,True,True,True,5215a168afed70e7af7d2d18ad3d121b6aae75021d1ba73cc4694a82db333a78,5215a168afed70e7af7d2d18ad3d121b6aae75021d1ba73cc4694a82db333a78,True,True,True,,False,False,False,False,False
random-32-32-20,random,7197,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-7197.scen,True,081175f62abf30ecb18f473198c645bc61dc146016df974c08e48b9082f3de82,081175f62abf30ecb18f473198c645bc61dc146016df974c08e48b9082f3de82,True,True,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,True,256,256,True,256,256,False,False,True,True,True,ad39338c82d02dd4c8fe374a245424cc29f997ab55f6bd2d2fb397e417611ae3,ad39338c82d02dd4c8fe374a245424cc29f997ab55f6bd2d2fb397e417611ae3,True,True,True,,False,False,False,False,False
maze-32-32-2,maze,7198,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-7198.scen,True,31ae7c237bf95abdc2d6a44884e80c05748e22eae258fe654358273fff36cbfe,31ae7c237bf95abdc2d6a44884e80c05748e22eae258fe654358273fff36cbfe,True,True,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,True,16,16,True,16,16,False,False,True,True,True,5013133ee698870c74ca2b6184a20427dc59e5a2f7fc0227f51128d54317a81b,5013133ee698870c74ca2b6184a20427dc59e5a2f7fc0227f51128d54317a81b,True,True,True,,False,False,False,False,False
maze-36-32-4,maze,7199,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-7199.scen,True,07b985a7b9e5f943d872628d7763efed21c0d57219c425c0d2801e87e774fee6,07b985a7b9e5f943d872628d7763efed21c0d57219c425c0d2801e87e774fee6,True,True,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,True,32,32,True,32,32,False,False,True,True,True,297a417a2216aca0bf3897d80a0b628cbc69627ac7f4e5a0174286e2d266c4f0,297a417a2216aca0bf3897d80a0b628cbc69627ac7f4e5a0174286e2d266c4f0,True,True,True,,False,False,False,False,False
room-32-32-4,room,7200,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-7200.scen,True,fcd13e43849740410788ab64735f2884baaf01d0d1f97379457b3a6f733fe2db,fcd13e43849740410788ab64735f2884baaf01d0d1f97379457b3a6f733fe2db,True,True,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,True,64,64,True,64,64,False,False,True,True,True,a9458f06a44a8d8f1bef3741f9dbd0eea87706294bede2e49cf2b8771e9bff48,a9458f06a44a8d8f1bef3741f9dbd0eea87706294bede2e49cf2b8771e9bff48,True,True,True,,False,False,False,False,False
room-40-32-8,room,7201,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-7201.scen,True,6a08524fdad339711f5805e53b440b5a2c62b4db84e0072da969abc356bdcefb,6a08524fdad339711f5805e53b440b5a2c62b4db84e0072da969abc356bdcefb,True,True,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,True,96,96,True,96,96,False,False,True,True,True,9206ff7b3188cd19a0253be481670cf6a269d1c540d557367f0c76052409f024,9206ff7b3188cd19a0253be481670cf6a269d1c540d557367f0c76052409f024,True,True,True,,False,False,False,False,False
g559-synth-warehouse-a-32,warehouse,7202,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-7202.scen,True,8029eee62deaa25a7f1ccae2a233bf9e08e0794ed6bac6b90d50ba462282d866,8029eee62deaa25a7f1ccae2a233bf9e08e0794ed6bac6b90d50ba462282d866,True,True,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,True,128,128,True,128,128,False,False,True,True,True,626412db3d73cd525c103ee2a30b59083112f34de708e3927bea660a88f24416,626412db3d73cd525c103ee2a30b59083112f34de708e3927bea660a88f24416,True,True,True,,False,False,False,False,False
g559-synth-warehouse-b-36,warehouse,7203,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-7203.scen,True,e7615c3b0f0dd1799bf054862270454c664696f07b3b356ecb4c9dd3bcad0d1e,e7615c3b0f0dd1799bf054862270454c664696f07b3b356ecb4c9dd3bcad0d1e,True,True,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,True,256,256,True,252,216,True,True,True,True,True,b147a66c79a55427edb838ae6b2e820dae0bf1b7a0447414f4ade8f4d00bd03b,b147a66c79a55427edb838ae6b2e820dae0bf1b7a0447414f4ade8f4d00bd03b,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
g559-synth-connector-32,irregular_bottleneck,7204,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-7204.scen,True,fe5eaf849d4b0b5479e05787c60fd1647b7b9f0449a1030eacfabe9c8cfb0312,fe5eaf849d4b0b5479e05787c60fd1647b7b9f0449a1030eacfabe9c8cfb0312,True,True,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,True,16,16,True,16,16,False,False,True,True,True,77e1800d81890fc597ba36e5ca2a6aa4ecb014602a6f885ed6b24c5a5eb1039c,77e1800d81890fc597ba36e5ca2a6aa4ecb014602a6f885ed6b24c5a5eb1039c,True,True,True,,False,False,False,False,False
g559-synth-corners-34,irregular_bottleneck,7205,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7205.scen,True,fded963e72d9da8b842668c4acbece3df59a12292db4bd86669ba5bc1dbb42f1,fded963e72d9da8b842668c4acbece3df59a12292db4bd86669ba5bc1dbb42f1,True,True,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,True,32,32,True,32,32,False,False,True,True,True,ca5bd8c41370353966372e53e095ba1e6b4a883203bd3fafd1eb753a35660901,ca5bd8c41370353966372e53e095ba1e6b4a883203bd3fafd1eb753a35660901,True,True,True,,False,False,False,False,False
g559-synth-loop-chain-36,irregular_bottleneck,7206,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-7206.scen,True,309b413f019d5c04d05d8711319f9955e015e13691fe545462600c02f5e44737,309b413f019d5c04d05d8711319f9955e015e13691fe545462600c02f5e44737,True,True,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,True,64,64,True,64,64,False,False,True,True,True,a9140c59ee97b965170db2bd72c22f3132ea7361e34607d1fd4eaeefce403872,a9140c59ee97b965170db2bd72c22f3132ea7361e34607d1fd4eaeefce403872,True,True,True,,False,False,False,False,False
g559-synth-tunnel-38,irregular_bottleneck,7207,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-7207.scen,True,c2daa7691f8440b15387cfb6ca075e421b686028cd447220cc4359b68b9b3573,c2daa7691f8440b15387cfb6ca075e421b686028cd447220cc4359b68b9b3573,True,True,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,True,96,96,True,80,73,True,True,True,True,True,8c6ef01d8e56ef9e820142bfbe9b0a4a15c7d21dd76c73ab42503d7e1908e8a7,8c6ef01d8e56ef9e820142bfbe9b0a4a15c7d21dd76c73ab42503d7e1908e8a7,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
g559-synth-string-40,irregular_bottleneck,7208,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-7208.scen,True,4056a0e5cbd3373bea2be01e713a45900e5b54e14b6c9685552184c939909ee6,4056a0e5cbd3373bea2be01e713a45900e5b54e14b6c9685552184c939909ee6,True,True,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,True,128,128,True,81,74,True,True,True,True,True,7c9fc317d4d19afa6018c3c6da3d2c4d65e73b932d72e62a7eec0072faa9a121,7c9fc317d4d19afa6018c3c6da3d2c4d65e73b932d72e62a7eec0072faa9a121,True,True,False,duplicate_goals;duplicate_starts,False,False,False,False,False
g559-synth-tree-42,irregular_bottleneck,7209,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-7209.scen,True,8d6f35b5b22cf2f1fb07e5a5ceb279cd9aae362fcf78cab6204ec5a5d15f70a4,8d6f35b5b22cf2f1fb07e5a5ceb279cd9aae362fcf78cab6204ec5a5d15f70a4,True,True,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,True,256,256,True,85,256,True,False,True,True,True,46663de516e141ac1b18719653d3d69d828147038109cee30dbd98493c0932f0,46663de516e141ac1b18719653d3d69d828147038109cee30dbd98493c0932f0,True,True,False,duplicate_starts,False,False,False,False,False
g559-synth-game-den-32,game,7210,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-7210.scen,True,546910f8f4041bd2465839a9596738cacc5c5ae671ea5dbaea266c1e8f588d46,546910f8f4041bd2465839a9596738cacc5c5ae671ea5dbaea266c1e8f588d46,True,True,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,True,16,16,True,16,16,False,False,True,True,True,19cd121524121d7c463339b9550cbe801eda20148e17908cd415154541bf22c0,19cd121524121d7c463339b9550cbe801eda20148e17908cd415154541bf22c0,True,True,True,,False,False,False,False,False
g559-synth-game-brc-32,game,7211,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-7211.scen,True,4fbec232e2fa01f5959d8742d5f738177731667d257a420215eb3199cae281e4,4fbec232e2fa01f5959d8742d5f738177731667d257a420215eb3199cae281e4,True,True,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,True,32,32,True,32,32,False,False,True,True,True,e5dafbbf260d0150be7aea86f679259ebe06fdab5626f9cb162673ceacb6c222,e5dafbbf260d0150be7aea86f679259ebe06fdab5626f9cb162673ceacb6c222,True,True,True,,False,False,False,False,False
g559-synth-city-berlin-32,city,7212,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-7212.scen,True,9aa32946a2814b7dcdfb70255b726bf694ab4d56980457937a5b070095a20961,9aa32946a2814b7dcdfb70255b726bf694ab4d56980457937a5b070095a20961,True,True,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,True,64,64,True,64,64,False,False,True,True,False,4bc2fae7b2f2a0813674ee6e9a5b9fa3729d38fdd65f05350aab9c4f02b1b4d4,4bc2fae7b2f2a0813674ee6e9a5b9fa3729d38fdd65f05350aab9c4f02b1b4d4,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-city-boston-32,city,7213,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-7213.scen,True,70dcc631be78d9a0ba4f00d8a383afb6b10256651745647675a9770011721fe8,70dcc631be78d9a0ba4f00d8a383afb6b10256651745647675a9770011721fe8,True,True,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,True,96,96,True,96,96,False,False,True,True,False,8063772c6ea6f140892efd6a4028289c33376c328716a7eb9662b722a60f5a7c,8063772c6ea6f140892efd6a4028289c33376c328716a7eb9662b722a60f5a7c,True,True,False,pair_not_reachable,False,False,False,False,False
g559-synth-city-paris-32,city,7214,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-7214.scen,True,d7e56222d4f37c1d6482c398e2cf0a7d5dba1df080c321979d6704e1f6ab9f0b,d7e56222d4f37c1d6482c398e2cf0a7d5dba1df080c321979d6704e1f6ab9f0b,True,True,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,True,128,128,True,63,128,True,False,True,True,False,1d1109a08bce17f0b7ac427e5ed37a9b3738cf62c8978c301e9523be304cec2f,1d1109a08bce17f0b7ac427e5ed37a9b3738cf62c8978c301e9523be304cec2f,True,True,False,duplicate_starts;pair_not_reachable,False,False,False,False,False
g559-synth-game-lak-32,game,7215,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-7215.scen,True,d52d2cd6e0fd05f11b5f20631d027e753c19bd9acba6603dfa41decb60017c60,d52d2cd6e0fd05f11b5f20631d027e753c19bd9acba6603dfa41decb60017c60,True,True,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,True,256,256,True,256,256,False,False,True,True,True,6a758b445f5f2eb2ec3f981b60a5c63e6ce5ce25f64786385ad2d89ec7347f02,6a758b445f5f2eb2ec3f981b60a5c63e6ce5ce25f64786385ad2d89ec7347f02,True,True,True,,False,False,False,False,False
