candidate_id,map_family,agents,nominal_budget_ms,horizon_id,rows,success_regression_count_vs_g554_c00051,both_success_quality_pairs_vs_g554_c00051,quality_delta_mean_vs_g554_c00051,better_count_vs_g554_c00051,worse_count_vs_g554_c00051,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g556_c003526,random,100,2000,stage1_short1000_t100_i4,7,0,7,-0.0123340120686,5,2,False,False,False,False,False
g556_c003526,random,100,500,stage1_short1000_t050_i2,2,0,2,-0.007740785655,1,0,False,False,False,False,False
g556_c003526,random,100,500,stage1_short1000_t050_i4,5,0,5,-0.01386515113,3,1,False,False,False,False,False
g556_c003526,random,100,500,stage1_short1000_t100_i2,5,0,5,-0.015764104594,4,0,False,False,False,False,False
g556_c003526,random,100,500,stage1_short1000_t100_i4,5,0,5,-0.017475592478,5,0,False,False,False,False,False
g556_c003526,random,50,1000,stage1_short1000_t050_i2,4,0,4,-0.0172287245975,3,1,False,False,False,False,False
g556_c003526,random,50,1000,stage1_short1000_t050_i4,5,0,5,-0.00326855977,2,3,False,False,False,False,False
g556_c003526,random,50,1000,stage1_short1000_t100_i2,4,0,4,-0.00207706337,1,1,False,False,False,False,False
g556_c003526,random,50,1000,stage1_short1000_t100_i4,3,0,3,-0.00171457425667,2,1,False,False,False,False,False
g556_c003526,random,50,2000,stage1_short1000_t050_i2,7,0,7,-0.000771806054286,4,2,False,False,False,False,False
g556_c003526,random,50,2000,stage1_short1000_t050_i4,3,0,3,-0.00882357289667,1,0,False,False,False,False,False
g556_c003526,random,50,2000,stage1_short1000_t100_i2,5,0,5,0.018812212646,0,4,False,False,False,False,False
g556_c003526,random,50,2000,stage1_short1000_t100_i4,2,0,2,-0.011396300085,2,0,False,False,False,False,False
g556_c003526,random,50,500,stage1_short1000_t050_i2,5,0,5,0.008102073306,2,3,False,False,False,False,False
g556_c003526,random,50,500,stage1_short1000_t050_i4,5,0,5,-0.00114454129,3,2,False,False,False,False,False
g556_c003526,random,50,500,stage1_short1000_t100_i2,3,0,3,0.0112621250033,1,2,False,False,False,False,False
g556_c003526,random,50,500,stage1_short1000_t100_i4,4,0,4,-0.013303670895,2,1,False,False,False,False,False
g556_c003589,random,100,1000,stage1_short1000_t050_i2,4,0,4,-0.0171281661175,3,0,False,False,False,False,False
g556_c003589,random,100,1000,stage1_short1000_t050_i4,4,0,4,0.0091483585625,1,3,False,False,False,False,False
g556_c003589,random,100,1000,stage1_short1000_t100_i2,6,0,6,-0.0102056949433,4,1,False,False,False,False,False
g556_c003589,random,100,1000,stage1_short1000_t100_i4,3,0,3,-0.00705124246,2,1,False,False,False,False,False
g556_c003589,random,100,2000,stage1_short1000_t050_i2,4,0,4,-0.0053144800325,2,2,False,False,False,False,False
g556_c003589,random,100,2000,stage1_short1000_t050_i4,3,0,3,0.00277826480667,0,1,False,False,False,False,False
g556_c003589,random,100,2000,stage1_short1000_t100_i2,2,0,2,0.024849887605,0,2,False,False,False,False,False
g556_c003589,random,100,2000,stage1_short1000_t100_i4,7,0,7,-0.0101509933586,4,3,False,False,False,False,False
g556_c003589,random,100,500,stage1_short1000_t050_i2,2,0,2,0.00438687392,1,1,False,False,False,False,False
g556_c003589,random,100,500,stage1_short1000_t050_i4,5,0,5,-0.005112993264,2,2,False,False,False,False,False
g556_c003589,random,100,500,stage1_short1000_t100_i2,5,0,5,-0.01883002767,4,0,False,False,False,False,False
g556_c003589,random,100,500,stage1_short1000_t100_i4,5,0,5,-0.018091968868,5,0,False,False,False,False,False
g556_c003589,random,50,1000,stage1_short1000_t050_i2,4,0,4,-0.023374008745,3,0,False,False,False,False,False
g556_c003589,random,50,1000,stage1_short1000_t050_i4,5,0,5,-0.003969957332,3,2,False,False,False,False,False
g556_c003589,random,50,1000,stage1_short1000_t100_i2,4,0,4,0.003898411185,1,1,False,False,False,False,False
g556_c003589,random,50,1000,stage1_short1000_t100_i4,3,0,3,-0.01554860624,3,0,False,False,False,False,False
g556_c003589,random,50,2000,stage1_short1000_t050_i2,7,0,7,-0.00879271329286,4,3,False,False,False,False,False
g556_c003589,random,50,2000,stage1_short1000_t050_i4,3,0,3,-0.0235216422633,3,0,False,False,False,False,False
g556_c003589,random,50,2000,stage1_short1000_t100_i2,5,0,5,-0.00087618929,3,2,False,False,False,False,False
g556_c003589,random,50,2000,stage1_short1000_t100_i4,2,0,2,-0.023099631495,2,0,False,False,False,False,False
g556_c003589,random,50,500,stage1_short1000_t050_i2,5,0,5,0.004864571598,3,2,False,False,False,False,False
g556_c003589,random,50,500,stage1_short1000_t050_i4,5,0,5,-0.001319117382,1,1,False,False,False,False,False
g556_c003589,random,50,500,stage1_short1000_t100_i2,3,0,3,0.00062905754,1,1,False,False,False,False,False
g556_c003589,random,50,500,stage1_short1000_t100_i4,4,0,4,-0.017523886455,3,0,False,False,False,False,False
