agents,best_delta,best_minus_second,best_minus_target,best_probe_rule,candidate_count,checkpoint_id,harmful_candidate_count,iteration,map_name,second_delta,second_probe_rule,seed,split,target_delta,target_in_tie_eps_0_001,target_in_tie_eps_0_0025,target_in_tie_eps_0_005,target_in_tie_eps_0_01,target_in_tie_eps_0_02,target_rule_executable,target_rule_original,tie_count_eps_0_001,tie_count_eps_0_0025,tie_count_eps_0_005,tie_count_eps_0_01,tie_count_eps_0_02
400,0.0586559012111,0.009617668012300004,0.0,block_light,8,empty-32-32__a400__i13__phase4_phase4-full-repair1__iter1,0,1,empty-32-32,0.0490382331988,wait_light,13,train,0.0586559012111,1,1,1,1,1,block_light,block_light,1,1,1,2,2
400,0.0116361909285,0.00415578247445,0.0,wait_light,8,empty-32-32__a400__i13__phase4_phase4-full-repair1__iter2,0,2,empty-32-32,0.00748040845405,decay_090,13,train,0.0116361909285,1,1,1,1,1,wait_light,wait_light,1,1,2,3,5
400,0.017691759677,0.001662312989799998,0.0,block_heavy,8,empty-32-32__a400__i13__phase4_phase4-full-repair1__iter3,0,3,empty-32-32,0.0160294466872,wait_light,13,train,0.017691759677,1,1,1,1,1,block_heavy,block_heavy,1,2,2,2,4
50,0.0253045923149,0.0093720712277,0.0,wait_heavy,8,empty-32-32__a50__i14__phase4_phase4-full-repair1__iter0,0,0,empty-32-32,0.0159325210872,block_heavy,14,train,0.0253045923149,1,1,1,1,1,wait_heavy,wait_heavy,1,1,1,2,2
50,0.0412371134021,0.030927835051599996,0.0,commit_heavy,8,empty-32-32__a50__i14__phase4_phase4-full-repair1__iter1,2,1,empty-32-32,0.0103092783505,block_heavy,14,train,0.0412371134021,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
50,0.0187441424555,0.0037488284911,0.0,decay_095,8,empty-32-32__a50__i14__phase4_phase4-full-repair1__iter2,0,2,empty-32-32,0.0149953139644,decay_090,14,train,0.0187441424555,1,1,1,1,1,decay_095,decay_095,1,1,2,5,8
50,0.0037488284911,0.0037488284911,0.0037488284911,decay_095,8,empty-32-32__a50__i14__phase4_phase4-full-repair1__iter3,0,3,empty-32-32,0.0,block_heavy,14,train,0.0,0,0,1,1,1,additive_ltm,neutral_additive,1,1,5,5,8
100,0.0241020793951,0.0113421550095,0.0,block_heavy,8,empty-32-32__a100__i14__phase4_phase4-full-repair1__iter0,1,0,empty-32-32,0.0127599243856,wait_heavy,14,train,0.0241020793951,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,2
100,0.0316635160681,0.02173913043483,0.0,block_heavy,8,empty-32-32__a100__i14__phase4_phase4-full-repair1__iter1,1,1,empty-32-32,0.00992438563327,wait_heavy,14,train,0.0316635160681,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,1
100,0.0378071833648,0.016540642722099996,0.0,wait_light,8,empty-32-32__a100__i14__phase4_phase4-full-repair1__iter2,2,2,empty-32-32,0.0212665406427,block_heavy,14,train,0.0378071833648,1,1,1,1,1,wait_light,wait_light,1,1,1,1,2
100,0.0,0.00850661625709,0.0,additive_ltm,8,empty-32-32__a100__i14__phase4_phase4-full-repair1__iter3,3,3,empty-32-32,-0.00850661625709,decay_090,14,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,1,1,1,2,5
200,0.0319590143938,0.001219809709699999,0.0,block_heavy,8,empty-32-32__a200__i14__phase4_phase4-full-repair1__iter0,0,0,empty-32-32,0.0307392046841,wait_heavy,14,train,0.0319590143938,1,1,1,1,1,block_heavy,block_heavy,1,2,2,2,2
200,0.0129299829227,0.00512320078071,0.0,decay_095,8,empty-32-32__a200__i14__phase4_phase4-full-repair1__iter1,0,1,empty-32-32,0.00780678214199,block_light,14,train,0.0129299829227,1,1,1,1,1,decay_095,decay_095,1,1,1,3,5
200,0.0,0.00585508660649,0.0,additive_ltm,8,empty-32-32__a200__i14__phase4_phase4-full-repair1__iter2,3,2,empty-32-32,-0.00585508660649,wait_light,14,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,1,1,1,2,5
200,0.0229324225421,0.012686020980700001,0.0,wait_light,8,empty-32-32__a200__i14__phase4_phase4-full-repair1__iter3,0,3,empty-32-32,0.0102464015614,block_light,14,train,0.0229324225421,1,1,1,1,1,wait_light,wait_light,1,1,1,1,2
400,0.12368605466,0.0242933893949,0.0,wait_light,8,empty-32-32__a400__i14__phase4_phase4-full-repair1__iter0,0,0,empty-32-32,0.0993926652651,block_heavy,14,train,0.12368605466,1,1,1,1,1,wait_light,wait_light,1,1,1,1,1
400,0.0341041812661,0.016351319785100002,0.0,wait_light,8,empty-32-32__a400__i14__phase4_phase4-full-repair1__iter1,1,1,empty-32-32,0.017752861481,block_heavy,14,train,0.0341041812661,1,1,1,1,1,wait_light,wait_light,1,1,1,1,2
400,0.0240597991124,0.0240597991124,0.0,wait_light,8,empty-32-32__a400__i14__phase4_phase4-full-repair1__iter2,4,2,empty-32-32,0.0,additive_ltm,14,train,0.0240597991124,1,1,1,1,1,wait_light,wait_light,1,1,1,1,1
400,0.0313010978743,0.006774118196699999,0.0,block_light,8,empty-32-32__a400__i14__phase4_phase4-full-repair1__iter3,0,3,empty-32-32,0.0245269796776,wait_light,14,train,0.0313010978743,1,1,1,1,1,block_light,block_light,1,1,1,2,4
50,0.0141414141414,0.008080808080790002,0.0,wait_light,8,empty-32-32__a50__i15__phase4_phase4-full-repair1__iter0,0,0,empty-32-32,0.00606060606061,commit_heavy,15,train,0.0141414141414,1,1,1,1,1,wait_light,wait_light,1,1,1,2,7
50,0.0484848484848,0.0181818181818,0.0,commit_heavy,8,empty-32-32__a50__i15__phase4_phase4-full-repair1__iter1,0,1,empty-32-32,0.030303030303,decay_090,15,train,0.0484848484848,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,2
50,0.0161616161616,0.0161616161616,0.0,commit_heavy,8,empty-32-32__a50__i15__phase4_phase4-full-repair1__iter2,2,2,empty-32-32,0.0,additive_ltm,15,train,0.0161616161616,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,2
50,0.0676767676768,0.0373737373738,0.0,commit_heavy,8,empty-32-32__a50__i15__phase4_phase4-full-repair1__iter3,0,3,empty-32-32,0.030303030303,decay_090,15,train,0.0676767676768,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
100,0.00667302192564,0.00428979980934,0.0,block_heavy,8,empty-32-32__a100__i15__phase4_phase4-full-repair1__iter0,1,0,empty-32-32,0.0023832221163,block_light,15,train,0.00667302192564,1,1,1,1,1,block_heavy,block_heavy,1,1,2,5,7
100,0.0,0.00047664442326,0.0,additive_ltm,8,empty-32-32__a100__i15__phase4_phase4-full-repair1__iter1,0,1,empty-32-32,-0.00047664442326,commit_heavy,15,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,2,3,6,7,8
100,0.0233555767398,0.009532888465299998,0.0,commit_heavy,8,empty-32-32__a100__i15__phase4_phase4-full-repair1__iter2,1,2,empty-32-32,0.0138226882745,decay_095,15,train,0.0233555767398,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,2,3
100,0.0,0.0133460438513,0.0,additive_ltm,8,empty-32-32__a100__i15__phase4_phase4-full-repair1__iter3,6,3,empty-32-32,-0.0133460438513,block_heavy,15,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,1,1,1,1,2
200,0.0193872666348,0.006223073240800001,0.0,wait_light,8,empty-32-32__a200__i15__phase4_phase4-full-repair1__iter0,1,0,empty-32-32,0.013164193394,block_heavy,15,train,0.0193872666348,1,1,1,1,1,wait_light,wait_light,1,1,1,2,7
200,0.00335088559119,0.0023934897079919996,0.00335088559119,decay_090,8,empty-32-32__a200__i15__phase4_phase4-full-repair1__iter1,3,1,empty-32-32,0.000957395883198,wait_light,15,train,0.0,0,0,1,1,1,additive_ltm,neutral_additive,1,2,3,3,4
200,0.00478697941599,0.0016754427955999996,0.00478697941599,block_heavy,8,empty-32-32__a200__i15__phase4_phase4-full-repair1__iter2,0,2,empty-32-32,0.00311153662039,wait_light,15,train,0.0,0,0,1,1,1,additive_ltm,neutral_additive,1,3,4,5,8
200,0.0172331258976,0.01029200574442,0.0,wait_light,8,empty-32-32__a200__i15__phase4_phase4-full-repair1__iter3,0,3,empty-32-32,0.00694112015318,block_light,15,train,0.0172331258976,1,1,1,1,1,wait_light,wait_light,1,1,1,1,5
400,0.0340881715249,0.009877138038999998,0.0,wait_light,8,empty-32-32__a400__i15__phase4_phase4-full-repair1__iter0,2,0,empty-32-32,0.0242110334859,commit_heavy,15,train,0.0340881715249,1,1,1,1,1,wait_light,wait_light,1,1,1,2,2
400,0.0245723921947,0.0189111057577,0.0,block_light,8,empty-32-32__a400__i15__phase4_phase4-full-repair1__iter1,4,1,empty-32-32,0.005661286437,block_heavy,15,train,0.0245723921947,1,1,1,1,1,block_light,block_light,1,1,1,1,2
400,0.0114430257769,0.00951577933026,0.0,decay_090,8,empty-32-32__a400__i15__phase4_phase4-full-repair1__iter2,1,2,empty-32-32,0.00192724644664,decay_095,15,train,0.0114430257769,1,1,1,1,1,decay_090,decay_090,1,1,1,2,6
400,0.00855215610696,0.0001204529029100003,0.0,wait_light,8,empty-32-32__a400__i15__phase4_phase4-full-repair1__iter3,0,3,empty-32-32,0.00843170320405,decay_095,15,train,0.00855215610696,1,1,1,1,1,wait_light,wait_light,2,2,3,6,7
50,0.0339943342776,0.0191218130311,0.0,block_heavy,8,maze-32-32-2__a50__i1__phase4_phase4-full-repair1__iter0,1,0,maze-32-32-2,0.0148725212465,commit_heavy,1,train,0.0339943342776,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,2
50,0.0389518413598,0.0017705382437000067,0.0,commit_heavy,8,maze-32-32-2__a50__i1__phase4_phase4-full-repair1__iter1,0,1,maze-32-32-2,0.0371813031161,block_light,1,train,0.0389518413598,1,1,1,1,1,commit_heavy,commit_heavy,1,2,2,3,6
50,0.0070821529745,0.0,0.0,decay_090,8,maze-32-32-2__a50__i1__phase4_phase4-full-repair1__iter2,1,2,maze-32-32-2,0.0070821529745,block_heavy,1,train,0.0070821529745,1,1,1,1,1,block_heavy,block_heavy,2,2,3,6,7
50,0.0113314447592,0.0028328611897899987,0.0,decay_095,8,maze-32-32-2__a50__i1__phase4_phase4-full-repair1__iter3,0,3,maze-32-32-2,0.00849858356941,wait_heavy,1,train,0.0113314447592,1,1,1,1,1,decay_095,decay_095,1,1,3,5,7
100,0.012532734755,0.012532734755,0.0,commit_heavy,8,maze-32-32-2__a100__i1__phase4_phase4-full-repair1__iter0,1,0,maze-32-32-2,0.0,decay_095,1,train,0.012532734755,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,6
100,0.0566778900112,0.020950243172400004,0.0,commit_heavy,8,maze-32-32-2__a100__i1__phase4_phase4-full-repair1__iter1,0,1,maze-32-32-2,0.0357276468388,decay_090,1,train,0.0566778900112,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
100,0.0166479610924,0.0054246165357,0.0,decay_095,8,maze-32-32-2__a100__i1__phase4_phase4-full-repair1__iter2,1,2,maze-32-32-2,0.0112233445567,wait_heavy,1,train,0.0166479610924,1,1,1,1,1,decay_095,decay_095,1,1,1,3,4
100,0.037037037037,0.010849233071400004,0.0,decay_095,8,maze-32-32-2__a100__i1__phase4_phase4-full-repair1__iter3,1,3,maze-32-32-2,0.0261878039656,block_light,1,train,0.037037037037,1,1,1,1,1,decay_095,decay_095,1,1,1,1,2
200,0.0,0.0,0.0,decay_095,8,maze-32-32-2__a200__i1__phase4_phase4-full-repair1__iter0,3,0,maze-32-32-2,0.0,decay_090,1,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,3,3,3,3,5
200,0.0165098690279,0.0165098690279,0.0,block_light,8,maze-32-32-2__a200__i1__phase4_phase4-full-repair1__iter1,4,1,maze-32-32-2,0.0,additive_ltm,1,train,0.0165098690279,1,1,1,1,1,block_light,block_light,1,1,1,1,2
200,0.093986349382,0.026286662977299993,0.0,block_heavy,8,maze-32-32-2__a200__i1__phase4_phase4-full-repair1__iter2,0,2,maze-32-32-2,0.0676996864047,wait_light,1,train,0.093986349382,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,1
200,0.0643792658181,0.0396605792289,0.0,commit_heavy,8,maze-32-32-2__a200__i1__phase4_phase4-full-repair1__iter3,4,3,maze-32-32-2,0.0247186865892,wait_heavy,1,train,0.0643792658181,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
400,1.0,0.0,0.0,wait_heavy,8,maze-32-32-2__a400__i1__phase4_phase4-full-repair1__iter0,0,0,maze-32-32-2,1.0,commit_heavy,1,train,1.0,1,1,1,1,1,block_light,block_light,3,3,3,3,3
50,0.0194975628046,0.0022497187851,0.0,wait_light,8,maze-32-32-2__a50__i2__phase4_phase4-full-repair1__iter0,0,0,maze-32-32-2,0.0172478440195,block_heavy,2,train,0.0194975628046,1,1,1,1,1,wait_light,wait_light,1,2,2,2,6
50,0.0,0.000374953130859,0.0,additive_ltm,8,maze-32-32-2__a50__i2__phase4_phase4-full-repair1__iter1,0,1,maze-32-32-2,-0.000374953130859,wait_light,2,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,2,3,5,6,8
50,0.0524934383202,0.0029996250469000035,0.0,wait_light,8,maze-32-32-2__a50__i2__phase4_phase4-full-repair1__iter2,0,2,maze-32-32-2,0.0494938132733,decay_095,2,train,0.0524934383202,1,1,1,1,1,wait_light,wait_light,1,1,2,3,4
50,0.00374953130859,0.00374953130859,0.00374953130859,decay_095,8,maze-32-32-2__a50__i2__phase4_phase4-full-repair1__iter3,1,3,maze-32-32-2,0.0,additive_ltm,2,train,0.0,0,0,1,1,1,additive_ltm,neutral_additive,1,1,2,2,6
100,0.0483236561154,0.016107885371800003,0.0,commit_heavy,8,maze-32-32-2__a100__i2__phase4_phase4-full-repair1__iter0,2,0,maze-32-32-2,0.0322157707436,wait_light,2,train,0.0483236561154,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,2
100,0.00767934070051,0.00767934070051,0.0,decay_090,8,maze-32-32-2__a100__i2__phase4_phase4-full-repair1__iter1,1,1,maze-32-32-2,0.0,additive_ltm,2,train,0.00767934070051,1,1,1,1,1,decay_090,decay_090,1,1,1,2,3
100,0.0309046637947,0.0116126615471,0.0,block_light,8,maze-32-32-2__a100__i2__phase4_phase4-full-repair1__iter2,1,2,maze-32-32-2,0.0192920022476,decay_095,2,train,0.0309046637947,1,1,1,1,1,block_light,block_light,1,1,1,1,2
100,0.0,0.0112380595617,0.0,additive_ltm,8,maze-32-32-2__a100__i2__phase4_phase4-full-repair1__iter3,5,3,maze-32-32-2,-0.0112380595617,commit_heavy,2,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,1,1,1,1,3
200,0.185771108299,0.01952630627400001,0.0,wait_light,8,maze-32-32-2__a200__i2__phase4_phase4-full-repair1__iter0,0,0,maze-32-32-2,0.166244802025,commit_heavy,2,train,0.185771108299,1,1,1,1,1,wait_light,wait_light,1,1,1,1,2
200,0.07268125113,0.018170312782499996,0.0,block_heavy,8,maze-32-32-2__a200__i2__phase4_phase4-full-repair1__iter1,2,1,maze-32-32-2,0.0545109383475,commit_heavy,2,train,0.07268125113,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,2
200,0.0427589947568,0.042397396492472,0.0,block_light,8,maze-32-32-2__a200__i2__phase4_phase4-full-repair1__iter2,5,2,maze-32-32-2,0.000361598264328,wait_light,2,train,0.0427589947568,1,1,1,1,1,block_light,block_light,1,1,1,1,1
200,0.0753932381125,0.04691737479659999,0.0,wait_heavy,8,maze-32-32-2__a200__i2__phase4_phase4-full-repair1__iter3,1,3,maze-32-32-2,0.0284758633159,commit_heavy,2,train,0.0753932381125,1,1,1,1,1,wait_heavy,wait_heavy,1,1,1,1,1
400,3.99929558862,0.03363564320999979,0.0,block_light,8,maze-32-32-2__a400__i2__phase4_phase4-full-repair1__iter0,1,0,maze-32-32-2,3.96565994541,wait_light,2,train,3.99929558862,1,1,1,1,1,block_light,block_light,1,1,1,1,1
50,0.0315922493682,0.0037910699242000023,0.0,wait_light,8,maze-32-32-2__a50__i3__phase4_phase4-full-repair1__iter0,0,0,maze-32-32-2,0.027801179444,commit_heavy,3,train,0.0315922493682,1,1,1,1,1,wait_light,wait_light,1,1,2,3,3
50,0.0,0.0143218197136,0.0,additive_ltm,8,maze-32-32-2__a50__i3__phase4_phase4-full-repair1__iter1,5,1,maze-32-32-2,-0.0143218197136,block_light,3,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,1,1,1,1,3
50,0.00294860994103,0.00294860994103,0.00294860994103,block_light,8,maze-32-32-2__a50__i3__phase4_phase4-full-repair1__iter2,2,2,maze-32-32-2,0.0,additive_ltm,3,train,0.0,0,0,1,1,1,additive_ltm,neutral_additive,1,1,2,4,6
50,0.0252737994945,0.007582139848299998,0.0,wait_heavy,8,maze-32-32-2__a50__i3__phase4_phase4-full-repair1__iter3,0,3,maze-32-32-2,0.0176916596462,wait_light,3,train,0.0252737994945,1,1,1,1,1,wait_heavy,wait_heavy,1,1,1,3,5
100,0.0,0.0,0.0,decay_095,8,maze-32-32-2__a100__i3__phase4_phase4-full-repair1__iter0,5,0,maze-32-32-2,0.0,decay_090,3,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,3,3,3,3,3
100,0.0,0.000985610092647,0.0,additive_ltm,8,maze-32-32-2__a100__i3__phase4_phase4-full-repair1__iter1,3,1,maze-32-32-2,-0.000985610092647,commit_heavy,3,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,2,2,3,3,5
100,0.0,0.0236546422235,0.0,additive_ltm,8,maze-32-32-2__a100__i3__phase4_phase4-full-repair1__iter2,7,2,maze-32-32-2,-0.0236546422235,decay_090,3,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,1,1,1,1,1
100,0.00887049083383,0.00157697614824,0.0,commit_heavy,8,maze-32-32-2__a100__i3__phase4_phase4-full-repair1__iter3,0,3,maze-32-32-2,0.00729351468559,block_light,3,train,0.00887049083383,1,1,1,1,1,commit_heavy,commit_heavy,1,3,4,5,7
200,0.0376190943915,0.0376190943915,0.0,commit_heavy,8,maze-32-32-2__a200__i3__phase4_phase4-full-repair1__iter0,4,0,maze-32-32-2,0.0,decay_095,3,train,0.0376190943915,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
200,0.171790590315,0.064826637855,0.0,decay_090,8,maze-32-32-2__a200__i3__phase4_phase4-full-repair1__iter1,0,1,maze-32-32-2,0.10696395246,decay_095,3,train,0.171790590315,1,1,1,1,1,decay_090,decay_090,1,1,1,1,1
200,0.113643060603,0.0186622139278,0.0,decay_090,8,maze-32-32-2__a200__i3__phase4_phase4-full-repair1__iter2,1,2,maze-32-32-2,0.0949808466752,block_light,3,train,0.113643060603,1,1,1,1,1,decay_090,decay_090,1,1,1,1,2
200,0.109812395639,0.051173755034,0.0,block_light,8,maze-32-32-2__a200__i3__phase4_phase4-full-repair1__iter3,2,3,maze-32-32-2,0.058638640605,wait_heavy,3,train,0.109812395639,1,1,1,1,1,block_light,block_light,1,1,1,1,1
400,0.18301050175,0.18301050175,0.0,commit_heavy,8,maze-32-32-2__a400__i3__phase4_phase4-full-repair1__iter0,4,0,maze-32-32-2,0.0,decay_095,3,train,0.18301050175,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,1
50,0.0562414266118,0.0562414266118,0.0,wait_light,8,maze-32-32-2__a50__i4__phase4_phase4-full-repair1__iter0,3,0,maze-32-32-2,0.0,decay_095,4,train,0.0562414266118,1,1,1,1,1,wait_light,wait_light,1,1,1,1,1
50,0.0,0.0099451303155,0.0,additive_ltm,8,maze-32-32-2__a50__i4__phase4_phase4-full-repair1__iter1,2,1,maze-32-32-2,-0.0099451303155,block_heavy,4,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,1,1,1,2,6
50,0.0126886145405,0.01131687242802,0.0,wait_light,8,maze-32-32-2__a50__i4__phase4_phase4-full-repair1__iter2,0,2,maze-32-32-2,0.00137174211248,block_light,4,train,0.0126886145405,1,1,1,1,1,wait_light,wait_light,1,1,1,1,4
50,0.0161179698217,0.0017146776405999997,0.0,block_heavy,8,maze-32-32-2__a50__i4__phase4_phase4-full-repair1__iter3,0,3,maze-32-32-2,0.0144032921811,decay_095,4,train,0.0161179698217,1,1,1,1,1,block_heavy,block_heavy,1,2,3,4,6
100,0.0,0.0,0.0,decay_095,8,maze-32-32-2__a100__i4__phase4_phase4-full-repair1__iter0,3,0,maze-32-32-2,0.0,decay_090,4,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,3,4,4,4,5
100,0.0372208436725,0.016987974804399997,0.0,wait_light,8,maze-32-32-2__a100__i4__phase4_phase4-full-repair1__iter1,1,1,maze-32-32-2,0.0202328688681,commit_heavy,4,train,0.0372208436725,1,1,1,1,1,wait_light,wait_light,1,1,1,1,3
100,0.00553540752052,0.005344531399123001,0.0,decay_090,8,maze-32-32-2__a100__i4__phase4_phase4-full-repair1__iter2,1,2,maze-32-32-2,0.000190876121397,block_light,4,train,0.00553540752052,1,1,1,1,1,decay_090,decay_090,1,1,1,3,6
100,0.0769230769231,0.026150028631400007,0.0,decay_090,8,maze-32-32-2__a100__i4__phase4_phase4-full-repair1__iter3,0,3,maze-32-32-2,0.0507730482917,wait_light,4,train,0.0769230769231,1,1,1,1,1,decay_090,decay_090,1,1,1,1,1
200,0.0774836269717,0.045014297573999995,0.0,block_heavy,8,maze-32-32-2__a200__i4__phase4_phase4-full-repair1__iter0,2,0,maze-32-32-2,0.0324693293977,commit_heavy,4,train,0.0774836269717,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,1
200,0.0978692002583,0.0667835070566,0.0,block_light,8,maze-32-32-2__a200__i4__phase4_phase4-full-repair1__iter1,3,1,maze-32-32-2,0.0310856932017,wait_light,4,train,0.0978692002583,1,1,1,1,1,block_light,block_light,1,1,1,1,1
200,0.056913568859,0.036527995572399996,0.0,decay_095,8,maze-32-32-2__a200__i4__phase4_phase4-full-repair1__iter2,2,2,maze-32-32-2,0.0203855732866,block_light,4,train,0.056913568859,1,1,1,1,1,decay_095,decay_095,1,1,1,1,1
200,0.109491744304,0.008947514066999993,0.0,decay_090,8,maze-32-32-2__a200__i4__phase4_phase4-full-repair1__iter3,1,3,maze-32-32-2,0.100544230237,block_light,4,train,0.109491744304,1,1,1,1,1,decay_090,decay_090,1,1,1,2,2
400,1.0,0.0,0.0,wait_light,8,maze-32-32-2__a400__i4__phase4_phase4-full-repair1__iter0,0,0,maze-32-32-2,1.0,block_heavy,4,train,1.0,1,1,1,1,1,block_heavy,block_heavy,2,2,2,2,2
50,0.0571315996848,0.026792750197,0.0,wait_light,8,maze-32-32-2__a50__i5__phase4_phase4-full-repair1__iter0,0,0,maze-32-32-2,0.0303388494878,commit_heavy,5,train,0.0571315996848,1,1,1,1,1,wait_light,wait_light,1,1,1,1,1
50,0.00748620961387,0.0059101654846299995,0.0,wait_light,8,maze-32-32-2__a50__i5__phase4_phase4-full-repair1__iter1,4,1,maze-32-32-2,0.00157604412924,decay_095,5,train,0.00748620961387,1,1,1,1,1,wait_light,wait_light,1,1,1,3,4
50,0.0122143420016,0.001182033096999999,0.0,block_heavy,8,maze-32-32-2__a50__i5__phase4_phase4-full-repair1__iter2,0,2,maze-32-32-2,0.0110323089046,wait_light,5,train,0.0122143420016,1,1,1,1,1,block_heavy,block_heavy,1,2,3,4,6
50,0.0189125295508,0.013002364066169999,0.0,block_heavy,8,maze-32-32-2__a50__i5__phase4_phase4-full-repair1__iter3,0,3,maze-32-32-2,0.00591016548463,wait_light,5,train,0.0189125295508,1,1,1,1,1,block_heavy,block_heavy,1,1,1,1,6
100,0.0,0.0,0.0,decay_095,8,maze-32-32-2__a100__i5__phase4_phase4-full-repair1__iter0,3,0,maze-32-32-2,0.0,decay_090,5,train,0.0,1,1,1,1,1,additive_ltm,neutral_additive,3,3,4,4,5
100,0.0140010770059,0.00951355232451,0.0,wait_light,8,maze-32-32-2__a100__i5__phase4_phase4-full-repair1__iter1,2,1,maze-32-32-2,0.00448752468139,decay_095,5,train,0.0140010770059,1,1,1,1,1,wait_light,wait_light,1,1,1,2,5
100,0.0393107162089,0.012924071082399995,0.0,wait_light,8,maze-32-32-2__a100__i5__phase4_phase4-full-repair1__iter2,0,2,maze-32-32-2,0.0263866451265,commit_heavy,5,train,0.0393107162089,1,1,1,1,1,wait_light,wait_light,1,1,1,1,4
100,0.0165140908275,0.0017950098726000011,0.0,block_heavy,8,maze-32-32-2__a100__i5__phase4_phase4-full-repair1__iter3,0,3,maze-32-32-2,0.0147190809549,commit_heavy,5,train,0.0165140908275,1,1,1,1,1,block_heavy,block_heavy,1,2,3,4,7
200,0.165668142746,0.0905617782414,0.0,wait_light,8,maze-32-32-2__a200__i5__phase4_phase4-full-repair1__iter0,1,0,maze-32-32-2,0.0751063645046,wait_heavy,5,train,0.165668142746,1,1,1,1,1,wait_light,wait_light,1,1,1,1,1
200,0.0273508726231,0.0273508726231,0.0,block_light,8,maze-32-32-2__a200__i5__phase4_phase4-full-repair1__iter1,6,1,maze-32-32-2,0.0,additive_ltm,5,train,0.0273508726231,1,1,1,1,1,block_light,block_light,1,1,1,1,1
200,0.112181991838,0.019102196752499995,0.0,commit_heavy,8,maze-32-32-2__a200__i5__phase4_phase4-full-repair1__iter2,0,2,maze-32-32-2,0.0930797950855,decay_090,5,train,0.112181991838,1,1,1,1,1,commit_heavy,commit_heavy,1,1,1,1,2
200,0.00208387600938,0.00086828167058,0.00208387600938,block_light,8,maze-32-32-2__a200__i5__phase4_phase4-full-repair1__iter3,4,3,maze-32-32-2,0.0012155943388,decay_090,5,train,0.0,0,1,1,1,1,additive_ltm,neutral_additive,2,3,3,3,4
400,1.0,0.0,0.0,wait_light,8,maze-32-32-2__a400__i5__phase4_phase4-full-repair1__iter0,0,0,maze-32-32-2,1.0,wait_heavy,5,train,1.0,1,1,1,1,1,wait_light,wait_light,3,3,3,3,3
400,1.0,0.0,0.0,wait_heavy,8,maze-32-32-2__a400__i5__phase4_phase4-full-repair1__iter1,0,1,maze-32-32-2,1.0,block_light,5,train,1.0,1,1,1,1,1,wait_heavy,wait_heavy,2,2,2,2,2
400,1.0,0.0,0.0,wait_light,8,maze-32-32-2__a400__i5__phase4_phase4-full-repair1__iter2,0,2,maze-32-32-2,1.0,wait_heavy,5,train,1.0,1,1,1,1,1,wait_heavy,wait_heavy,4,4,4,4,4
50,0.00418994413408,0.0003491620111699999,0.00418994413408,block_heavy,8,maze-32-32-2__a50__i6__phase4_phase4-full-repair1__iter0,2,0,maze-32-32-2,0.00384078212291,wait_light,6,train,0.0,0,0,1,1,1,additive_ltm,neutral_additive,2,3,6,6,6
50,0.0136173184358,0.00872905027938,0.0,wait_light,8,maze-32-32-2__a50__i6__phase4_phase4-full-repair1__iter1,0,1,maze-32-32-2,0.00488826815642,block_light,6,train,0.0136173184358,1,1,1,1,1,wait_light,wait_light,1,1,1,2,6
50,0.00244413407821,0.0013966480446899999,0.00244413407821,wait_heavy,8,maze-32-32-2__a50__i6__phase4_phase4-full-repair1__iter2,0,2,maze-32-32-2,0.00104748603352,block_heavy,6,train,0.0,0,1,1,1,1,additive_ltm,neutral_additive,1,3,3,6,8
50,0.0171089385475,0.00034916201119999934,0.0,block_heavy,8,maze-32-32-2__a50__i6__phase4_phase4-full-repair1__iter3,0,3,maze-32-32-2,0.0167597765363,decay_090,6,train,0.0171089385475,1,1,1,1,1,block_heavy,block_heavy,2,2,2,4,8
